candidate_topic_count,subsample_runs,subsample_fraction,sample_size,mean_matched_cosine_to_reference,median_matched_cosine_to_reference,tenth_percentile_matched_cosine,minimum_matched_cosine_to_reference,fraction_matches_cosine_at_least_0_90,fraction_matches_cosine_at_least_0_80,fraction_matches_cosine_at_least_0_70,mean_top_20_term_jaccard,tenth_percentile_top_20_jaccard,minimum_top_20_term_jaccard,mean_absolute_topic_prevalence_difference,maximum_mean_topic_prevalence_difference,mean_pairwise_run_cosine,minimum_pairwise_run_mean_cosine,mean_pairwise_top_20_jaccard,mean_run_relative_reconstruction_error,convergence_warning_runs,mean_runtime_seconds
12,10,0.8,33954,0.9176049988966641,0.9944522862069918,0.750805970788058,0.018199492022313628,0.8166666666666667,0.8666666666666667,0.925,0.7079437685264774,0.37471264367816093,0.0,0.01283041032021273,0.03408257473975841,0.8798671540338486,0.7939504981164512,0.6181053574076262,0.9787092362100166,2,5.861708050000016
16,10,0.8,33954,0.9470756662614737,0.9976214364981189,0.92928023801446,0.015923075283757297,0.9375,0.94375,0.94375,0.784342676451959,0.6,0.0,0.00891216363171295,0.028665252989338513,0.9168779018307278,0.8321294123493932,0.7055648454402335,0.9748575443631216,0,7.197360920009669
