comments,videos,topics,mean_dominant_relative_weight,median_dominant_relative_weight,dominant_relative_weight_q25,dominant_relative_weight_q75,mean_secondary_relative_weight,median_secondary_relative_weight,mean_dominance_margin,median_dominance_margin,mean_effective_topic_count,median_effective_topic_count,effective_topic_count_q25,effective_topic_count_q75
42443,1158,16,0.5103373600071095,0.4729085895419072,0.36032627352508406,0.6269898983518343,0.22308715076440416,0.2227159163410619,0.2872502092427052,0.201132406807979,4.004968496735663,3.805854110845885,2.6712368385941625,5.112944329519217
