videos,median_modelled_comments_per_video,q25_modelled_comments_per_video,q75_modelled_comments_per_video,median_video_dominant_relative_weight,median_video_secondary_relative_weight,median_video_dominance_margin,median_video_effective_topic_count,q25_video_effective_topic_count,q75_video_effective_topic_count
1158,10.0,3.0,39.0,0.2750214106239401,0.1606342632381867,0.08984265494670075,8.808141619916043,6.290032669135547,10.619987550517807
