comments_sampled_per_video,eligible_videos,topic_number,topic_label,metric,repetitions,median_rho,mean_rho,rho_q025,rho_q25,rho_q75,rho_q975,minimum_rho,maximum_rho,positive_fraction,negative_fraction,stage_08c_threshold_rho,median_minus_stage_08c_rho
10,591,3,Clarification and specification questions,api_comment_count,100,-0.05672130888548503,-0.053698389268174204,-0.11451553323373301,-0.06983022187290691,-0.03838373405258,0.005594084695387398,-0.13503133797796463,0.0494109118247473,0.04,0.96,-0.0099367985415398,-0.046784510343945235
10,591,3,Clarification and specification questions,api_comments_per_1000_views,100,-0.13055059167401073,-0.13144487398355348,-0.18335795904668808,-0.15521148945125113,-0.1117505229515286,-0.08112313397856764,-0.19634965091857787,-0.06857070440482639,0.0,1.0,-0.1782619968329337,0.04771140515892297
10,591,3,Clarification and specification questions,api_comments_per_day,100,-0.0847275096790115,-0.08205090116969899,-0.13746410491157174,-0.09956237058121363,-0.06398366404248179,-0.03118788045379864,-0.15612114354583226,0.007289135580563928,0.01,0.99,-0.0692899214279236,-0.015437588251087903
10,591,3,Clarification and specification questions,duration_minutes,100,-0.10003353305642271,-0.0965174220010595,-0.14752680362515347,-0.11437968742695638,-0.07138045429523453,-0.049567416067418955,-0.15858108010638486,-0.027565896948561583,0.0,1.0,-0.1075829774446209,0.007549444388198198
10,591,3,Clarification and specification questions,like_count,100,0.0014971100927652103,0.001977416766670373,-0.05743749871326338,-0.019434385369423955,0.01952848863603312,0.0592103001682227,-0.06734096233215527,0.11007061689214816,0.51,0.49,0.0417210517731145,-0.04022394168034929
10,591,3,Clarification and specification questions,likes_per_1000_views,100,-0.09590191329569432,-0.09348089478219332,-0.1508834785955103,-0.11079631378057431,-0.07126934871142654,-0.044790773993206905,-0.15357855503382334,-0.0332633704774725,0.0,1.0,-0.1299892425212224,0.03408732922552808
10,591,3,Clarification and specification questions,view_count,100,0.04676753488967114,0.04896542272906355,-0.0017798732054889637,0.02862398878272577,0.06609556990597025,0.11825820958843493,-0.05223054939995488,0.14832528799382644,0.94,0.06,0.1062501889310802,-0.05948265404140905
10,591,3,Clarification and specification questions,views_per_day,100,0.007694320201659178,0.009863191505153732,-0.052358819596092745,-0.005304559808022769,0.027686964485046837,0.07465369485568295,-0.07923397457510853,0.11505225710224277,0.65,0.35,0.0437288833184901,-0.03603456311683092
10,591,4,"Implementation, cost and how-to questions",api_comment_count,100,-0.06709485112742677,-0.06748490406044722,-0.11552226767383206,-0.09055582354001365,-0.04629252570708893,-0.003994861697638985,-0.13113271792461798,0.022174842851178028,0.02,0.98,-0.0467020985843997,-0.020392752543027075
10,591,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,100,-0.04734052028406494,-0.04516847209060895,-0.10806795228124803,-0.06504264183164145,-0.023965368122956687,0.017754350449514338,-0.1195269308675547,0.0295274298587511,0.06,0.94,-0.0624955528530337,0.01515503256896876
10,591,4,"Implementation, cost and how-to questions",api_comments_per_day,100,-0.10151503052297634,-0.10234803332476272,-0.16282836948828272,-0.12516045119663508,-0.08223718787820078,-0.044344364128515265,-0.18896675356292122,-0.03121270245061254,0.0,1.0,-0.1020392930140843,0.0005242624911079713
10,591,4,"Implementation, cost and how-to questions",duration_minutes,100,-0.009465380297664883,-0.009678905647304304,-0.08216442121666317,-0.030511060976089945,0.013105543411699887,0.040044101543880294,-0.09032544178836605,0.07335231648563949,0.43,0.57,-0.0100510765249582,0.0005856962272933162
10,591,4,"Implementation, cost and how-to questions",like_count,100,-0.03407456140464077,-0.029203034918734043,-0.08131967622979418,-0.04962167617693659,-0.008794347152286084,0.03836980516145931,-0.09371358742135802,0.05956582211890415,0.19,0.81,-0.0112580385209757,-0.02281652288366507
