minimum_modelled_comments,eligible_videos,topic_number,topic_label,topic_type,metric,metric_family,valid_n,spearman_rho,p_value_raw,p_value_bh_fdr
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,like_count,reach,789,0.17977066659203836,3.7139336374965456e-07,1.980764606664824e-06
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,789,0.13506145330615196,0.00014169303448893243,0.0003112591943995559
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,789,-0.009115187072380144,0.7982310076032382,0.912264008689415
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,789,-0.16587335415671162,2.80862575587399e-06,6.419716013426263e-06
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,789,0.21841511972545447,5.632757073904311e-10,4.506205659123449e-09
5,789,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,789,0.141074994953088,6.999709709626325e-05,0.0001399941941925265
5,789,8,"Solar PV, batteries and power systems",technical_subject,duration_minutes,video_context,789,0.13614475739559473,0.0001250538728704834,0.00033347699432128907
5,789,8,"Solar PV, batteries and power systems",technical_subject,view_count,reach,789,-0.0029645237832562742,0.9337409389342639,0.98274125252173
5,789,8,"Solar PV, batteries and power systems",technical_subject,like_count,reach,789,0.09397560089648627,0.008257477174176202,0.01731340958326327
5,789,8,"Solar PV, batteries and power systems",technical_subject,api_comment_count,discussion_volume,789,0.16061977602988034,5.788031364781489e-06,2.3152125459125955e-05
5,789,8,"Solar PV, batteries and power systems",technical_subject,likes_per_1000_views,engagement_rate,789,0.21588181768922327,8.971582324488704e-10,7.177265859590963e-09
5,789,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_1000_views,discussion_rate,789,0.1986437015720819,1.8331360173283694e-08,5.866035255450782e-08
5,789,8,"Solar PV, batteries and power systems",technical_subject,views_per_day,age_normalised_provisional,789,0.052124099572113954,0.14352361283224166,0.20876161866507878
5,789,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_day,age_normalised_provisional,789,0.20487138090904358,6.350971202511608e-09,1.0161553924018573e-07
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,duration_minutes,video_context,789,-0.01517800852823459,0.6703367720156287,0.715025890150004
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,view_count,reach,789,0.11316598054171698,0.001452906400709704,0.002905812801419408
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,like_count,reach,789,0.0552769620694527,0.12080414687373085,0.1757151227254267
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comment_count,discussion_volume,789,0.09340383994960906,0.008659419204769031,0.01385507072763045
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,789,-0.10584393778402348,0.002913525668230018,0.006659487241668613
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,789,-0.06781048150382443,0.056921859288358155,0.09107497486137305
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,789,0.06212994608352724,0.08114247292549777,0.12982795668079644
5,789,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,789,0.038789093932761025,0.27649156318794554,0.40216954645519354
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,duration_minutes,video_context,789,0.0987085060371734,0.005519812431047272,0.011039624862094545
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,view_count,reach,789,0.1381932818828191,9.849247713593073e-05,0.00031517592683497834
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,like_count,reach,789,0.13756780774268315,0.00010597840031376019,0.00042391360125504076
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,789,0.1920488765054354,5.430052031666796e-08,4.344041625333437e-07
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,789,0.03557713272521458,0.3182489130767875,0.50919826092286
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,789,-0.006812174118512903,0.8484887829808027,0.8484887829808027
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,789,0.13572382249753878,0.00013128809000027093,0.0003501015733340558
5,789,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,789,0.16762885896121738,2.1945896849508334e-06,8.778358739803334e-06
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,duration_minutes,video_context,789,0.0036592009887983367,0.918263609536722,0.918263609536722
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,view_count,reach,789,0.20419824120385652,7.133548718639923e-09,5.7068389749119386e-08
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,like_count,reach,789,0.2078367489666711,3.788590087880485e-09,3.030872070304388e-08
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,789,0.20716599940735334,4.2610803967484226e-09,6.817728634797476e-08
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,789,0.06848019442913737,0.05451046187345311,0.10902092374690622
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,789,-0.06258987355982515,0.07891243234159563,0.11478171976959364
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,789,0.18255003334818956,2.4303828037998575e-07,9.72153121519943e-07
5,789,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,789,0.1656545361972189,2.895816500081858e-06,9.266612800261946e-06
5,789,12,Roof and attic ventilation and airflow,technical_subject,duration_minutes,video_context,789,-0.07836150743969827,0.027735798238124124,0.0443772771809986
5,789,12,Roof and attic ventilation and airflow,technical_subject,view_count,reach,789,0.06267674085819476,0.07849687994986099,0.12559500791977757
5,789,12,Roof and attic ventilation and airflow,technical_subject,like_count,reach,789,0.07518525362365035,0.03472674730178403,0.061736439647616055
5,789,12,Roof and attic ventilation and airflow,technical_subject,api_comment_count,discussion_volume,789,0.08357415410189807,0.01887891916346716,0.027460246055952233
5,789,12,Roof and attic ventilation and airflow,technical_subject,likes_per_1000_views,engagement_rate,789,0.038752243504195774,0.2769484502941817,0.4923528005229897
5,789,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_1000_views,discussion_rate,789,-0.007772772494517807,0.8274387204068221,0.8484887829808027
5,789,12,Roof and attic ventilation and airflow,technical_subject,views_per_day,age_normalised_provisional,789,0.08961464312225956,0.011793083786313495,0.020965482286779545
5,789,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_day,age_normalised_provisional,789,0.11311118051219031,0.0014607142657858789,0.002596825361397118
5,789,13,"Wall, cavity and floor insulation",technical_subject,duration_minutes,video_context,789,-0.049853664030859224,0.16181401520749658,0.2353658403018132
5,789,13,"Wall, cavity and floor insulation",technical_subject,view_count,reach,789,-0.011225744550733975,0.7528895557955992,0.860445206623542
5,789,13,"Wall, cavity and floor insulation",technical_subject,like_count,reach,789,0.005345985683443609,0.8808220866835899,0.8808220866835899
5,789,13,"Wall, cavity and floor insulation",technical_subject,api_comment_count,discussion_volume,789,0.010180992152132582,0.7752386172750261,0.7752386172750261
5,789,13,"Wall, cavity and floor insulation",technical_subject,likes_per_1000_views,engagement_rate,789,-0.011685540923423849,0.7431176109739461,0.912264008689415
5,789,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_1000_views,discussion_rate,789,0.02109928617766963,0.5539931398190892,0.6331350169361019
5,789,13,"Wall, cavity and floor insulation",technical_subject,views_per_day,age_normalised_provisional,789,-0.014486841391721399,0.6845228170862607,0.7301576715586781
5,789,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_day,age_normalised_provisional,789,0.0085209601662266,0.811127802972078,0.847199328210791
5,789,14,Thermostat wiring and smart heating controls,technical_subject,duration_minutes,video_context,789,0.1846537701269934,1.7554827436930448e-07,7.021930974772179e-07
5,789,14,Thermostat wiring and smart heating controls,technical_subject,view_count,reach,789,-0.0007713537793886781,0.98274125252173,0.98274125252173
5,789,14,Thermostat wiring and smart heating controls,technical_subject,like_count,reach,789,-0.012440395368599097,0.7271647308415283,0.8310454066760323
5,789,14,Thermostat wiring and smart heating controls,technical_subject,api_comment_count,discussion_volume,789,0.046076458825378044,0.19605151623780306,0.24129417383114224
5,789,14,Thermostat wiring and smart heating controls,technical_subject,likes_per_1000_views,engagement_rate,789,-0.020162741025460312,0.571724408455916,0.7622992112745547
5,789,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_1000_views,discussion_rate,789,0.03806237064246393,0.28559661437690265,0.3515035253869571
5,789,14,Thermostat wiring and smart heating controls,technical_subject,views_per_day,age_normalised_provisional,789,-0.04323998393871969,0.22504726800803276,0.2769812529329634
5,789,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_day,age_normalised_provisional,789,-0.006870868364329024,0.847199328210791,0.847199328210791
5,789,15,Vapour barriers and moisture control,technical_subject,duration_minutes,video_context,789,-0.041623360006835,0.24288057872047386,0.32384077162729846
5,789,15,Vapour barriers and moisture control,technical_subject,view_count,reach,789,0.11943866668601279,0.0007747787539601192,0.0020660766772269846
5,789,15,Vapour barriers and moisture control,technical_subject,like_count,reach,789,0.11299375577601174,0.0014775749712238678,0.003940199923263647
5,789,15,Vapour barriers and moisture control,technical_subject,api_comment_count,discussion_volume,789,0.0728370336384219,0.04081508956741847,0.05442011942322463
5,789,15,Vapour barriers and moisture control,technical_subject,likes_per_1000_views,engagement_rate,789,-0.023966907394253785,0.5014314695342864,0.7293548647771438
5,789,15,Vapour barriers and moisture control,technical_subject,api_comments_per_1000_views,discussion_rate,789,-0.11422911647498582,0.0013088291649168279,0.0026176583298336558
5,789,15,Vapour barriers and moisture control,technical_subject,views_per_day,age_normalised_provisional,789,0.13632640576449875,0.00012245055074445617,0.0003501015733340558
5,789,15,Vapour barriers and moisture control,technical_subject,api_comments_per_day,age_normalised_provisional,789,0.08555652122796822,0.01622528810202186,0.025960460963234976
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,duration_minutes,video_context,789,0.29553655764181447,2.284971564160077e-17,1.8279772513280616e-16
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,view_count,reach,789,-0.05815652788143884,0.10260390268121905,0.14924204026359134
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,like_count,reach,789,0.06275898033633112,0.07810510561609021,0.12496816898574434
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comment_count,discussion_volume,789,0.1768248568525949,5.780131541611989e-07,3.082736822193061e-06
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,789,0.2698629188762928,1.2412982242281307e-14,1.9860771587650092e-13
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,789,0.2871619809064646,1.9157188697870765e-16,1.5325750958296612e-15
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,789,-0.024401429382697185,0.49370337114423396,0.5642324241648388
5,789,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,789,0.19695966291199712,2.427567248521914e-08,1.9420537988175313e-07
10,591,1,Situated household retrofit experience and building context,mixed,duration_minutes,video_context,591,-0.07210099811601918,0.07988052068193938,0.09831448699315616
10,591,1,Situated household retrofit experience and building context,mixed,view_count,reach,591,0.04305111486777149,0.29608653904705207,0.3947820520627361
10,591,1,Situated household retrofit experience and building context,mixed,like_count,reach,591,0.09889245131962687,0.016175481256253038,0.04313461668334143
10,591,1,Situated household retrofit experience and building context,mixed,api_comment_count,discussion_volume,591,0.10633780104825731,0.009681847365121753,0.05163651928064935
10,591,1,Situated household retrofit experience and building context,mixed,likes_per_1000_views,engagement_rate,591,0.12124525163873011,0.0031552931049899664,0.008414114946639911
10,591,1,Situated household retrofit experience and building context,mixed,api_comments_per_1000_views,discussion_rate,591,0.06536352665149016,0.11243268984012397,0.15581122709919065
10,591,1,Situated household retrofit experience and building context,mixed,views_per_day,age_normalised_provisional,591,0.10069049949889662,0.014330136062446288,0.025475797444348955
10,591,1,Situated household retrofit experience and building context,mixed,api_comments_per_day,age_normalised_provisional,591,0.16897042443803176,3.646913667804553e-05,0.00029175309342436423
10,591,2,Spray foam and foam insulation,technical_subject,duration_minutes,video_context,591,-0.19260107758772355,2.3988519177764162e-06,9.595407671105665e-06
10,591,2,Spray foam and foam insulation,technical_subject,view_count,reach,591,0.19882944098918723,1.1039872296345946e-06,5.894001278713147e-06
10,591,2,Spray foam and foam insulation,technical_subject,like_count,reach,591,0.1861701007531807,5.20883912444528e-06,4.25557474866297e-05
10,591,2,Spray foam and foam insulation,technical_subject,api_comment_count,discussion_volume,591,0.049486389972576025,0.22966294888274041,0.4082896869026496
10,591,2,Spray foam and foam insulation,technical_subject,likes_per_1000_views,engagement_rate,591,-0.08545881266922847,0.03780635213322757,0.07561270426645514
10,591,2,Spray foam and foam insulation,technical_subject,api_comments_per_1000_views,discussion_rate,591,-0.25148279673265717,5.622995251559512e-10,2.249198100623805e-09
10,591,2,Spray foam and foam insulation,technical_subject,views_per_day,age_normalised_provisional,591,0.23992745045463615,3.486078011130421e-09,2.7888624089043368e-08
10,591,2,Spray foam and foam insulation,technical_subject,api_comments_per_day,age_normalised_provisional,591,0.08307417071960314,0.04350917026930286,0.06465011011222833
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,duration_minutes,video_context,591,-0.10758297744462098,0.008858727508559266,0.015748848904105363
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,view_count,reach,591,0.10625018893108026,0.009742245474474604,0.019484490948949208
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,like_count,reach,591,0.0417210517731145,0.3112737772429751,0.41503170299063347
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,-0.009936798541539895,0.8095063050744774,0.9251500629422599
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,-0.1299892425212224,0.00154095403906177,0.00616381615624708
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.17826199683293376,1.3040392477440825e-05,2.98066113770076e-05
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,0.043728883318490126,0.2885409891913002,0.33378396477078975
10,591,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,-0.06928992142792366,0.09238885295598256,0.11370935748428623
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,duration_minutes,video_context,591,-0.01005107652495825,0.8073582565767146,0.8073582565767146
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,view_count,reach,591,-0.003555043471588253,0.9312739206696155,0.9312739206696155
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,like_count,reach,591,-0.011258038520975776,0.7847627607436708,0.8370802781265821
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,-0.046702098584399734,0.25697669161007825,0.4111627065761252
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,-0.015042159378776496,0.7151645985198599,0.8054359135075472
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.0624955528530337,0.12912415591329318,0.15892203804713007
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,-0.04341124657308086,0.292060969174441,0.33378396477078975
10,591,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,-0.10203929301408438,0.013070062670693416,0.03042979999169219
10,591,5,Heat pumps and heating systems,technical_subject,duration_minutes,video_context,591,0.24861481886827533,8.920432991179838e-10,4.7575642619625805e-09
10,591,5,Heat pumps and heating systems,technical_subject,view_count,reach,591,-0.19137269063545714,2.787437148497083e-06,1.1149748593988331e-05
10,591,5,Heat pumps and heating systems,technical_subject,like_count,reach,591,-0.10903329409651835,0.007979059927022683,0.025532991766472585
10,591,5,Heat pumps and heating systems,technical_subject,api_comment_count,discussion_volume,591,0.057669852538287394,0.16145948998939777,0.32291897997879554
10,591,5,Heat pumps and heating systems,technical_subject,likes_per_1000_views,engagement_rate,591,0.19059740305394732,3.0629646972510503e-06,1.6335811718672267e-05
10,591,5,Heat pumps and heating systems,technical_subject,api_comments_per_1000_views,discussion_rate,591,0.3072057326271771,2.2066596645800196e-14,3.5306554633280313e-13
10,591,5,Heat pumps and heating systems,technical_subject,views_per_day,age_normalised_provisional,591,-0.1546061492989768,0.00016109912745496607,0.0005155172078558914
10,591,5,Heat pumps and heating systems,technical_subject,api_comments_per_day,age_normalised_provisional,591,0.08270764153015878,0.044446950702156984,0.06465011011222833
10,591,6,"Praise, gratitude and social endorsement",social_interaction,duration_minutes,video_context,591,0.5022851026476071,4.24585498022343e-39,6.793367968357488e-38
10,591,6,"Praise, gratitude and social endorsement",social_interaction,view_count,reach,591,-0.20907531897379614,2.9167162484941754e-07,4.6667459975906806e-06
10,591,6,"Praise, gratitude and social endorsement",social_interaction,like_count,reach,591,-0.14718399853632716,0.00033053796842817353,0.0014818192590124934
10,591,6,"Praise, gratitude and social endorsement",social_interaction,api_comment_count,discussion_volume,591,-0.0019488347105399994,0.9622925612689478,0.9622925612689478
10,591,6,"Praise, gratitude and social endorsement",social_interaction,likes_per_1000_views,engagement_rate,591,0.12727996216780746,0.0019332107602357948,0.006186274432754543
10,591,6,"Praise, gratitude and social endorsement",social_interaction,api_comments_per_1000_views,discussion_rate,591,0.2822753580389303,2.7415509759200833e-12,1.462160520490711e-11
10,591,6,"Praise, gratitude and social endorsement",social_interaction,views_per_day,age_normalised_provisional,591,-0.32388728313618614,6.698750537298702e-16,1.0718000859677923e-14
10,591,6,"Praise, gratitude and social endorsement",social_interaction,api_comments_per_day,age_normalised_provisional,591,-0.15001587021074242,0.00025224484838783074,0.0013453058580684305
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,duration_minutes,video_context,591,-0.13670724032582807,0.0008621183857268997,0.002298982361938399
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,view_count,reach,591,0.15995138018443425,9.40554835637423e-05,0.00030097754740397535
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,like_count,reach,591,0.1459743575965929,0.00037045481475312335,0.0014818192590124934
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,0.07139963450095566,0.08286498599521337,0.19632982593700982
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,-0.013606569439679658,0.7413263928354196,0.8054359135075472
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.18396960744146637,6.750775800960373e-06,1.8002068802560994e-05
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,0.18479982875286638,6.123811818959467e-06,2.449524727583787e-05
10,591,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,0.08539591939961655,0.03794818768950849,0.06465011011222833
10,591,8,"Solar PV, batteries and power systems",technical_subject,duration_minutes,video_context,591,0.12475582706246487,0.0023789132727018484,0.004757826545403697
10,591,8,"Solar PV, batteries and power systems",technical_subject,view_count,reach,591,-0.01000448217194708,0.8082339025067009,0.8621161626738143
10,591,8,"Solar PV, batteries and power systems",technical_subject,like_count,reach,591,0.090740452768416,0.027396118020040796,0.05479223604008159
10,591,8,"Solar PV, batteries and power systems",technical_subject,api_comment_count,discussion_volume,591,0.14978706248728227,0.0002578606954296376,0.002212147786304605
10,591,8,"Solar PV, batteries and power systems",technical_subject,likes_per_1000_views,engagement_rate,591,0.24437354532716304,1.7466860294203205e-09,2.7946976470725128e-08
10,591,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_1000_views,discussion_rate,591,0.18878174025844813,3.813855645541069e-06,1.220433806573142e-05
10,591,8,"Solar PV, batteries and power systems",technical_subject,views_per_day,age_normalised_provisional,591,0.07350668980985235,0.07416134390206353,0.10787104567572876
10,591,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_day,age_normalised_provisional,591,0.21938642479883821,7.129594573840755e-08,1.1407351318145209e-06
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,duration_minutes,video_context,591,-0.09451679015063194,0.02155999613687731,0.034495993819003694
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,view_count,reach,591,0.059330114335276504,0.1497090769649552,0.2177586574035712
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,like_count,reach,591,-0.007736088330957385,0.8511331886501222,0.8511331886501222
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,0.005248311545181929,0.8986872983755081,0.9585997849338753
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,-0.1059589925237882,0.009945404534240122,0.02273235322112028
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.0726285370804858,0.07769362944407937,0.124309807110527
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,-0.002933489283829127,0.9432674410518697,0.9432674410518697
10,591,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,-0.060260352841872235,0.1434161556355929,0.16390417786924902
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,duration_minutes,video_context,591,0.06813906175949774,0.09794257739736258,0.11193437416841437
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,view_count,reach,591,0.08560426554059866,0.037480052134858784,0.06338579328145856
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,like_count,reach,591,0.06825573708509537,0.09736769014738,0.155788304235808
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,0.10179191525836508,0.013293572626998637,0.05317429050799455
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,-0.017180691647011123,0.6768118536383587,0.8054359135075472
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.06457228328733103,0.11685842032439299,0.15581122709919065
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,0.065337948289854,0.1125736678391714,0.15009822378556187
10,591,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,0.06993089191747025,0.08940683247151535,0.11370935748428623
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,duration_minutes,video_context,591,-0.049337885551384755,0.23106562660664548,0.2464700017137552
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,view_count,reach,591,0.19882130258969283,1.1051252397587151e-06,5.894001278713147e-06
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,like_count,reach,591,0.1859927103442766,5.319468435828713e-06,4.25557474866297e-05
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,0.1490589831966325,0.0002765184732880756,0.002212147786304605
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,0.01285764404521516,0.7550961689133254,0.8054359135075472
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,-0.14047560638156867,0.0006152579944595901,0.0010937919901503825
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,0.1890507753731534,3.692428110008163e-06,1.9692949920043535e-05
10,591,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,0.12114981711471429,0.0031792987162230788,0.012717194864892315
10,591,12,Roof and attic ventilation and airflow,technical_subject,duration_minutes,video_context,591,-0.1269558416755364,0.001985812227471745,0.004538999377078274
10,591,12,Roof and attic ventilation and airflow,technical_subject,view_count,reach,591,0.08467088787143849,0.0396161208009116,0.06338579328145856
10,591,12,Roof and attic ventilation and airflow,technical_subject,like_count,reach,591,0.0823591174513541,0.04535438589048287,0.08063001936085844
10,591,12,Roof and attic ventilation and airflow,technical_subject,api_comment_count,discussion_volume,591,0.07070831118555558,0.08589429884744179,0.19632982593700982
10,591,12,Roof and attic ventilation and airflow,technical_subject,likes_per_1000_views,engagement_rate,591,-0.018011642261145076,0.6621256355692261,0.8054359135075472
10,591,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_1000_views,discussion_rate,591,-0.05886278604165552,0.15294873891985067,0.17479855876554362
10,591,12,Roof and attic ventilation and airflow,technical_subject,views_per_day,age_normalised_provisional,591,0.11586509507011958,0.004798204904589862,0.010967325496205398
10,591,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_day,age_normalised_provisional,591,0.09602302982669497,0.01955270881793948,0.03910541763587896
10,591,13,"Wall, cavity and floor insulation",technical_subject,duration_minutes,video_context,591,-0.0735767359250545,0.07388532130547222,0.09831448699315616
10,591,13,"Wall, cavity and floor insulation",technical_subject,view_count,reach,591,-0.011429489093951925,0.7815671888410675,0.8621161626738143
10,591,13,"Wall, cavity and floor insulation",technical_subject,like_count,reach,591,0.011446492379851564,0.7812504734735584,0.8370802781265821
10,591,13,"Wall, cavity and floor insulation",technical_subject,api_comment_count,discussion_volume,591,-0.0124324231949477,0.7629493069303056,0.9251500629422599
10,591,13,"Wall, cavity and floor insulation",technical_subject,likes_per_1000_views,engagement_rate,591,-0.03864339473680409,0.3483465206995516,0.5573544331192826
10,591,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_1000_views,discussion_rate,591,-0.01955803200638317,0.6351404446840548,0.6351404446840548
10,591,13,"Wall, cavity and floor insulation",technical_subject,views_per_day,age_normalised_provisional,591,0.004991530799767231,0.9036194198947725,0.9432674410518697
10,591,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_day,age_normalised_provisional,591,0.007430427936225657,0.8569504874460022,0.8569504874460022
10,591,14,Thermostat wiring and smart heating controls,technical_subject,duration_minutes,video_context,591,0.14753460487950476,0.0003197417113431601,0.0010231734762981123
10,591,14,Thermostat wiring and smart heating controls,technical_subject,view_count,reach,591,-0.027285484744832583,0.5079439992976034,0.625161845289358
