minimum_modelled_comments,eligible_videos,topic_number,topic_label,topic_type,metric,metric_family,valid_n,spearman_rho,p_value_raw,p_value_bh_fdr
10,591,14,Thermostat wiring and smart heating controls,technical_subject,like_count,reach,591,-0.054025103890704855,0.18967058850448779,0.27588449237016405
10,591,14,Thermostat wiring and smart heating controls,technical_subject,api_comment_count,discussion_volume,591,-0.018608759843096668,0.6516512508716602,0.8688683344955469
10,591,14,Thermostat wiring and smart heating controls,technical_subject,likes_per_1000_views,engagement_rate,591,-0.00616347473855732,0.8811423051731531,0.8811423051731531
10,591,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_1000_views,discussion_rate,591,0.029303443080006784,0.4770683679005089,0.5088729257605428
10,591,14,Thermostat wiring and smart heating controls,technical_subject,views_per_day,age_normalised_provisional,591,-0.10356167059255761,0.011766142167384861,0.023532284334769723
10,591,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_day,age_normalised_provisional,591,-0.10177054581898426,0.013313037496365334,0.03042979999169219
10,591,15,Vapour barriers and moisture control,technical_subject,duration_minutes,video_context,591,-0.08879226532478382,0.03090621914950881,0.04495450058110372
10,591,15,Vapour barriers and moisture control,technical_subject,view_count,reach,591,0.11179592652964415,0.0065164917023712975,0.01489483817684868
10,591,15,Vapour barriers and moisture control,technical_subject,like_count,reach,591,0.09546380436814275,0.020278106755068057,0.04634995829729842
10,591,15,Vapour barriers and moisture control,technical_subject,api_comment_count,discussion_volume,591,0.023139792551761,0.5745085655651004,0.8356488226401461
10,591,15,Vapour barriers and moisture control,technical_subject,likes_per_1000_views,engagement_rate,591,-0.08085752894256736,0.04944403401992402,0.08790050492430937
10,591,15,Vapour barriers and moisture control,technical_subject,api_comments_per_1000_views,discussion_rate,591,-0.1633644614243427,6.610203770188522e-05,0.00013220407540377044
10,591,15,Vapour barriers and moisture control,technical_subject,views_per_day,age_normalised_provisional,591,0.12467573613362135,0.0023944806750626968,0.006385281800167192
10,591,15,Vapour barriers and moisture control,technical_subject,api_comments_per_day,age_normalised_provisional,591,0.041284115139832246,0.31637281085865054,0.33746433158256056
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,duration_minutes,video_context,591,0.2822657001476555,2.7464286740044474e-12,2.197142939203558e-11
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,view_count,reach,591,-0.1355148575401522,0.0009575699184195825,0.00255351978245222
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,like_count,reach,591,-0.03247827600519061,0.43063869614508266,0.5300168567939478
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comment_count,discussion_volume,591,0.0871852614720662,0.03408491289676233,0.10907172126963946
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,591,0.22608791950579418,2.747956286861159e-08,2.1983650294889271e-07
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,591,0.28297265905671654,2.4108970953315636e-12,1.462160520490711e-11
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,591,-0.09043549485991195,0.027921817115302183,0.04467490738448349
10,591,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,591,0.1086408356218216,0.008209050722707818,0.02626896231266502
20,433,1,Situated household retrofit experience and building context,mixed,duration_minutes,video_context,433,-0.03373923074881114,0.4837787829881269,0.4837787829881269
20,433,1,Situated household retrofit experience and building context,mixed,view_count,reach,433,0.08606422404567379,0.07361090086210556,0.13086382375485434
20,433,1,Situated household retrofit experience and building context,mixed,like_count,reach,433,0.1460368569320028,0.0023160439211807227,0.007411340547778313
20,433,1,Situated household retrofit experience and building context,mixed,api_comment_count,discussion_volume,433,0.21898140866245824,4.235510337895381e-06,6.776816540632609e-05
20,433,1,Situated household retrofit experience and building context,mixed,likes_per_1000_views,engagement_rate,433,0.1547276687519354,0.001238600342381551,0.004954401369526204
20,433,1,Situated household retrofit experience and building context,mixed,api_comments_per_1000_views,discussion_rate,433,0.08826209219191414,0.06652221443414488,0.10468027086381353
20,433,1,Situated household retrofit experience and building context,mixed,views_per_day,age_normalised_provisional,433,0.1557584766256449,0.0011474860291536895,0.0030599627444098387
20,433,1,Situated household retrofit experience and building context,mixed,api_comments_per_day,age_normalised_provisional,433,0.28239508945200664,2.2116302299026964e-09,3.538608367844314e-08
20,433,2,Spray foam and foam insulation,technical_subject,duration_minutes,video_context,433,-0.2011535172672163,2.4777944915881275e-05,9.91117796635251e-05
20,433,2,Spray foam and foam insulation,technical_subject,view_count,reach,433,0.20682510588114533,1.4358449471238913e-05,0.0001148675957699113
20,433,2,Spray foam and foam insulation,technical_subject,like_count,reach,433,0.19503876889122762,4.387443835176333e-05,0.00023399700454273774
20,433,2,Spray foam and foam insulation,technical_subject,api_comment_count,discussion_volume,433,0.05584555607717594,0.2462048977138219,0.43769759593568336
20,433,2,Spray foam and foam insulation,technical_subject,likes_per_1000_views,engagement_rate,433,-0.10086251467392988,0.03589639612241696,0.08204890542266734
20,433,2,Spray foam and foam insulation,technical_subject,api_comments_per_1000_views,discussion_rate,433,-0.2717321353086557,9.110253942849903e-09,5.833439857181739e-08
20,433,2,Spray foam and foam insulation,technical_subject,views_per_day,age_normalised_provisional,433,0.25740393832887304,5.55534598231777e-08,4.444276785854216e-07
20,433,2,Spray foam and foam insulation,technical_subject,api_comments_per_day,age_normalised_provisional,433,0.10455535129510561,0.029605238005225708,0.059210476010451416
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,duration_minutes,video_context,433,-0.08855045874696849,0.06563519061790585,0.09546936817149941
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,view_count,reach,433,0.03317112064225228,0.49117542627195326,0.6549005683626044
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,like_count,reach,433,-0.019872328713512515,0.6800742911885661,0.7203067656935467
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,-0.04013992504192117,0.4047437269126615,0.5953376856603498
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,-0.12798754565560344,0.007664003710702892,0.024524811874249257
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.1133082401800274,0.018345181257518668,0.032613655568922074
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,-0.05314143338430011,0.26986006609176255,0.3084115041048715
20,433,3,Clarification and specification questions,knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,-0.13325815438793165,0.005481197712782918,0.014616527234087781
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,duration_minutes,video_context,433,-0.05522600432349137,0.2514923562188908,0.2682585133001502
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,view_count,reach,433,-0.04258504414952302,0.37670868962618187,0.5479399121835372
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,like_count,reach,433,-0.06756170488145924,0.16049519775620846,0.23344756037266687
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,-0.1359753698536479,0.004590308964798651,0.024481647812259474
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,-0.0713311134891392,0.13836640723493576,0.20126022870536112
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.08655777988267,0.0719676862188718,0.10468027086381353
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,-0.10029826204489097,0.03695127622292668,0.05374731086971154
20,433,4,"Implementation, cost and how-to questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,-0.19503053276241086,4.390770225161048e-05,0.0001756308090064419
20,433,5,Heat pumps and heating systems,technical_subject,duration_minutes,video_context,433,0.27292976949932374,7.794447365201798e-09,4.421179435556796e-08
20,433,5,Heat pumps and heating systems,technical_subject,view_count,reach,433,-0.2125162153564895,8.17897952117486e-06,0.0001148675957699113
20,433,5,Heat pumps and heating systems,technical_subject,like_count,reach,433,-0.12782856228939457,0.007740492186601385,0.020641312497603693
20,433,5,Heat pumps and heating systems,technical_subject,api_comment_count,discussion_volume,433,0.03178479147386122,0.509476236502312,0.6793016486697493
20,433,5,Heat pumps and heating systems,technical_subject,likes_per_1000_views,engagement_rate,433,0.19765181743986496,3.44425710428461e-05,0.00018369371222851254
20,433,5,Heat pumps and heating systems,technical_subject,api_comments_per_1000_views,discussion_rate,433,0.33726330309620184,5.594035833139513e-13,8.950457333023221e-12
20,433,5,Heat pumps and heating systems,technical_subject,views_per_day,age_normalised_provisional,433,-0.1815061568097402,0.00014612153629737433,0.0005844861451894973
20,433,5,Heat pumps and heating systems,technical_subject,api_comments_per_day,age_normalised_provisional,433,0.0430917555628872,0.37105181629496026,0.4240592186228117
20,433,6,"Praise, gratitude and social endorsement",social_interaction,duration_minutes,video_context,433,0.4973137838136656,1.9689286363978625e-28,3.15028581823658e-27
20,433,6,"Praise, gratitude and social endorsement",social_interaction,view_count,reach,433,-0.20167099470347624,2.35894206840173e-05,0.00012581024364809225
20,433,6,"Praise, gratitude and social endorsement",social_interaction,like_count,reach,433,-0.1866121641002179,9.372418772434186e-05,0.00037489675089736745
20,433,6,"Praise, gratitude and social endorsement",social_interaction,api_comment_count,discussion_volume,433,-0.055927222899794564,0.24551376163904656,0.43769759593568336
20,433,6,"Praise, gratitude and social endorsement",social_interaction,likes_per_1000_views,engagement_rate,433,0.08605686507377801,0.07363563078477112,0.14727126156954223
20,433,6,"Praise, gratitude and social endorsement",social_interaction,api_comments_per_1000_views,discussion_rate,433,0.24125242860808677,3.7571698742753136e-07,1.5028679497101255e-06
20,433,6,"Praise, gratitude and social endorsement",social_interaction,views_per_day,age_normalised_provisional,433,-0.3359070962065821,7.010845985436196e-13,1.1217353576697914e-11
20,433,6,"Praise, gratitude and social endorsement",social_interaction,api_comments_per_day,age_normalised_provisional,433,-0.2318754589670182,1.0732791175379861e-06,7.428055211668419e-06
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,duration_minutes,video_context,433,-0.11888685328859798,0.013304630274259916,0.028344953108877666
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,view_count,reach,433,0.18467886794639382,0.00011104089091735051,0.00029610904244626804
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,like_count,reach,433,0.1961239498811299,3.969400429585295e-05,0.00023399700454273774
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,0.09551061697877561,0.04700613928611384,0.12534970476297025
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,0.001085926713508986,0.9820240982331899,0.9820240982331899
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.20533194032039295,1.6600814277644607e-05,4.4268838073718954e-05
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,0.23792258963234156,5.48161822641919e-07,2.9235297207569017e-06
20,433,7,"Alternative methods, challenges and ""why"" questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,0.1359704203517062,0.004591805330670997,0.014616527234087781
20,433,8,"Solar PV, batteries and power systems",technical_subject,duration_minutes,video_context,433,0.11790105738209314,0.014094822102653042,0.028344953108877666
20,433,8,"Solar PV, batteries and power systems",technical_subject,view_count,reach,433,-0.027031014049564296,0.5748278527262167,0.7074804341245744
20,433,8,"Solar PV, batteries and power systems",technical_subject,like_count,reach,433,0.08430086031636444,0.0797331179486066,0.12757298871777056
20,433,8,"Solar PV, batteries and power systems",technical_subject,api_comment_count,discussion_volume,433,0.14720288314862745,0.002133539931123984,0.017068319448991873
20,433,8,"Solar PV, batteries and power systems",technical_subject,likes_per_1000_views,engagement_rate,433,0.2395881150114288,4.5410382537955274e-07,7.265661206072844e-06
20,433,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_1000_views,discussion_rate,433,0.18279200353811093,0.00013080717193065812,0.00029898782155579
20,433,8,"Solar PV, batteries and power systems",technical_subject,views_per_day,age_normalised_provisional,433,0.08438444910358789,0.07943387553469815,0.09776476988885927
20,433,8,"Solar PV, batteries and power systems",technical_subject,api_comments_per_day,age_normalised_provisional,433,0.2294855785319914,1.3927603521878285e-06,7.428055211668419e-06
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,duration_minutes,video_context,433,-0.10862040014833206,0.02379630421911022,0.042304540833973725
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,view_count,reach,433,0.005111754404013958,0.9155332130586765,0.9337628080726235
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,like_count,reach,433,-0.04234813351770559,0.3793716254393159,0.43356757193064677
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,-0.060271120750504045,0.21068884514301475,0.43769759593568336
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,-0.07309758285411426,0.12883864949879592,0.20126022870536112
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.05888435982304714,0.22139637961248781,0.23615613825332032
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,-0.04185187944407195,0.3849869251403299,0.41065272014968524
20,433,9,Performance checking and troubleshooting,knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,-0.09703124464168938,0.043589507664700496,0.06831010731188313
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,duration_minutes,video_context,433,0.07746029175320158,0.10748431549025435,0.13228838829569767
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,view_count,reach,433,0.11130430592361605,0.020525538403577615,0.04105107680715523
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,like_count,reach,433,0.10322014797527734,0.03176128030151888,0.07161401649002469
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,0.10017121272805062,0.03719239213392142,0.11901565482854855
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,0.010805388378256807,0.8226000055872721,0.8774400059597569
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.08184039713876559,0.08895804465047648,0.1186107262006353
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,0.1105205883292004,0.02143761874984983,0.03430018999975973
20,433,10,"Implementation follow-up, outcomes and retrospective questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,0.10021962421761273,0.037100359213416784,0.0659561941571854
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,duration_minutes,video_context,433,-0.0778491999898209,0.10572509880145761,0.13228838829569767
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,view_count,reach,433,0.18893595333288393,7.627194061273019e-05,0.0002440702099607366
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,like_count,reach,433,0.20543056761492537,1.6442987689199128e-05,0.00023399700454273774
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,0.10947267065859202,0.022711989348018623,0.09084795739207449
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,0.018294609485810923,0.70422937237939,0.8048335684335886
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,-0.16505473902292794,0.0005640893594306568,0.0011281787188613137
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,0.1764632844123271,0.00022394721179604278,0.0007166310777473369
20,433,11,"Product sourcing, access and location questions",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,0.09552914388830354,0.046963198776919644,0.06831010731188313
20,433,12,Roof and attic ventilation and airflow,technical_subject,duration_minutes,video_context,433,-0.11780682363034672,0.014172476554438833,0.028344953108877666
20,433,12,Roof and attic ventilation and airflow,technical_subject,view_count,reach,433,0.06897616505193052,0.15189813407761366,0.24303701452418186
20,433,12,Roof and attic ventilation and airflow,technical_subject,like_count,reach,433,0.06469186508695728,0.1790560805743874,0.23874144076584988
20,433,12,Roof and attic ventilation and airflow,technical_subject,api_comment_count,discussion_volume,433,0.024447599599370227,0.6119254839034252,0.7531390571119079
20,433,12,Roof and attic ventilation and airflow,technical_subject,likes_per_1000_views,engagement_rate,433,-0.05881039991563091,0.2219781641398671,0.2959708855198228
20,433,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_1000_views,discussion_rate,433,-0.07278522176458553,0.13048540433879185,0.1605974207246669
20,433,12,Roof and attic ventilation and airflow,technical_subject,views_per_day,age_normalised_provisional,433,0.11255896358891218,0.01913555707532856,0.03401876813391744
20,433,12,Roof and attic ventilation and airflow,technical_subject,api_comments_per_day,age_normalised_provisional,433,0.07802779285495517,0.1049249017174427,0.13989986895659026
20,433,13,"Wall, cavity and floor insulation",technical_subject,duration_minutes,video_context,433,-0.07299035993212602,0.12940210087287848,0.14788811528328968
20,433,13,"Wall, cavity and floor insulation",technical_subject,view_count,reach,433,0.02149517707701422,0.6555652888013815,0.7492174729158646
20,433,13,"Wall, cavity and floor insulation",technical_subject,like_count,reach,433,0.017255327495806605,0.7203067656935467,0.7203067656935467
20,433,13,"Wall, cavity and floor insulation",technical_subject,api_comment_count,discussion_volume,433,-0.010969942191945527,0.8199442320773704,0.9370791223741376
20,433,13,"Wall, cavity and floor insulation",technical_subject,likes_per_1000_views,engagement_rate,433,-0.07395188264867292,0.12441697406531387,0.20126022870536112
20,433,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_1000_views,discussion_rate,433,-0.06781123137377328,0.1589525307310183,0.18166003512116377
20,433,13,"Wall, cavity and floor insulation",technical_subject,views_per_day,age_normalised_provisional,433,0.03440951860641945,0.47512983348736837,0.47512983348736837
20,433,13,"Wall, cavity and floor insulation",technical_subject,api_comments_per_day,age_normalised_provisional,433,0.00740644167970399,0.8778662579934902,0.8778662579934902
20,433,14,Thermostat wiring and smart heating controls,technical_subject,duration_minutes,video_context,433,0.13731853167724706,0.004200130091824894,0.013440416293839661
20,433,14,Thermostat wiring and smart heating controls,technical_subject,view_count,reach,433,-0.004005651280850565,0.9337628080726235,0.9337628080726235
20,433,14,Thermostat wiring and smart heating controls,technical_subject,like_count,reach,433,-0.05425904032795911,0.259901559727527,0.3198788427415717
20,433,14,Thermostat wiring and smart heating controls,technical_subject,api_comment_count,discussion_volume,433,-0.039752718439684344,0.4092946588914905,0.5953376856603498
20,433,14,Thermostat wiring and smart heating controls,technical_subject,likes_per_1000_views,engagement_rate,433,-0.019435819203587567,0.6867259153145571,0.8048335684335886
20,433,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_1000_views,discussion_rate,433,-0.006931067144879258,0.885649731798069,0.885649731798069
20,433,14,Thermostat wiring and smart heating controls,technical_subject,views_per_day,age_normalised_provisional,433,-0.09178172622447374,0.05634433011657338,0.07512577348876451
20,433,14,Thermostat wiring and smart heating controls,technical_subject,api_comments_per_day,age_normalised_provisional,433,-0.13062836945352033,0.006488512087648001,0.01483088477176686
20,433,15,Vapour barriers and moisture control,technical_subject,duration_minutes,video_context,433,-0.10556242251812982,0.02806317722836749,0.04490108356538798
20,433,15,Vapour barriers and moisture control,technical_subject,view_count,reach,433,0.1242205690540638,0.009669784795439128,0.02210236524671801
20,433,15,Vapour barriers and moisture control,technical_subject,like_count,reach,433,0.10091097273604428,0.035807008245012345,0.07161401649002469
20,433,15,Vapour barriers and moisture control,technical_subject,api_comment_count,discussion_volume,433,-0.001134643206249227,0.9812178144123828,0.9812178144123828
20,433,15,Vapour barriers and moisture control,technical_subject,likes_per_1000_views,engagement_rate,433,-0.10808507285716829,0.024500027254334374,0.06533340601155833
20,433,15,Vapour barriers and moisture control,technical_subject,api_comments_per_1000_views,discussion_rate,433,-0.20777872970937114,1.3080330875581904e-05,4.185705880186209e-05
20,433,15,Vapour barriers and moisture control,technical_subject,views_per_day,age_normalised_provisional,433,0.13631985611051392,0.00448723659989203,0.010256540799753211
20,433,15,Vapour barriers and moisture control,technical_subject,api_comments_per_day,age_normalised_provisional,433,0.02555005090764608,0.5959650772748527,0.6356960824265095
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,duration_minutes,video_context,433,0.2724574921082182,8.289711441668993e-09,4.421179435556796e-08
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,view_count,reach,433,-0.19274264499810204,5.4130645235211925e-05,0.0002165225809408477
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,like_count,reach,433,-0.0912607576495669,0.05776393898935146,0.10269144709218038
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comment_count,discussion_volume,433,0.0017313064816563402,0.9713445209926705,0.9812178144123828
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,likes_per_1000_views,engagement_rate,433,0.21141144678949458,9.134123252083252e-06,7.307298601666602e-05
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_1000_views,discussion_rate,433,0.2703210788400388,1.093769973221576e-08,5.833439857181739e-08
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,views_per_day,age_normalised_provisional,433,-0.13295350671496092,0.005590208853566128,0.011180417707132255
20,433,16,"Prospective choices, recommendations and alternatives",knowledge_sharing_behaviour,api_comments_per_day,age_normalised_provisional,433,0.047325781736867176,0.3258586942173285,0.4010568544213274
