comments_sampled_per_video,repetition,seed,eligible_videos,topic_number,topic_label,metric,spearman_rho
10,37,21260865,591,14,Thermostat wiring and smart heating controls,view_count,-0.07371795850056079
10,37,21260865,591,14,Thermostat wiring and smart heating controls,like_count,-0.08931956150493624
10,37,21260865,591,14,Thermostat wiring and smart heating controls,api_comment_count,-0.06671184522129316
10,37,21260865,591,14,Thermostat wiring and smart heating controls,likes_per_1000_views,0.013822444811160654
10,37,21260865,591,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,0.051696467180932335
10,37,21260865,591,14,Thermostat wiring and smart heating controls,views_per_day,-0.1412198551590758
10,37,21260865,591,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.13280105122967373
10,37,21260865,591,15,Vapour barriers and moisture control,duration_minutes,-0.10114955105030911
10,37,21260865,591,15,Vapour barriers and moisture control,view_count,0.05527660655768435
10,37,21260865,591,15,Vapour barriers and moisture control,like_count,0.03159434385586786
10,37,21260865,591,15,Vapour barriers and moisture control,api_comment_count,-0.05182201147262595
10,37,21260865,591,15,Vapour barriers and moisture control,likes_per_1000_views,-0.0833782656093006
10,37,21260865,591,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.15726455903527384
10,37,21260865,591,15,Vapour barriers and moisture control,views_per_day,0.0668942678939088
10,37,21260865,591,15,Vapour barriers and moisture control,api_comments_per_day,-0.035434112688316186
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.18071446622592302
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",view_count,-0.1422544153050696
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",like_count,-0.07895317597102708
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",api_comment_count,-0.023541931647884717
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.1227346799072946
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.16504537630684393
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.1049508142610305
10,37,21260865,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.013569147238882575
10,38,21260866,591,1,Situated household retrofit experience and building context,duration_minutes,-0.10363874283743278
10,38,21260866,591,1,Situated household retrofit experience and building context,view_count,0.04165767548500061
10,38,21260866,591,1,Situated household retrofit experience and building context,like_count,0.09307660758384956
10,38,21260866,591,1,Situated household retrofit experience and building context,api_comment_count,0.09878810484691306
10,38,21260866,591,1,Situated household retrofit experience and building context,likes_per_1000_views,0.07805587552871737
10,38,21260866,591,1,Situated household retrofit experience and building context,api_comments_per_1000_views,0.045984952947441114
10,38,21260866,591,1,Situated household retrofit experience and building context,views_per_day,0.06165565246912575
10,38,21260866,591,1,Situated household retrofit experience and building context,api_comments_per_day,0.11349409721172604
10,38,21260866,591,2,Spray foam and foam insulation,duration_minutes,-0.24616187073618573
10,38,21260866,591,2,Spray foam and foam insulation,view_count,0.1499735228061
10,38,21260866,591,2,Spray foam and foam insulation,like_count,0.11382363853967362
10,38,21260866,591,2,Spray foam and foam insulation,api_comment_count,-0.04430927263574538
10,38,21260866,591,2,Spray foam and foam insulation,likes_per_1000_views,-0.1283714793212617
10,38,21260866,591,2,Spray foam and foam insulation,api_comments_per_1000_views,-0.2746275513132017
10,38,21260866,591,2,Spray foam and foam insulation,views_per_day,0.18883247030120365
10,38,21260866,591,2,Spray foam and foam insulation,api_comments_per_day,0.0034402237221684566
10,38,21260866,591,3,Clarification and specification questions,duration_minutes,-0.05654836904622346
10,38,21260866,591,3,Clarification and specification questions,view_count,0.03006870115404917
10,38,21260866,591,3,Clarification and specification questions,like_count,-0.02031795738123016
10,38,21260866,591,3,Clarification and specification questions,api_comment_count,-0.05711216105657056
10,38,21260866,591,3,Clarification and specification questions,likes_per_1000_views,-0.0730454072600588
10,38,21260866,591,3,Clarification and specification questions,api_comments_per_1000_views,-0.0917852766299811
10,38,21260866,591,3,Clarification and specification questions,views_per_day,-0.0188385214776852
10,38,21260866,591,3,Clarification and specification questions,api_comments_per_day,-0.09524068075646842
10,38,21260866,591,4,"Implementation, cost and how-to questions",duration_minutes,0.012895130391661272
10,38,21260866,591,4,"Implementation, cost and how-to questions",view_count,-0.004928573141408446
10,38,21260866,591,4,"Implementation, cost and how-to questions",like_count,0.00023128161274561083
10,38,21260866,591,4,"Implementation, cost and how-to questions",api_comment_count,-0.049866814934146665
10,38,21260866,591,4,"Implementation, cost and how-to questions",likes_per_1000_views,-0.010997918408583494
10,38,21260866,591,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,-0.040849550525628574
10,38,21260866,591,4,"Implementation, cost and how-to questions",views_per_day,-0.03250257418634309
10,38,21260866,591,4,"Implementation, cost and how-to questions",api_comments_per_day,-0.08226656289988991
10,38,21260866,591,5,Heat pumps and heating systems,duration_minutes,0.21596894983818282
10,38,21260866,591,5,Heat pumps and heating systems,view_count,-0.24208377834328582
10,38,21260866,591,5,Heat pumps and heating systems,like_count,-0.16361828109817883
10,38,21260866,591,5,Heat pumps and heating systems,api_comment_count,0.0035173372648721456
10,38,21260866,591,5,Heat pumps and heating systems,likes_per_1000_views,0.1732027514148396
10,38,21260866,591,5,Heat pumps and heating systems,api_comments_per_1000_views,0.3262114438146371
10,38,21260866,591,5,Heat pumps and heating systems,views_per_day,-0.18741765125167908
10,38,21260866,591,5,Heat pumps and heating systems,api_comments_per_day,0.046992966012474026
10,38,21260866,591,6,"Praise, gratitude and social endorsement",duration_minutes,0.42171102355807766
10,38,21260866,591,6,"Praise, gratitude and social endorsement",view_count,-0.19867723470159618
10,38,21260866,591,6,"Praise, gratitude and social endorsement",like_count,-0.14747803688685493
10,38,21260866,591,6,"Praise, gratitude and social endorsement",api_comment_count,-0.032633558591700806
10,38,21260866,591,6,"Praise, gratitude and social endorsement",likes_per_1000_views,0.12670128526702723
10,38,21260866,591,6,"Praise, gratitude and social endorsement",api_comments_per_1000_views,0.2422689180965497
10,38,21260866,591,6,"Praise, gratitude and social endorsement",views_per_day,-0.2805929677636543
10,38,21260866,591,6,"Praise, gratitude and social endorsement",api_comments_per_day,-0.13435974312628332
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",duration_minutes,-0.09958414110511425
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",view_count,0.03403274176096908
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",like_count,0.03740409657399399
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",api_comment_count,-0.051859191843594984
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",likes_per_1000_views,-0.010908539175695241
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_1000_views,-0.10380546490495784
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",views_per_day,0.0659584656759417
10,38,21260866,591,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_day,-0.0168464927483156
10,38,21260866,591,8,"Solar PV, batteries and power systems",duration_minutes,0.0514816101090938
10,38,21260866,591,8,"Solar PV, batteries and power systems",view_count,-0.004167551014190493
10,38,21260866,591,8,"Solar PV, batteries and power systems",like_count,0.0671320933926959
10,38,21260866,591,8,"Solar PV, batteries and power systems",api_comment_count,0.11438363136777235
10,38,21260866,591,8,"Solar PV, batteries and power systems",likes_per_1000_views,0.17417959906081049
10,38,21260866,591,8,"Solar PV, batteries and power systems",api_comments_per_1000_views,0.13871567692901476
10,38,21260866,591,8,"Solar PV, batteries and power systems",views_per_day,0.07725287407947755
10,38,21260866,591,8,"Solar PV, batteries and power systems",api_comments_per_day,0.18685028074696505
10,38,21260866,591,9,Performance checking and troubleshooting,duration_minutes,-0.04687350033748993
10,38,21260866,591,9,Performance checking and troubleshooting,view_count,0.023615786653105427
10,38,21260866,591,9,Performance checking and troubleshooting,like_count,-0.03048049768047033
10,38,21260866,591,9,Performance checking and troubleshooting,api_comment_count,-0.040880365537946925
10,38,21260866,591,9,Performance checking and troubleshooting,likes_per_1000_views,-0.05349798108245418
10,38,21260866,591,9,Performance checking and troubleshooting,api_comments_per_1000_views,-0.052876836856119394
10,38,21260866,591,9,Performance checking and troubleshooting,views_per_day,-0.0271762964039529
10,38,21260866,591,9,Performance checking and troubleshooting,api_comments_per_day,-0.07688862325489446
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",duration_minutes,0.007253360879357534
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",view_count,0.08718566303035832
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",like_count,0.060821636294056486
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comment_count,0.050571569968248936
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",likes_per_1000_views,-0.028148800635726383
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_1000_views,-0.10088224319440324
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",views_per_day,0.04896232821342589
10,38,21260866,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_day,0.019403667808128366
10,38,21260866,591,11,"Product sourcing, access and location questions",duration_minutes,-0.041826683247333005
10,38,21260866,591,11,"Product sourcing, access and location questions",view_count,0.07329648339540488
10,38,21260866,591,11,"Product sourcing, access and location questions",like_count,0.04396507739825235
10,38,21260866,591,11,"Product sourcing, access and location questions",api_comment_count,0.015578866557854081
10,38,21260866,591,11,"Product sourcing, access and location questions",likes_per_1000_views,-0.013468084225757744
10,38,21260866,591,11,"Product sourcing, access and location questions",api_comments_per_1000_views,-0.07286185418124082
10,38,21260866,591,11,"Product sourcing, access and location questions",views_per_day,0.08636343791976436
10,38,21260866,591,11,"Product sourcing, access and location questions",api_comments_per_day,0.036314836066653894
10,38,21260866,591,12,Roof and attic ventilation and airflow,duration_minutes,-0.12206435488667816
10,38,21260866,591,12,Roof and attic ventilation and airflow,view_count,0.056794351357863745
10,38,21260866,591,12,Roof and attic ventilation and airflow,like_count,0.04782133578768823
10,38,21260866,591,12,Roof and attic ventilation and airflow,api_comment_count,0.037932713741190484
10,38,21260866,591,12,Roof and attic ventilation and airflow,likes_per_1000_views,-0.03324534914785
10,38,21260866,591,12,Roof and attic ventilation and airflow,api_comments_per_1000_views,-0.04359170817835476
10,38,21260866,591,12,Roof and attic ventilation and airflow,views_per_day,0.08614772343477614
10,38,21260866,591,12,Roof and attic ventilation and airflow,api_comments_per_day,0.06340700883220383
10,38,21260866,591,13,"Wall, cavity and floor insulation",duration_minutes,-0.07544015684694926
10,38,21260866,591,13,"Wall, cavity and floor insulation",view_count,-0.0494296032184029
10,38,21260866,591,13,"Wall, cavity and floor insulation",like_count,-0.028112307915738075
10,38,21260866,591,13,"Wall, cavity and floor insulation",api_comment_count,-0.07021618468199518
10,38,21260866,591,13,"Wall, cavity and floor insulation",likes_per_1000_views,-0.044834458726780144
10,38,21260866,591,13,"Wall, cavity and floor insulation",api_comments_per_1000_views,-0.01930008103600736
10,38,21260866,591,13,"Wall, cavity and floor insulation",views_per_day,-0.01987473908710192
10,38,21260866,591,13,"Wall, cavity and floor insulation",api_comments_per_day,-0.03453099009989388
10,38,21260866,591,14,Thermostat wiring and smart heating controls,duration_minutes,0.10915706719540638
10,38,21260866,591,14,Thermostat wiring and smart heating controls,view_count,-0.06785443656682448
10,38,21260866,591,14,Thermostat wiring and smart heating controls,like_count,-0.10563695643225017
10,38,21260866,591,14,Thermostat wiring and smart heating controls,api_comment_count,-0.09764371245430802
10,38,21260866,591,14,Thermostat wiring and smart heating controls,likes_per_1000_views,-0.04437548577398002
10,38,21260866,591,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,-0.0033906552063786895
10,38,21260866,591,14,Thermostat wiring and smart heating controls,views_per_day,-0.12285128722125976
10,38,21260866,591,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.14684148370161415
10,38,21260866,591,15,Vapour barriers and moisture control,duration_minutes,-0.051191690231361754
10,38,21260866,591,15,Vapour barriers and moisture control,view_count,0.037429471017181984
10,38,21260866,591,15,Vapour barriers and moisture control,like_count,0.025095379939069466
10,38,21260866,591,15,Vapour barriers and moisture control,api_comment_count,-0.04284299330484029
10,38,21260866,591,15,Vapour barriers and moisture control,likes_per_1000_views,-0.057092567763854636
10,38,21260866,591,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.11760220748791021
10,38,21260866,591,15,Vapour barriers and moisture control,views_per_day,0.04959848610086057
10,38,21260866,591,15,Vapour barriers and moisture control,api_comments_per_day,-0.015093193415224441
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.18623239017673918
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",view_count,-0.11534155418981636
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",like_count,-0.06560656552564072
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",api_comment_count,0.052756052486104515
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.1208786096622096
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.20594801846100838
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.09674152159775122
10,38,21260866,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.05914615445531685
10,39,21260867,591,1,Situated household retrofit experience and building context,duration_minutes,-0.08473510576495237
10,39,21260867,591,1,Situated household retrofit experience and building context,view_count,0.008490213951368559
10,39,21260867,591,1,Situated household retrofit experience and building context,like_count,0.0717479523177865
10,39,21260867,591,1,Situated household retrofit experience and building context,api_comment_count,0.06833885232932338
10,39,21260867,591,1,Situated household retrofit experience and building context,likes_per_1000_views,0.1275739980014642
10,39,21260867,591,1,Situated household retrofit experience and building context,api_comments_per_1000_views,0.05902474357692459
10,39,21260867,591,1,Situated household retrofit experience and building context,views_per_day,0.06336306624098072
10,39,21260867,591,1,Situated household retrofit experience and building context,api_comments_per_day,0.12784472074242356
10,39,21260867,591,2,Spray foam and foam insulation,duration_minutes,-0.2283181798490222
10,39,21260867,591,2,Spray foam and foam insulation,view_count,0.15000487482398586
10,39,21260867,591,2,Spray foam and foam insulation,like_count,0.130835274644026
10,39,21260867,591,2,Spray foam and foam insulation,api_comment_count,-0.028244551394521738
10,39,21260867,591,2,Spray foam and foam insulation,likes_per_1000_views,-0.09933640554863644
10,39,21260867,591,2,Spray foam and foam insulation,api_comments_per_1000_views,-0.2741422835823738
10,39,21260867,591,2,Spray foam and foam insulation,views_per_day,0.1924926726860333
10,39,21260867,591,2,Spray foam and foam insulation,api_comments_per_day,0.019651453834768698
10,39,21260867,591,3,Clarification and specification questions,duration_minutes,-0.11295605423896085
10,39,21260867,591,3,Clarification and specification questions,view_count,0.0910236227796238
10,39,21260867,591,3,Clarification and specification questions,like_count,0.05375341997463637
10,39,21260867,591,3,Clarification and specification questions,api_comment_count,-0.020360754893998256
10,39,21260867,591,3,Clarification and specification questions,likes_per_1000_views,-0.06604638941411745
10,39,21260867,591,3,Clarification and specification questions,api_comments_per_1000_views,-0.13776406751757347
10,39,21260867,591,3,Clarification and specification questions,views_per_day,0.06647531339306267
10,39,21260867,591,3,Clarification and specification questions,api_comments_per_day,-0.044965364573039006
10,39,21260867,591,4,"Implementation, cost and how-to questions",duration_minutes,0.04035574705669985
10,39,21260867,591,4,"Implementation, cost and how-to questions",view_count,-0.03243475962355399
10,39,21260867,591,4,"Implementation, cost and how-to questions",like_count,-0.04365086176112352
10,39,21260867,591,4,"Implementation, cost and how-to questions",api_comment_count,-0.06422150055957299
10,39,21260867,591,4,"Implementation, cost and how-to questions",likes_per_1000_views,0.0023173489755714464
10,39,21260867,591,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,-0.013319467535214888
10,39,21260867,591,4,"Implementation, cost and how-to questions",views_per_day,-0.052682708137099424
10,39,21260867,591,4,"Implementation, cost and how-to questions",api_comments_per_day,-0.08591650094503346
10,39,21260867,591,5,Heat pumps and heating systems,duration_minutes,0.19507065188983894
10,39,21260867,591,5,Heat pumps and heating systems,view_count,-0.206507713560378
10,39,21260867,591,5,Heat pumps and heating systems,like_count,-0.13507225434100378
10,39,21260867,591,5,Heat pumps and heating systems,api_comment_count,-0.0032274395881818746
10,39,21260867,591,5,Heat pumps and heating systems,likes_per_1000_views,0.1621563787975992
10,39,21260867,591,5,Heat pumps and heating systems,api_comments_per_1000_views,0.2678855399822068
10,39,21260867,591,5,Heat pumps and heating systems,views_per_day,-0.17371159954598392
10,39,21260867,591,5,Heat pumps and heating systems,api_comments_per_day,0.0317502749951143
10,39,21260867,591,6,"Praise, gratitude and social endorsement",duration_minutes,0.42282237467642875
10,39,21260867,591,6,"Praise, gratitude and social endorsement",view_count,-0.1501721525720443
10,39,21260867,591,6,"Praise, gratitude and social endorsement",like_count,-0.10864868682065769
10,39,21260867,591,6,"Praise, gratitude and social endorsement",api_comment_count,-0.01073790728746264
10,39,21260867,591,6,"Praise, gratitude and social endorsement",likes_per_1000_views,0.10122400136194241
10,39,21260867,591,6,"Praise, gratitude and social endorsement",api_comments_per_1000_views,0.19657723685348527
10,39,21260867,591,6,"Praise, gratitude and social endorsement",views_per_day,-0.2451181437082697
10,39,21260867,591,6,"Praise, gratitude and social endorsement",api_comments_per_day,-0.13702301253558044
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",duration_minutes,-0.1576150860652196
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",view_count,0.07611141459621545
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",like_count,0.018066246746412846
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",api_comment_count,-0.038233534557168575
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",likes_per_1000_views,-0.09728787364066507
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_1000_views,-0.1471710094031338
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",views_per_day,0.06708491602066362
10,39,21260867,591,7,"Alternative methods, challenges and ""why"" questions",api_comments_per_day,-0.044453008684653225
10,39,21260867,591,8,"Solar PV, batteries and power systems",duration_minutes,0.0908453349533849
10,39,21260867,591,8,"Solar PV, batteries and power systems",view_count,-0.019144749237694412
10,39,21260867,591,8,"Solar PV, batteries and power systems",like_count,0.059371431940729934
10,39,21260867,591,8,"Solar PV, batteries and power systems",api_comment_count,0.11102981113788074
10,39,21260867,591,8,"Solar PV, batteries and power systems",likes_per_1000_views,0.19970469530898885
10,39,21260867,591,8,"Solar PV, batteries and power systems",api_comments_per_1000_views,0.15347330700939418
10,39,21260867,591,8,"Solar PV, batteries and power systems",views_per_day,0.06813669776700305
10,39,21260867,591,8,"Solar PV, batteries and power systems",api_comments_per_day,0.19107439511918048
10,39,21260867,591,9,Performance checking and troubleshooting,duration_minutes,-0.07902691654357927
10,39,21260867,591,9,Performance checking and troubleshooting,view_count,-0.04127615096814099
10,39,21260867,591,9,Performance checking and troubleshooting,like_count,-0.07540892723986388
10,39,21260867,591,9,Performance checking and troubleshooting,api_comment_count,-0.0794938069984159
10,39,21260867,591,9,Performance checking and troubleshooting,likes_per_1000_views,-0.029817605352092897
10,39,21260867,591,9,Performance checking and troubleshooting,api_comments_per_1000_views,-0.0015408637580193974
10,39,21260867,591,9,Performance checking and troubleshooting,views_per_day,-0.0666207612585484
10,39,21260867,591,9,Performance checking and troubleshooting,api_comments_per_day,-0.10092698307875111
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",duration_minutes,0.018215628562958743
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",view_count,0.0699319586316416
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",like_count,0.029502143802571767
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comment_count,0.02848813087544856
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",likes_per_1000_views,-0.06213499841323588
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_1000_views,-0.09707996757360804
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",views_per_day,0.04613093741525544
10,39,21260867,591,10,"Implementation follow-up, outcomes and retrospective questions",api_comments_per_day,0.0028962271033631842
10,39,21260867,591,11,"Product sourcing, access and location questions",duration_minutes,-0.014408992259616744
10,39,21260867,591,11,"Product sourcing, access and location questions",view_count,0.07579084084160037
10,39,21260867,591,11,"Product sourcing, access and location questions",like_count,0.0568828022752516
10,39,21260867,591,11,"Product sourcing, access and location questions",api_comment_count,0.028514255211555862
10,39,21260867,591,11,"Product sourcing, access and location questions",likes_per_1000_views,-0.041995388439121886
10,39,21260867,591,11,"Product sourcing, access and location questions",api_comments_per_1000_views,-0.09558442461384972
10,39,21260867,591,11,"Product sourcing, access and location questions",views_per_day,0.0954170607333237
10,39,21260867,591,11,"Product sourcing, access and location questions",api_comments_per_day,0.033947836067573206
10,39,21260867,591,12,Roof and attic ventilation and airflow,duration_minutes,-0.09869580149663591
10,39,21260867,591,12,Roof and attic ventilation and airflow,view_count,0.02393371433063352
10,39,21260867,591,12,Roof and attic ventilation and airflow,like_count,0.028923150439092438
10,39,21260867,591,12,Roof and attic ventilation and airflow,api_comment_count,0.029903475209315963
10,39,21260867,591,12,Roof and attic ventilation and airflow,likes_per_1000_views,-0.023750904223543968
10,39,21260867,591,12,Roof and attic ventilation and airflow,api_comments_per_1000_views,-0.025912819222047207
10,39,21260867,591,12,Roof and attic ventilation and airflow,views_per_day,0.05458663059452244
10,39,21260867,591,12,Roof and attic ventilation and airflow,api_comments_per_day,0.05338240794987693
10,39,21260867,591,13,"Wall, cavity and floor insulation",duration_minutes,-0.07417397116995222
10,39,21260867,591,13,"Wall, cavity and floor insulation",view_count,-0.02240184214069376
10,39,21260867,591,13,"Wall, cavity and floor insulation",like_count,-0.0006049405523304891
10,39,21260867,591,13,"Wall, cavity and floor insulation",api_comment_count,-0.034274125451723064
10,39,21260867,591,13,"Wall, cavity and floor insulation",likes_per_1000_views,-0.03175511722962428
10,39,21260867,591,13,"Wall, cavity and floor insulation",api_comments_per_1000_views,-0.031459173792108636
10,39,21260867,591,13,"Wall, cavity and floor insulation",views_per_day,-0.007403546906549908
10,39,21260867,591,13,"Wall, cavity and floor insulation",api_comments_per_day,-0.01388654820585373
10,39,21260867,591,14,Thermostat wiring and smart heating controls,duration_minutes,0.08923344989513418
10,39,21260867,591,14,Thermostat wiring and smart heating controls,view_count,-0.03912248548169842
10,39,21260867,591,14,Thermostat wiring and smart heating controls,like_count,-0.08049336223161786
10,39,21260867,591,14,Thermostat wiring and smart heating controls,api_comment_count,-0.06264777949511988
10,39,21260867,591,14,Thermostat wiring and smart heating controls,likes_per_1000_views,-0.06463276660130768
10,39,21260867,591,14,Thermostat wiring and smart heating controls,api_comments_per_1000_views,-0.004677551363576644
10,39,21260867,591,14,Thermostat wiring and smart heating controls,views_per_day,-0.101921474132061
10,39,21260867,591,14,Thermostat wiring and smart heating controls,api_comments_per_day,-0.11821032605249866
10,39,21260867,591,15,Vapour barriers and moisture control,duration_minutes,-0.11403640862853105
10,39,21260867,591,15,Vapour barriers and moisture control,view_count,0.07283625576324543
10,39,21260867,591,15,Vapour barriers and moisture control,like_count,0.05580985092380519
10,39,21260867,591,15,Vapour barriers and moisture control,api_comment_count,-0.02135231523739738
10,39,21260867,591,15,Vapour barriers and moisture control,likes_per_1000_views,-0.10720984911319369
10,39,21260867,591,15,Vapour barriers and moisture control,api_comments_per_1000_views,-0.1711784843750514
10,39,21260867,591,15,Vapour barriers and moisture control,views_per_day,0.08410895005887105
10,39,21260867,591,15,Vapour barriers and moisture control,api_comments_per_day,-0.004917041671300542
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",duration_minutes,0.15735303898914504
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",view_count,-0.10327787304749181
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",like_count,-0.04102008814510611
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",api_comment_count,0.0010162007886400982
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",likes_per_1000_views,0.1545359535279825
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_1000_views,0.16504246967467082
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",views_per_day,-0.05840737833462659
10,39,21260867,591,16,"Prospective choices, recommendations and alternatives",api_comments_per_day,0.04787310388030171
10,40,21260868,591,1,Situated household retrofit experience and building context,duration_minutes,-0.04329975781329259
10,40,21260868,591,1,Situated household retrofit experience and building context,view_count,0.003528709385631006
10,40,21260868,591,1,Situated household retrofit experience and building context,like_count,0.04827669427125138
10,40,21260868,591,1,Situated household retrofit experience and building context,api_comment_count,0.06438331111817545
10,40,21260868,591,1,Situated household retrofit experience and building context,likes_per_1000_views,0.10732546273057654
10,40,21260868,591,1,Situated household retrofit experience and building context,api_comments_per_1000_views,0.07504656424470585
10,40,21260868,591,1,Situated household retrofit experience and building context,views_per_day,0.04977880530448714
10,40,21260868,591,1,Situated household retrofit experience and building context,api_comments_per_day,0.11688160241459733
10,40,21260868,591,2,Spray foam and foam insulation,duration_minutes,-0.20393328189945317
10,40,21260868,591,2,Spray foam and foam insulation,view_count,0.14842946498884227
10,40,21260868,591,2,Spray foam and foam insulation,like_count,0.13935632507790432
10,40,21260868,591,2,Spray foam and foam insulation,api_comment_count,-0.011415838635618021
10,40,21260868,591,2,Spray foam and foam insulation,likes_per_1000_views,-0.08652824342098445
10,40,21260868,591,2,Spray foam and foam insulation,api_comments_per_1000_views,-0.23964846173377427
10,40,21260868,591,2,Spray foam and foam insulation,views_per_day,0.18340563360479908
10,40,21260868,591,2,Spray foam and foam insulation,api_comments_per_day,0.01845983752562794
10,40,21260868,591,3,Clarification and specification questions,duration_minutes,-0.10445811608876783
10,40,21260868,591,3,Clarification and specification questions,view_count,0.06239010387082612
10,40,21260868,591,3,Clarification and specification questions,like_count,0.0015241855161002842
10,40,21260868,591,3,Clarification and specification questions,api_comment_count,-0.03673341601367742
10,40,21260868,591,3,Clarification and specification questions,likes_per_1000_views,-0.10501009651031536
10,40,21260868,591,3,Clarification and specification questions,api_comments_per_1000_views,-0.11890631104835907
10,40,21260868,591,3,Clarification and specification questions,views_per_day,0.007763498269013355
10,40,21260868,591,3,Clarification and specification questions,api_comments_per_day,-0.07233247174942473
10,40,21260868,591,4,"Implementation, cost and how-to questions",duration_minutes,0.023268496263759146
10,40,21260868,591,4,"Implementation, cost and how-to questions",view_count,-0.037320883253254354
10,40,21260868,591,4,"Implementation, cost and how-to questions",like_count,-0.051454117179259136
10,40,21260868,591,4,"Implementation, cost and how-to questions",api_comment_count,-0.09444047288949176
10,40,21260868,591,4,"Implementation, cost and how-to questions",likes_per_1000_views,-0.010756641987612836
10,40,21260868,591,4,"Implementation, cost and how-to questions",api_comments_per_1000_views,-0.03589020918678309
10,40,21260868,591,4,"Implementation, cost and how-to questions",views_per_day,-0.06548441771957283
10,40,21260868,591,4,"Implementation, cost and how-to questions",api_comments_per_day,-0.12521474753164852
10,40,21260868,591,5,Heat pumps and heating systems,duration_minutes,0.22249777919773933
10,40,21260868,591,5,Heat pumps and heating systems,view_count,-0.2252985799263362
10,40,21260868,591,5,Heat pumps and heating systems,like_count,-0.15151754557432662
10,40,21260868,591,5,Heat pumps and heating systems,api_comment_count,-0.003160140693491617
10,40,21260868,591,5,Heat pumps and heating systems,likes_per_1000_views,0.166568411332069
10,40,21260868,591,5,Heat pumps and heating systems,api_comments_per_1000_views,0.29565839759638857
10,40,21260868,591,5,Heat pumps and heating systems,views_per_day,-0.18501434825071342
10,40,21260868,591,5,Heat pumps and heating systems,api_comments_per_day,0.03123989299953
