video_id,topic_01_relative_weight,topic_02_relative_weight,topic_03_relative_weight,topic_04_relative_weight,topic_05_relative_weight,topic_06_relative_weight,topic_07_relative_weight,topic_08_relative_weight,topic_09_relative_weight,topic_10_relative_weight,topic_11_relative_weight,topic_12_relative_weight,topic_13_relative_weight,topic_14_relative_weight,topic_15_relative_weight,topic_16_relative_weight,modelled_comment_count,dominant_topic_number,secondary_topic_number,dominant_topic_label,dominant_relative_weight,secondary_relative_weight,dominance_margin,effective_topic_count,creator_type,video_type,_video_publication_date,publication_year,duration_minutes,view_count,like_count,api_comment_count,likes_per_1000_views,api_comments_per_1000_views,views_per_day,api_comments_per_day
I7GD0MB8SzY,0.1000902838682027,0.0112484054230589,0.0779898504599714,0.0496002144675446,0.0119329290323787,0.1205079138558897,0.0496886296789911,0.0250813834989818,0.0423615974775942,0.0629510038381319,0.0303263470352195,0.0275895149592625,0.1770470665875088,0.0140405321550975,0.0714728801120569,0.1280714475501089,127,13,16,"Wall, cavity and floor insulation",0.1770470665875088,0.1280714475501089,0.0489756190373998,12.299305056499646,diy_renovator_homeowner,how_to_installation_demo,2019-01-17 17:22:24+00:00,2019,15.733333333333333,657718,4903,340,7.45456259369517,0.5169388704581599,239.69314868804665,0.1239067055393586
IA-0NAweiS0,0.0994937892375529,0.000570175912175,0.0774850583159474,0.2472173025607321,0.0067024860789846,0.17193256812724,0.0,0.128028490109204,0.1126675170990989,0.0096866659795085,0.0111055726281147,0.0073573498643304,0.0,0.1261299275141913,0.0013455157454736,0.0002775808274458,6,4,6,"Implementation, cost and how-to questions",0.2472173025607321,0.17193256812724,0.0752847344334921,7.58583344106321,installer_tradesperson,how_to_installation_demo,2023-12-26 15:51:19+00:00,2023,8.4,6819,39,16,5.719313682358117,2.346385100454612,7.254255319148936,0.0170212765957446
IH7pXvIhHHE,0.0938866716267649,0.2883278445905597,0.0280579701138948,0.0036353594952174,0.0134812417100636,0.0146516522639625,0.0407624129234367,0.0076344929328046,0.0639963878543401,0.0332470634732162,0.0028328456449273,0.2547318201289702,0.0368802177519755,0.004259701597922,0.0502740270216022,0.0633402908703416,37,2,12,Spray foam and foam insulation,0.2883278445905597,0.2547318201289702,0.0335960244615895,8.273750438596792,diy_renovator_homeowner,problem_warning_mistakes,2025-07-16 14:45:05+00:00,2025,1.6,29100,326,77,11.20274914089347,2.646048109965636,78.2258064516129,0.2069892473118279
IK8e7fJPsBs,0.1148572749466967,0.0025858790138289,0.061199893520585,0.0297101334467962,0.0116962386664481,0.202091700617639,0.0173121815592168,0.0116673678729268,0.0431697725034561,0.0257624006221483,0.0285674797535391,0.2931724957072378,0.0833786629759075,0.0175742993850451,0.0131376582024387,0.0441165612060892,91,12,6,Roof and attic ventilation and airflow,0.2931724957072378,0.202091700617639,0.0910807950895987,9.031550463036696,diy_renovator_homeowner,practical_advice_explainer,2022-12-31 09:30:02+00:00,2022,3.933333333333333,113807,3053,456,26.82611790135932,4.0067834140255,87.54384615384615,0.3507692307692308
IKdzI0aVWgM,0.1407692639606975,0.0015794703001044,0.120149355978205,0.0377590098379009,0.0589193480444267,0.1160333438331625,0.0383963315262784,0.0271280164862163,0.0446955086128898,0.0109381561208876,0.0216123570740326,0.2146762127339312,0.0131018470527657,0.0427901753831942,0.0187375744874043,0.0927140285679023,47,12,1,Roof and attic ventilation and airflow,0.2146762127339312,0.1407692639606975,0.0739069487732336,10.939986635737649,training_educational,practical_advice_explainer,2022-01-20 17:08:29+00:00,2022,7.05,74000,1066,126,14.405405405405403,1.7027027027027026,44.984802431610944,0.076595744680851
IKe-q2JHORM,0.1735651454307424,0.0192900391436491,0.0626073714592039,0.0447896277446126,0.0202625152099315,0.1094871869618894,0.0197557045789369,0.0316881555911773,0.0872583123283023,0.0287823138292604,0.0342737243284227,0.0540740876485342,0.1744617027511811,0.0186685873407014,0.0517076442432144,0.0693278814102396,51,13,1,"Wall, cavity and floor insulation",0.1744617027511811,0.1735651454307424,0.0008965573204387,12.25853595420897,builder_contractor,how_to_installation_demo,2024-05-20 20:00:06+00:00,2024,22.8,54823,723,173,13.187895591266438,3.155609871769148,69.04659949622166,0.2178841309823677
IOu73_HYJ3A,0.14808042166217,0.0050384469301523,0.0786954348136918,0.0614097211979939,0.1712396616730361,0.1474816869584389,0.0163910286918302,0.0575242245295418,0.0676707539041612,0.0106797782430987,0.0144612132224177,0.0301274808078563,0.0139458243707881,0.1029504585193303,0.01929438836863,0.0550094761068618,43,5,1,Heat pumps and heating systems,0.1712396616730361,0.14808042166217,0.0231592400108661,11.28947847311699,training_educational,practical_advice_explainer,2023-12-07 06:00:07+00:00,2023,14.283333333333331,46263,448,204,9.683764563474051,4.409571363724791,48.24087591240876,0.2127215849843587
IQAS48p97kM,0.0818461616406612,0.000917035177696,0.118469794878059,0.2074941942800446,0.0194068481352479,0.0537516444178829,0.01879216018924,0.1820030438563502,0.1689988364645113,0.0249849134877858,0.016810845692371,0.0016554587339252,0.0094522106454819,0.0209450035667131,0.0022788394629679,0.0721930093710611,21,4,8,"Implementation, cost and how-to questions",0.2074941942800446,0.1820030438563502,0.0254911504236944,9.109121982030263,diy_renovator_homeowner,how_to_installation_demo,2019-06-01 16:36:19+00:00,2019,6.083333333333333,76378,1287,65,16.85040194820498,0.8510304014244939,29.274817937907244,0.0249137600613261
ISrFr9IfXRU,0.0,0.3603947690428196,0.0,0.0,0.0,0.0,0.0,0.0,0.4701969217210996,0.0,0.0,0.03800273244483,0.0330977844033889,0.0,0.0983077923878617,0.0,1,9,2,Performance checking and troubleshooting,0.4701969217210996,0.3603947690428196,0.1098021526782799,3.2796424899448,diy_renovator_homeowner,how_to_installation_demo,2022-04-07 13:20:20+00:00,2022,0.2333333333333333,3185,18,2,5.651491365777081,0.6279434850863422,2.03125,0.0012755102040816
IT_Eme9XSl8,0.1864995661115739,0.0009852993287255,0.2523455371843203,0.053850968870707,0.0100935690579949,0.0030463552997229,0.0172692305064355,0.0016293949763335,0.0822537928747904,0.0036107116947409,0.2018654175113446,0.1581420440135513,0.0,0.0034050718914428,0.0,0.0250030406783161,5,3,11,Clarification and specification questions,0.2523455371843203,0.2018654175113446,0.0504801196729756,6.830679624407712,diy_renovator_homeowner,how_to_installation_demo,2021-01-14 19:42:30+00:00,2021,0.35,77900,590,43,7.573812580231065,0.5519897304236201,38.64087301587302,0.021329365079365
IUhFxJlKbXU,0.1441622891415771,0.0038943960446265,0.0561773296686503,0.0289254725635657,0.37353120661958,0.0682932773587059,0.0196500139701119,0.1088186624494548,0.0429230916033468,0.0205955807051422,0.0043737247430439,0.0359599862823789,0.0356203604112365,0.0122087218618652,0.0075641284180994,0.0373017581586141,31,5,1,Heat pumps and heating systems,0.37353120661958,0.1441622891415771,0.2293689174780029,8.376319800846362,diy_renovator_homeowner,how_to_installation_demo,2025-05-02 17:54:42+00:00,2025,8.516666666666667,14546,366,150,25.16155644163344,10.31211329575141,32.541387024608504,0.3355704697986577
IbQjqDJ2Vuo,0.0614131727935227,0.0016534742002673,0.0236969870754058,0.0846401014377981,0.0469168916069916,0.035641469978659,0.0463952995710544,0.0193051281914849,0.1263614774223275,0.0712013301095294,0.04837183892217,0.0172909564926537,0.0125931031773579,0.352177820324894,0.0066538794520959,0.0456870692437871,44,14,9,Thermostat wiring and smart heating controls,0.352177820324894,0.1263614774223275,0.2258163429025665,9.242681228652904,diy_renovator_homeowner,how_to_installation_demo,2022-04-23 18:15:01+00:00,2022,22.2,181014,1355,120,7.485608847934414,0.6629321488945606,116.63273195876288,0.0773195876288659
IiHMAilpGrA,0.1465477620077866,0.0190335308504538,0.0018798848690921,0.1717643316506057,0.0051181284218404,0.0298701240311369,0.1573531534980713,0.2930802336741103,0.0995283984116518,0.0,0.0030346362306658,0.033491678485697,0.0011121798977266,0.0205669834238522,0.003466031920672,0.0141529426266367,4,8,4,"Solar PV, batteries and power systems",0.2930802336741103,0.1717643316506057,0.1213159020235045,7.258020282853797,installer_tradesperson,practical_advice_explainer,2023-08-19 14:24:23+00:00,2023,0.4,243194,1164,20,4.7863022936421125,0.0822388710247785,227.49672591206732,0.0187090739008419
ImdbQFgf-X8,0.1047824039784515,0.0020253195988553,0.0943438503676993,0.0604548791076836,0.0647336671370261,0.0927010286467061,0.0726476774873812,0.0149829858881562,0.0830065464283698,0.0564227780001593,0.0263527591153703,0.2651733295612398,0.0106587691960382,0.0098542396364818,0.0033201988140252,0.0385395670363554,30,12,1,Roof and attic ventilation and airflow,0.2651733295612398,0.1047824039784515,0.1603909255827882,10.458177418364585,training_educational,how_to_installation_demo,2020-10-28 22:00:02+00:00,2020,3.1333333333333333,149386,1987,140,13.301112554054596,0.937169480406464,71.34001910219675,0.0668576886341929
Iqo3sqT8Bjw,0.1301774901829526,0.0025000948873643,0.0135574609979599,0.0013181651377205,0.0,0.0971257296377943,0.0,0.0,0.0,0.0786088383781008,0.3513046594097308,0.0,0.1953334880873274,0.0,0.0071018534165635,0.1229722198644854,2,11,13,"Product sourcing, access and location questions",0.3513046594097308,0.1953334880873274,0.1559711713224033,5.772977262568194,installer_tradesperson,how_to_installation_demo,2022-06-27 16:53:00+00:00,2022,0.1333333333333333,1448659,4533,18,3.129100775268714,0.0124252843491808,974.2158708809684,0.0121049092131809
IwY3o8ndJx8,0.1191093444046526,0.0002068395231408,0.0,0.4164681270090362,0.0,0.0244514797953043,0.0612701246514895,0.0,0.0647032805218024,0.0027159311819234,0.0,0.2668993882007999,0.0,0.0,0.0,0.0441754847118505,1,4,12,"Implementation, cost and how-to questions",0.4164681270090362,0.2668993882007999,0.1495687388082363,4.784481626966136,diy_renovator_homeowner,problem_warning_mistakes,2025-05-02 01:40:51+00:00,2025,24.58333333333333,900,24,5,26.666666666666668,5.555555555555555,2.0134228187919465,0.0111856823266219
IxSsOEGs3SU,0.0479513671324858,0.0008828685390225,0.1319719133286035,0.0194995003258121,0.0139057298404159,0.0448649071703144,0.0,0.3953076597581184,0.0042829762029131,0.1913684872628396,0.0011611881394794,0.0019347297793048,0.0041572364307202,0.0582709119700774,0.0001395530028088,0.0843009711170833,4,8,10,"Solar PV, batteries and power systems",0.3953076597581184,0.1913684872628396,0.2039391724952788,6.16826924336456,installer_tradesperson,how_to_installation_demo,2025-11-23 18:00:32+00:00,2025,2.1166666666666667,10152,66,7,6.501182033096927,0.6895193065405831,41.950413223140494,0.0289256198347107
J0e6fuIiuic,0.0726338194464315,0.0030945775302015,0.2686105732501746,0.0833221218891564,0.089434445776298,0.0565347541975457,0.0947229509956578,0.0282702957619159,0.053767302126549,0.0144685733687102,0.0856948392253815,0.0531661503798926,0.0139188732428325,0.0038844216329003,0.0133422359907371,0.0651340651856147,19,3,7,Clarification and specification questions,0.2686105732501746,0.0947229509956578,0.1738876222545167,10.723615812026384,installer_tradesperson,how_to_installation_demo,2023-10-19 08:41:39+00:00,2023,0.5833333333333334,27336895,389058,1833,14.231974772555551,0.0670522383760116,27119.93551587301,1.818452380952381
J6Q1F2peyag,0.0718831861077477,0.002924635210098,0.0078722613482846,0.0625318667851548,0.0080601812223637,0.1059327949200649,0.0587596488139739,0.2420892955059023,0.0658807636971377,0.0038508675467345,0.0954785509615183,0.0076218862599382,0.0004234791907526,0.070937001360175,0.0200614401502486,0.1756921409199048,10,8,16,"Solar PV, batteries and power systems",0.2420892955059023,0.1756921409199048,0.0663971545859975,9.406179562712753,installer_tradesperson,how_to_installation_demo,2025-06-22 17:00:31+00:00,2025,27.03333333333333,11381,138,29,12.125472278358668,2.548106493278271,28.73989898989899,0.0732323232323232
J9C3jHA_TlQ,0.2480987176553345,0.1209832340883884,0.0112604070168103,0.0016600916982424,0.0126381880317861,0.1236784319992455,0.0872381740149627,0.0361010444912267,0.070123098893784,0.0740014258588538,0.0429525853622352,0.0630920603471826,0.0178506905581326,0.0204864840104505,0.0526289733264421,0.0172063926469218,15,1,6,Situated household retrofit experience and building context,0.2480987176553345,0.1236784319992455,0.1244202856560889,10.738937682266965,builder_contractor,problem_warning_mistakes,2025-01-16 13:17:26+00:00,2025,0.7166666666666667,68676,709,88,10.323839478129187,1.281379230007572,124.1880650994575,0.159132007233273
JLNQqc5daic,0.0052558706065702,0.0,0.1747931156921957,0.2315715017966833,0.0006630802671438,0.0006522014699806,0.0,0.0,0.0,0.1327955241704826,0.0008906067490035,0.0,0.2913024429058739,0.0341219444131769,0.0034870242517619,0.1244666876771272,4,13,4,"Wall, cavity and floor insulation",0.2913024429058739,0.2315715017966833,0.0597309411091906,5.52255923376512,installer_tradesperson,how_to_installation_demo,2023-09-29 16:05:19+00:00,2023,0.7666666666666667,5815,44,9,7.566638005159072,1.5477214101461736,5.656614785992218,0.0087548638132295
JOvERrJWrck,0.0053242136348318,0.0152565222425935,0.2248549154659833,0.0009464568194522,0.0010528038421619,0.0,0.0354388730048661,0.0273529935203095,0.2876610399513524,0.0406320413690093,0.0,0.1288546162655866,0.0879400006597413,0.006470366281156,0.1232752521321748,0.0149399048107807,3,9,3,Performance checking and troubleshooting,0.2876610399513524,0.2248549154659833,0.062806124485369,7.226254199313273,training_educational,how_to_installation_demo,2023-05-24 11:03:02+00:00,2023,0.25,130090,254,14,1.9524944269351987,0.1076178030594204,112.53460207612456,0.0121107266435986
JU_Fts-2F7o,0.1126270801041964,0.0195717248768647,0.0455398715480084,0.0691964954910696,0.0444423875442637,0.1468709270714566,0.0492579230014204,0.0179343383876158,0.0517986383444019,0.075389771937333,0.0334093133747176,0.1196010229230161,0.0643243386356984,0.0111728833405931,0.001887570639496,0.1369757127798476,21,6,16,"Praise, gratitude and social endorsement",0.1468709270714566,0.1369757127798476,0.009895214291609,12.37351794213968,installer_tradesperson,how_to_installation_demo,2023-04-22 17:39:21+00:00,2023,36.65,15243,282,61,18.50029521747687,4.001836908744997,12.83080808080808,0.0513468013468013
JY_3dKSLCz0,0.0237632601783347,0.0021445811512427,0.0930477778134069,0.0090019750162332,0.1371349164141568,0.0023824333326688,0.2094901484988382,0.0,0.0826943429237637,0.0,0.0023494616511183,0.0,0.0004374827927935,0.3553309433973438,0.0042328508712641,0.0779898259588349,5,14,7,Thermostat wiring and smart heating controls,0.3553309433973438,0.2094901484988382,0.1458407948985055,6.00858348500525,installer_tradesperson,how_to_installation_demo,2023-02-12 20:06:21+00:00,2023,0.6333333333333333,54393,300,16,5.515415586564448,0.2941554979501039,43.27207637231504,0.0127287191726332
JZHWAOAl_nE,0.0823295026655904,0.0,0.0,0.0,0.0,0.470893180220033,0.3198825863972416,0.1014610432559416,0.0,0.0,0.0,0.0,0.0,0.0119342380583082,0.0,0.0134994494028849,1,6,7,"Praise, gratitude and social endorsement",0.470893180220033,0.3198825863972416,0.1510105938227914,3.553520919685916,installer_tradesperson,practical_advice_explainer,2024-04-05 09:37:48+00:00,2024,1.0,43554,271,11,6.222160995545759,0.2525600404096064,51.911799761620976,0.0131108462455303
JcTgSwtljcY,0.0884563783178687,0.0046646430520656,0.089996840533425,0.0725670519273866,0.038888684463987,0.0153744549707939,0.0454531664372545,0.0622035949729879,0.0586330029016978,0.0310418933353295,0.0634702319025262,0.375802801020635,0.0147666377550123,0.0071874499829537,0.0105440877132213,0.0209490807128543,60,12,3,Roof and attic ventilation and airflow,0.375802801020635,0.089996840533425,0.2858059604872101,8.970634167106986,diy_renovator_homeowner,how_to_installation_demo,2023-07-11 20:07:51+00:00,2023,0.95,95893,2387,180,24.892327907146505,1.8770921756541143,86.54602888086643,0.1624548736462094
JjuiCQN6yMo,0.1050483593618846,0.021895067401393,0.0068712001439159,0.0,0.6220177692113875,0.0,0.0132069015048412,0.0412847174928099,0.0,0.0016813452611674,0.0094698088594958,0.0,0.0,0.0,0.1785248307631045,0.0,1,5,15,Heat pumps and heating systems,0.6220177692113875,0.1785248307631045,0.4434929384482829,3.3238697772941785,installer_tradesperson,how_to_installation_demo,2022-05-04 12:05:47+00:00,2022,3.283333333333333,321025,29,4,0.0903356436414609,0.0124600887781325,208.32251784555484,0.0025957170668397
JlLAyv-6OZ4,0.1558871536044861,0.0032175506079898,0.0768322995129057,0.030342242094283,0.0801632945125761,0.0325633177218288,0.0574615069741336,0.0604875768590137,0.0848057834625985,0.0132405688967124,0.0196088813223483,0.0126893256305663,0.0055602980305436,0.3370484990330485,0.0052847681346678,0.0248069336022969,45,14,1,Thermostat wiring and smart heating controls,0.3370484990330485,0.1558871536044861,0.1811613454285624,8.783900942137988,installer_tradesperson,problem_warning_mistakes,2024-04-19 17:00:09+00:00,2024,4.75,155883,486,164,3.117722907565289,1.0520711046105091,188.9490909090909,0.1987878787878788
JlQ16FEl4zI,0.1231113222393154,0.0085750839536771,0.0793304387294829,0.0579217088917861,0.0194830250046285,0.1634466475351461,0.0700546407976163,0.1573024672022651,0.0591086489795445,0.0321413061269504,0.032211189340761,0.0094560483007216,0.0046114538935165,0.093516579331347,0.0175218253406,0.0722076143326406,54,6,8,"Praise, gratitude and social endorsement",0.1634466475351461,0.1573024672022651,0.006144180332881,11.636266326020587,installer_tradesperson,how_to_installation_demo,2025-02-21 17:21:06+00:00,2025,20.883333333333333,83170,1698,192,20.416015390164723,2.30852470842852,160.87040618955513,0.3713733075435203
JltjcD-3Zzc,0.0946413868129633,0.0,0.0,0.4421448796756194,0.0,0.0030577952847075,0.0537733823348994,0.0480975197954295,0.0772528332902201,0.0082790864994337,0.0,0.0,0.0,0.2727531163067268,0.0,0.0,1,4,14,"Implementation, cost and how-to questions",0.4421448796756194,0.2727531163067268,0.1693917633688925,4.46682418378931,installer_tradesperson,how_to_installation_demo,2021-04-23 09:54:09+00:00,2021,2.1666666666666665,23800,18,1,0.7563025210084033,0.042016806722689,12.415232133541991,0.0005216484089723
JnxRKblanBs,0.1048615241239678,0.0033275046961146,0.1048240581237214,0.0708167215909489,0.0143790928331824,0.2551347082485159,0.0197074344516699,0.0268368197267438,0.0223986456224355,0.0076270918626778,0.0048678292112712,0.0291778546009993,0.1688875284280537,0.0206192447841127,0.0363379444549851,0.1101959972405994,28,6,13,"Praise, gratitude and social endorsement",0.2551347082485159,0.1688875284280537,0.0862471798204621,9.569578556143677,builder_contractor,how_to_installation_demo,2021-07-28 14:14:16+00:00,2021,2.8666666666666667,39096,254,71,6.49682832003274,1.816042561898916,21.469522240527183,0.0389895661724327
JoMHQAHSGZ0,0.2136085584357291,0.0067003712900038,0.0115595736629884,0.0099043399741266,0.0094646697133602,0.3023657551628833,0.1116216364359417,0.0107772179111176,0.0404611200004429,0.0182008472033122,0.0006633670468296,0.0685668397827009,0.0,0.0254605867451032,0.0164519801661516,0.1541931364693083,3,6,1,"Praise, gratitude and social endorsement",0.3023657551628833,0.2136085584357291,0.0887571967271541,7.392602643929551,diy_renovator_homeowner,problem_warning_mistakes,2024-11-18 16:08:52+00:00,2024,9.166666666666666,838,42,8,50.11933174224344,9.54653937947494,1.369281045751634,0.0130718954248366
JofgCviM79w,0.1672242786849563,0.0037257969425886,0.0558266091623116,0.0603410487344734,0.0662100062871762,0.0718365548392882,0.0478461446132823,0.0349343038069099,0.0960472976707916,0.036283302151529,0.0383262970075127,0.006985760491182,0.0147057363765003,0.2353070354186305,0.0119166980508673,0.0524831297619993,81,14,1,Thermostat wiring and smart heating controls,0.2353070354186305,0.1672242786849563,0.0680827567336741,10.98996504219679,installer_tradesperson,how_to_installation_demo,2021-06-12 19:00:03+00:00,2021,23.5,57229,1106,223,19.32586625661815,3.896625836551399,30.65291912158543,0.1194429566148902
JqJODEOtoK0,0.0994384839697203,0.0026099697491083,0.0228849339515808,0.0628479258343333,0.0031402549276628,0.0297876714813045,0.1484010456424543,0.4490358296130892,0.0531307840763108,0.0279945534117383,0.0013035034102514,0.0179872198405936,0.0087110000618965,0.0159425681852072,0.0139339744905303,0.0428502813542177,14,8,7,"Solar PV, batteries and power systems",0.4490358296130892,0.1484010456424543,0.3006347839706349,6.750419959127734,installer_tradesperson,practical_advice_explainer,2022-02-25 15:00:15+00:00,2022,7.216666666666667,128176,2066,68,16.118462114592436,0.5305205342653851,79.66190180236171,0.0422622747047855
JyFMQuSUV2U,0.1464439391890727,0.0269634353756602,0.0518403745313749,0.0570155587761286,0.0082435948030008,0.1435570587607288,0.0315518807901501,0.0240238345440041,0.0473176298050861,0.0624523287393692,0.0245755026852755,0.0691418797232299,0.1561023450203502,0.0155146429375909,0.0556850333034351,0.0795709610155422,97,13,1,"Wall, cavity and floor insulation",0.1561023450203502,0.1464439391890727,0.0096584058312775,12.459308305235732,diy_renovator_homeowner,how_to_installation_demo,2023-02-10 17:05:45+00:00,2023,13.3,315490,4577,240,14.507591365811912,0.7607214174775746,250.58776806989675,0.1906274821286735
K2JHmIfIWTY,0.0667568987097027,0.0,0.0,0.8728850960851259,0.013729957646559,0.0331147112275173,0.0,0.0,0.0,0.0,0.0,0.013513336331095,0.0,0.0,0.0,0.0,1,4,1,"Implementation, cost and how-to questions",0.8728850960851259,0.0667568987097027,0.8061281973754231,1.697653732711347,installer_tradesperson,how_to_installation_demo,2024-10-07 00:20:16+00:00,2024,0.65,11933,141,8,11.815972513198693,0.6704097879829046,18.24617737003058,0.0122324159021406
K4TS8z617_Y,0.1325053525142672,0.0,0.2050134393535068,0.1059601265359427,0.0168316928019139,0.0474051569064481,0.0226724926714664,0.1469181788190276,0.2250160951633561,0.0172907542960785,0.0004373555020323,0.0051194380802839,0.0,0.057636531185826,0.0,0.0171933861698499,4,9,3,Performance checking and troubleshooting,0.2250160951633561,0.2050134393535068,0.0200026558098492,8.020160194354546,installer_tradesperson,how_to_installation_demo,2024-12-19 14:24:46+00:00,2024,2.95,44013,868,60,19.721445936427877,1.3632335900756596,75.7538726333907,0.1032702237521514
K6HR2ftXFss,0.0970573191460045,0.0414969725907088,0.0605467116857814,0.0278446696045723,0.0224225084442278,0.0634998666682333,0.0386834450880364,0.009833156900072,0.0357567693997344,0.021508135249989,0.0235783634559452,0.0993224329153026,0.141341052259487,0.0062072970928262,0.241318506912473,0.0695827925866056,117,15,13,Vapour barriers and moisture control,0.241318506912473,0.141341052259487,0.099977454652986,11.194610128989988,training_educational,practical_advice_explainer,2024-03-09 16:00:09+00:00,2024,9.65,631582,7236,290,11.456944624767647,0.4591644473718377,729.3094688221709,0.3348729792147806
K9LZKRr8-HQ,0.0434739434842626,0.0,6.545097577171924e-05,0.3532824718244555,0.2337694536175583,0.3241726407787017,0.0,0.0006196966206398,0.0,0.0169574157488341,0.0065511215335876,0.0,0.0012758714540444,0.0077082938467564,0.0,0.0121236401153875,2,4,6,"Implementation, cost and how-to questions",0.3532824718244555,0.3241726407787017,0.0291098310457538,4.119076528132662,training_educational,how_to_installation_demo,2022-05-24 16:00:13+00:00,2022,31.98333333333333,2887,27,4,9.352268791132664,1.3855213023900244,1.8980933596318208,0.0026298487836949
KExLT4RVplc,0.0765346374155434,0.0006118130973127,0.4101574537221564,0.0037343587292507,0.0209421091852088,0.0,0.023573245153459,0.0070863009859991,0.0126646185122215,0.0106410380491504,0.0,0.3200650593736378,0.0770127472763871,0.0,0.0148427363047897,0.0221338821948828,3,3,12,Clarification and specification questions,0.4101574537221564,0.3200650593736378,0.0900923943485186,4.975857802207426,training_educational,how_to_installation_demo,2025-05-15 10:19:43+00:00,2025,2.833333333333333,14826,263,12,17.739106974234456,0.8093889113719143,34.16129032258065,0.0276497695852534
KH1U2gLK8Y8,0.098006652545025,0.0079234136492533,0.0311648417827355,0.0639128828921282,0.0137952203269183,0.1420492069186761,0.0344115648508242,0.2594040977061754,0.1097547281030776,0.0563856290750906,0.0182326912130196,0.005428519073102,0.0065029831466582,0.0704772417758632,0.0173933210729227,0.0651570058685293,84,8,6,"Solar PV, batteries and power systems",0.2594040977061754,0.1420492069186761,0.1173548907874993,10.23897973516014,installer_tradesperson,how_to_installation_demo,2024-04-20 14:00:13+00:00,2024,16.866666666666667,79690,1630,371,20.45426025850169,4.655540218346091,96.71116504854368,0.4502427184466019
KIbJ6CBhWoI,0.2319609092888604,0.0168709654077813,0.0711748200187541,0.0859041921466168,0.0190815999579389,0.0460071225328682,0.0325556324305018,0.0259318160605076,0.1345572697084809,0.0337666846907064,0.0216291445541846,0.1006820622233052,0.0379719096783087,0.0141642560933373,0.0593628959758102,0.0683787192320369,96,1,9,Situated household retrofit experience and building context,0.2319609092888604,0.1345572697084809,0.0974036395803794,11.75297878575833,diy_renovator_homeowner,how_to_installation_demo,2023-09-23 03:56:08+00:00,2023,2.966666666666667,286596,3152,247,10.998059986880486,0.8618403606470433,277.17214700193426,0.2388781431334622
KJava-6Slu8,0.0801581922044851,0.0225529200548588,0.1466354297864725,0.0254639632006818,0.0001107673461253,0.0801760080749574,0.0119969018347871,0.0112744699918828,0.0237409065754163,0.0271100095722885,0.0136248538892585,0.0342387826779234,0.2931779512971264,0.0241290522087654,0.125330181030186,0.0802796102547841,25,13,3,"Wall, cavity and floor insulation",0.2931779512971264,0.1466354297864725,0.1465425215106539,9.419653456946811,builder_contractor,how_to_installation_demo,2023-07-28 11:56:52+00:00,2023,1.9333333333333331,52201,511,68,9.789084500296928,1.3026570372215092,47.84692942254812,0.0623281393217231
KLwXZxYlrpo,0.0174886385516694,0.0,0.4295333721594002,0.4702487973184662,0.0515595240859688,0.0,0.0,0.0051792532723573,0.0,0.0,0.002519010534357,0.0234714040777807,0.0,0.0,0.0,0.0,1,4,3,"Implementation, cost and how-to questions",0.4702487973184662,0.4295333721594002,0.0407154251590659,2.920670619821903,installer_tradesperson,how_to_installation_demo,2023-07-15 22:43:45+00:00,2023,0.9333333333333332,2533,22,2,8.685353335965258,0.7895775759968416,2.294384057971014,0.0018115942028985
KMZEbcjmu_g,0.0409620659749541,0.0320587999051058,0.1309902179946522,0.1224246747979313,0.0100452251358698,0.032215695709917,0.0894544312240099,0.0548030036188931,0.1775176708464158,0.0986039977417437,0.0016049818017652,0.0004145702408245,0.0557129733032591,0.0054649417477529,0.0457968452676625,0.1019299046892424,5,9,3,Performance checking and troubleshooting,0.1775176708464158,0.1309902179946522,0.0465274528517635,11.119448595407562,builder_contractor,problem_warning_mistakes,2025-07-03 21:22:49+00:00,2025,3.966666666666667,3596,54,17,15.016685205784205,4.727474972191324,9.34025974025974,0.0441558441558441
KMjAD1by_vc,0.2078200584214965,0.0577092569628093,0.1356724154987634,0.0359006818083349,0.0197523987923676,0.0623031942246621,0.0560555498123566,0.0386406471752573,0.1497890654735135,0.043942419016472,0.0433620192323712,0.0413107434293444,0.0096227616602385,0.0085555794534767,0.0219140135966327,0.0676491954419025,15,1,9,Situated household retrofit experience and building context,0.2078200584214965,0.1497890654735135,0.058030992947983,11.704958630201732,diy_renovator_homeowner,how_to_installation_demo,2020-10-25 17:58:52+00:00,2020,2.2333333333333334,173445,1992,57,11.48490876070224,0.3286344374297327,82.71101573676681,0.0271816881258941
KNJjVP1co6s,0.0727564660731156,0.0146101992141241,0.108426054711914,0.1468552694928557,0.0053353915776502,0.330708596902612,0.0125824477186625,0.0406662009203543,0.0467000112710143,0.0087640505059608,0.0033464448034382,0.0164473705857004,0.096920724806101,0.0494577509259863,0.013735679904326,0.0326873405861838,12,6,4,"Praise, gratitude and social endorsement",0.330708596902612,0.1468552694928557,0.1838533274097563,8.767077936312802,installer_tradesperson,how_to_installation_demo,2024-09-26 14:16:20+00:00,2024,29.53333333333333,29491,321,55,10.884676681021327,1.864975755315181,44.34736842105263,0.0827067669172932
