representation,candidate_topic_count,topic_number,term_rank,term,term_weight
inclusive_primary,16,10,11,job,0.13448640497755354
inclusive_primary,16,10,12,not know,0.12059403600450892
inclusive_primary,16,10,13,cost,0.10359423039446919
inclusive_primary,16,10,14,install,0.08115616386479893
inclusive_primary,16,10,15,say,0.0808033627122745
inclusive_primary,16,10,16,work,0.07873304819337423
inclusive_primary,16,10,17,video did,0.07262442217767928
inclusive_primary,16,10,18,know,0.06832617901164291
inclusive_primary,16,10,19,did install,0.06627882238963417
inclusive_primary,16,10,20,not use,0.06486029169313721
inclusive_primary,16,11,1,where,3.923922659563866
inclusive_primary,16,11,2,buy,0.5420557328793649
inclusive_primary,16,11,3,where buy,0.48703009279127096
inclusive_primary,16,11,4,where did,0.42273703324584583
inclusive_primary,16,11,5,where does,0.1645206388175603
inclusive_primary,16,11,6,live,0.13656824037166956
inclusive_primary,16,11,7,know where,0.13105434700053842
inclusive_primary,16,11,8,link,0.12815424688913024
inclusive_primary,16,11,9,located,0.1082944417196869
inclusive_primary,16,11,10,where live,0.10119393878998258
inclusive_primary,16,11,11,video where,0.09280545150508111
inclusive_primary,16,11,12,know,0.08775742569858785
inclusive_primary,16,11,13,based,0.08490715988427935
inclusive_primary,16,11,14,where would,0.08291647824047793
inclusive_primary,16,11,15,tool,0.08091804088533133
inclusive_primary,16,11,16,uk,0.07853542771101119
inclusive_primary,16,11,17,where not,0.07636820053847912
inclusive_primary,16,11,18,goes,0.07225227616416156
inclusive_primary,16,11,19,door,0.06889688800430617
inclusive_primary,16,11,20,purchase,0.06602358702379148
inclusive_primary,16,12,1,roof,1.523310484125665
inclusive_primary,16,12,2,air,1.5123172692632532
inclusive_primary,16,12,3,vents,0.6918508104745594
inclusive_primary,16,12,4,attic,0.6469728124768803
inclusive_primary,16,12,5,cold,0.5842655269627657
inclusive_primary,16,12,6,vent,0.5312926071561913
inclusive_primary,16,12,7,warm,0.4402551922008901
inclusive_primary,16,12,8,ridge,0.3699617580481697
inclusive_primary,16,12,9,ventilation,0.347416823363442
inclusive_primary,16,12,10,soffit,0.30812165530827273
inclusive_primary,16,12,11,gap,0.2925553166896092
inclusive_primary,16,12,12,space,0.28117304212856176
inclusive_primary,16,12,13,warm roof,0.2557704129824426
inclusive_primary,16,12,14,ceiling,0.243123408005764
inclusive_primary,16,12,15,through,0.23069561292018123
inclusive_primary,16,12,16,fan,0.23021584299193804
inclusive_primary,16,12,17,cold air,0.2277017143124872
inclusive_primary,16,12,18,between,0.22276822735756208
inclusive_primary,16,12,19,condensation,0.22224499916654739
inclusive_primary,16,12,20,air gap,0.21156346200792778
inclusive_primary,16,13,1,insulation,2.8533921742441666
inclusive_primary,16,13,2,wall,1.402462813031013
inclusive_primary,16,13,3,cavity,0.7373192305381836
inclusive_primary,16,13,4,walls,0.5808311272698471
inclusive_primary,16,13,5,floor,0.5346986446175835
inclusive_primary,16,13,6,wall insulation,0.4799657447414549
inclusive_primary,16,13,7,cavity wall,0.38971616631355727
inclusive_primary,16,13,8,between,0.3250878174359725
inclusive_primary,16,13,9,board,0.31233200993822574
inclusive_primary,16,13,10,brick,0.28246290411940705
inclusive_primary,16,13,11,damp,0.2794938688127161
inclusive_primary,16,13,12,loft,0.24128050533937484
inclusive_primary,16,13,13,plaster,0.22965902962179757
inclusive_primary,16,13,14,boards,0.22609785694756482
inclusive_primary,16,13,15,external,0.21502626146039816
inclusive_primary,16,13,16,concrete,0.21411722896875784
inclusive_primary,16,13,17,inside,0.20429415924388422
inclusive_primary,16,13,18,under,0.2003082175662639
inclusive_primary,16,13,19,internal,0.19415662418675908
inclusive_primary,16,13,20,exterior,0.19103644307632375
inclusive_primary,16,14,1,wire,2.0233928924959295
inclusive_primary,16,14,2,thermostat,1.972466795818884
inclusive_primary,16,14,3,wires,0.8180077358534286
inclusive_primary,16,14,4,boiler,0.7189308720447947
inclusive_primary,16,14,5,nest,0.6309404492545561
inclusive_primary,16,14,6,connected,0.43166714524670663
inclusive_primary,16,14,7,connect,0.4216978174542228
inclusive_primary,16,14,8,blue,0.421175401433723
inclusive_primary,16,14,9,red,0.4182411525730063
inclusive_primary,16,14,10,need,0.3865217008019291
inclusive_primary,16,14,11,white,0.36943498174688477
inclusive_primary,16,14,12,smart,0.3565047017880453
inclusive_primary,16,14,13,hive,0.3144818969588597
inclusive_primary,16,14,14,furnace,0.3087536772246096
inclusive_primary,16,14,15,honeywell,0.30279201898679686
inclusive_primary,16,14,16,control,0.28451988407035583
inclusive_primary,16,14,17,common,0.25651305742434466
inclusive_primary,16,14,18,old,0.25645822754630976
inclusive_primary,16,14,19,terminal,0.2546604666268321
inclusive_primary,16,14,20,blue wire,0.24875121572233672
inclusive_primary,16,15,1,barrier,1.7644947378092468
inclusive_primary,16,15,2,vapour,1.0715532756050483
inclusive_primary,16,15,3,vapour barrier,0.9755695895417781
inclusive_primary,16,15,4,vapor,0.8770184849515871
inclusive_primary,16,15,5,vapor barrier,0.7952064816580237
inclusive_primary,16,15,6,use,0.3392436130109495
inclusive_primary,16,15,7,moisture,0.3094709070404116
inclusive_primary,16,15,8,inside,0.15208457137576425
inclusive_primary,16,15,9,no vapour,0.13494656627947424
inclusive_primary,16,15,10,joists,0.13486060396548302
inclusive_primary,16,15,11,foil,0.13361781801718683
inclusive_primary,16,15,12,drywall,0.12967460387215454
inclusive_primary,16,15,13,osb,0.12626421326474624
inclusive_primary,16,15,14,radiant,0.12450969187468094
inclusive_primary,16,15,15,between,0.12167535271420851
inclusive_primary,16,15,16,radiant barrier,0.12012628363792217
inclusive_primary,16,15,17,plasterboard,0.11223898052221142
inclusive_primary,16,15,18,no,0.11136512669872069
inclusive_primary,16,15,19,plastic,0.10405350763308321
inclusive_primary,16,15,20,steve,0.10277994588727687
inclusive_primary,16,16,1,would,2.9825494874959233
inclusive_primary,16,16,2,like,0.7112438654887595
inclusive_primary,16,16,3,would not,0.5358792725558867
inclusive_primary,16,16,4,would like,0.3402825589920283
inclusive_primary,16,16,5,work,0.310751681612986
inclusive_primary,16,16,6,recommend,0.3090476857319393
inclusive_primary,16,16,7,what would,0.2986192115877188
inclusive_primary,16,16,8,how would,0.29590388530568884
inclusive_primary,16,16,9,why would,0.28869117678245976
inclusive_primary,16,16,10,love,0.2768860004868512
inclusive_primary,16,16,11,would recommend,0.266884779308428
inclusive_primary,16,16,12,would need,0.22209817402990462
inclusive_primary,16,16,13,would love,0.2085116781679633
inclusive_primary,16,16,14,better,0.19228665842945677
inclusive_primary,16,16,15,would work,0.1729774226397088
inclusive_primary,16,16,16,think,0.16876383164268427
inclusive_primary,16,16,17,could,0.16141656578632368
inclusive_primary,16,16,18,would use,0.1592553070199599
inclusive_primary,16,16,19,looks,0.15150197606331822
inclusive_primary,16,16,20,would never,0.1494849231846111
inclusive_primary,20,1,1,not,5.655400631821743
inclusive_primary,20,1,2,did,1.8990997091094333
inclusive_primary,20,1,3,did not,1.2963199420439107
inclusive_primary,20,1,4,know,0.6800947076389234
inclusive_primary,20,1,5,not know,0.5557832596498188
inclusive_primary,20,1,6,just,0.507044573281283
inclusive_primary,20,1,7,sure,0.461930803615478
inclusive_primary,20,1,8,not need,0.3848480339379484
inclusive_primary,20,1,9,does not,0.37417030292278275
inclusive_primary,20,1,10,want,0.3586424703973688
inclusive_primary,20,1,11,not want,0.3415102069766367
inclusive_primary,20,1,12,need,0.33660874701831583
inclusive_primary,20,1,13,people,0.325596410772774
inclusive_primary,20,1,14,not sure,0.3112615981208409
inclusive_primary,20,1,15,when,0.3011286310830129
inclusive_primary,20,1,16,would not,0.2948026538800243
inclusive_primary,20,1,17,could,0.2829594469982984
inclusive_primary,20,1,18,think,0.2780679401288513
inclusive_primary,20,1,19,could not,0.24637472102451752
inclusive_primary,20,1,20,thing,0.2420545528639144
inclusive_primary,20,2,1,foam,2.9556451846411673
inclusive_primary,20,2,2,spray,2.169885824692231
inclusive_primary,20,2,3,spray foam,2.0811395412914635
inclusive_primary,20,2,4,cell,0.34054901901471346
inclusive_primary,20,2,5,foam insulation,0.2900733720855068
inclusive_primary,20,2,6,closed,0.279545841141628
inclusive_primary,20,2,7,closed cell,0.27352229250499055
inclusive_primary,20,2,8,foam board,0.2360768495876736
inclusive_primary,20,2,9,expanding,0.2256935546531836
inclusive_primary,20,2,10,board,0.2147114857113659
inclusive_primary,20,2,11,expanding foam,0.20421917633455824
inclusive_primary,20,2,12,cell spray,0.19665629807519983
inclusive_primary,20,2,13,use spray,0.15176397971649694
inclusive_primary,20,2,14,foam not,0.13528198491383922
inclusive_primary,20,2,15,attic,0.13323741144128068
inclusive_primary,20,2,16,cell foam,0.11428575549800458
inclusive_primary,20,2,17,seal,0.11159315753558856
inclusive_primary,20,2,18,mortgage,0.10777314950797294
inclusive_primary,20,2,19,rot,0.09881512954913542
inclusive_primary,20,2,20,toxic,0.09851720391140709
inclusive_primary,20,3,1,what,3.472837928814646
inclusive_primary,20,3,2,what happens,0.1460983873671601
inclusive_primary,20,3,3,happens,0.14234176994447262
inclusive_primary,20,3,4,what brand,0.13404821900245117
inclusive_primary,20,3,5,know what,0.13305667953758324
inclusive_primary,20,3,6,what would,0.13304352460216526
inclusive_primary,20,3,7,using,0.12906040213595715
inclusive_primary,20,3,8,what kind,0.1285092688376043
inclusive_primary,20,3,9,what did,0.12771401195978968
inclusive_primary,20,3,10,brand,0.12671492054198205
inclusive_primary,20,3,11,kind,0.11516578622308037
inclusive_primary,20,3,12,what cost,0.1085607957643484
inclusive_primary,20,3,13,what size,0.10465958193893798
inclusive_primary,20,3,14,size,0.09998336733988578
inclusive_primary,20,3,15,called,0.09150110493473108
inclusive_primary,20,3,16,cost,0.09119877764703421
inclusive_primary,20,3,17,know,0.08752476232241309
inclusive_primary,20,3,18,doing,0.0854336060138321
inclusive_primary,20,3,19,what type,0.082867290555448
inclusive_primary,20,3,20,type,0.07769302257181357
inclusive_primary,20,4,1,how,3.574217467856764
inclusive_primary,20,4,2,how did,0.46009891101617323
inclusive_primary,20,4,3,cost,0.39584133116965325
inclusive_primary,20,4,4,did,0.3635083979391675
inclusive_primary,20,4,5,how does,0.27751593575602856
inclusive_primary,20,4,6,how long,0.264089060604434
inclusive_primary,20,4,7,know,0.2454198923812834
inclusive_primary,20,4,8,long,0.21573842339044486
inclusive_primary,20,4,9,how would,0.20150528823010533
inclusive_primary,20,4,10,know how,0.1730352903170042
inclusive_primary,20,4,11,how cost,0.17133321970583362
inclusive_primary,20,4,12,how know,0.13788025501089649
inclusive_primary,20,4,13,video how,0.1233388042808379
inclusive_primary,20,4,14,how fix,0.10731298392842804
inclusive_primary,20,4,15,did cost,0.10650856322570888
inclusive_primary,20,4,16,fix,0.10601501835024042
inclusive_primary,20,4,17,how install,0.07992526375978441
inclusive_primary,20,4,18,not how,0.06814957870636675
inclusive_primary,20,4,19,insulate,0.06664792059276986
inclusive_primary,20,4,20,how connect,0.062018771035007435
inclusive_primary,20,5,1,use,3.3741918315608026
inclusive_primary,20,5,2,not use,0.6219845969184541
inclusive_primary,20,5,3,tape,0.6136938107374912
inclusive_primary,20,5,4,did use,0.3778092002225216
inclusive_primary,20,5,5,just use,0.3413836077052382
inclusive_primary,20,5,6,just,0.2778653970825087
inclusive_primary,20,5,7,would use,0.1939833098686736
inclusive_primary,20,5,8,could use,0.17742683424652053
inclusive_primary,20,5,9,used,0.1716258325774269
inclusive_primary,20,5,10,instead,0.17135504453938058
inclusive_primary,20,5,11,window,0.17014812511966973
inclusive_primary,20,5,12,should use,0.1459762305018626
inclusive_primary,20,5,13,rockwool,0.14530218641439033
inclusive_primary,20,5,14,never use,0.1447834934934837
inclusive_primary,20,5,15,tool,0.13085281553650832
inclusive_primary,20,5,16,plastic,0.12561454732253194
inclusive_primary,20,5,17,what use,0.12251833008851178
inclusive_primary,20,5,18,could,0.1210608567674768
inclusive_primary,20,5,19,use foam,0.11499653778000375
inclusive_primary,20,5,20,better,0.1128464345896215
inclusive_primary,20,6,1,video,2.0614204418479907
inclusive_primary,20,6,2,great,1.6195357887068136
inclusive_primary,20,6,3,great video,1.2673651611257957
inclusive_primary,20,6,4,thanks,1.03959254420807
inclusive_primary,20,6,5,thank,0.4402841557559974
inclusive_primary,20,6,6,video thanks,0.2833417588377172
inclusive_primary,20,6,7,hi,0.2429209295178398
inclusive_primary,20,6,8,thanks video,0.23903546244316717
inclusive_primary,20,6,9,videos,0.19920494907735606
inclusive_primary,20,6,10,question,0.1829574000889008
inclusive_primary,20,6,11,informative,0.17924131205085256
inclusive_primary,20,6,12,thanks great,0.13206948914274416
inclusive_primary,20,6,13,job,0.1311196739997868
inclusive_primary,20,6,14,video what,0.1295127318330358
inclusive_primary,20,6,15,helpful,0.1238583408569321
inclusive_primary,20,6,16,nice,0.12020453271547019
inclusive_primary,20,6,17,excellent,0.11891541368136127
inclusive_primary,20,6,18,really,0.11847576195589098
inclusive_primary,20,6,19,sharing,0.11640327884823223
inclusive_primary,20,6,20,good,0.11388656254162824
inclusive_primary,20,7,1,why,3.419433938736587
inclusive_primary,20,7,2,why not,1.15179408639723
inclusive_primary,20,7,3,why would,0.42177920852192413
inclusive_primary,20,7,4,why did,0.34227580161235693
inclusive_primary,20,7,5,not just,0.2778912703981644
inclusive_primary,20,7,6,just,0.22724025039277437
inclusive_primary,20,7,7,why does,0.13142295014055785
inclusive_primary,20,7,8,instead,0.11512144702917174
inclusive_primary,20,7,9,illegal,0.10980633570955443
inclusive_primary,20,7,10,know why,0.10107864462634165
inclusive_primary,20,7,11,why no,0.09879682859329021
inclusive_primary,20,7,12,not use,0.09762478629912154
inclusive_primary,20,7,13,why use,0.09394090010689854
inclusive_primary,20,7,14,understand why,0.09114342920272948
inclusive_primary,20,7,15,not,0.08786244972216478
inclusive_primary,20,7,16,reason why,0.07754473422314413
inclusive_primary,20,7,17,question why,0.07684382128905669
inclusive_primary,20,7,18,understand,0.07667374331632797
inclusive_primary,20,7,19,explain,0.07253062565014479
inclusive_primary,20,7,20,question,0.07007298271716471
inclusive_primary,20,8,1,heat,3.1736384645638083
inclusive_primary,20,8,2,pump,2.2820364628087524
inclusive_primary,20,8,3,heat pump,2.1593367368009417
inclusive_primary,20,8,4,pumps,0.7200194236934414
inclusive_primary,20,8,5,heat pumps,0.6804832141697627
inclusive_primary,20,8,6,gas,0.6020398024423853
inclusive_primary,20,8,7,furnace,0.34378583615667546
inclusive_primary,20,8,8,air,0.3131501285545371
inclusive_primary,20,8,9,electric,0.2916468518675089
inclusive_primary,20,8,10,loss,0.25374313543531124
inclusive_primary,20,8,11,heat loss,0.24723841939323432
inclusive_primary,20,8,12,unit,0.23542502706116059
inclusive_primary,20,8,13,cost,0.2193689915133555
inclusive_primary,20,8,14,source,0.21220533469537997
inclusive_primary,20,8,15,source heat,0.16993896327681982
inclusive_primary,20,8,16,electricity,0.16834150092346606
inclusive_primary,20,8,17,run,0.16546226646110965
inclusive_primary,20,8,18,gas furnace,0.15750380184309862
inclusive_primary,20,8,19,expensive,0.15707335710837023
inclusive_primary,20,8,20,gas boiler,0.1460799688319181
inclusive_primary,20,9,1,does,3.075026380868537
inclusive_primary,20,9,2,does not,1.2156216016801442
inclusive_primary,20,9,3,work,1.1167618506370725
inclusive_primary,20,9,4,how does,0.6148333009753595
inclusive_primary,20,9,5,does work,0.49795734569469696
inclusive_primary,20,9,6,not work,0.34332046780891484
inclusive_primary,20,9,7,mean,0.16540782990615327
inclusive_primary,20,9,8,what does,0.16167614223593182
inclusive_primary,20,9,9,matter,0.14052817857269034
inclusive_primary,20,9,10,not,0.13502382525839812
inclusive_primary,20,9,11,does cost,0.13468487565888781
inclusive_primary,20,9,12,why does,0.12904703284643312
inclusive_primary,20,9,13,does mean,0.12007379421006797
inclusive_primary,20,9,14,where does,0.1124118495348534
inclusive_primary,20,9,15,does know,0.10861531704792302
inclusive_primary,20,9,16,does need,0.1007988824067108
inclusive_primary,20,9,17,does matter,0.09464633715010466
inclusive_primary,20,9,18,does heat,0.08926221398366432
inclusive_primary,20,9,19,foam does,0.08479360882821362
inclusive_primary,20,9,20,window,0.08297955188148497
inclusive_primary,20,10,1,where,3.5125194380560902
inclusive_primary,20,10,2,buy,0.4812695261785277
inclusive_primary,20,10,3,where did,0.4512413220321657
inclusive_primary,20,10,4,where buy,0.43194255367144235
inclusive_primary,20,10,5,did,0.3567435857053624
inclusive_primary,20,10,6,where does,0.14497532350291073
inclusive_primary,20,10,7,live,0.12051660357705568
inclusive_primary,20,10,8,know where,0.11490909265027173
inclusive_primary,20,10,9,link,0.11421866306341506
inclusive_primary,20,10,10,located,0.09575914592833142
inclusive_primary,20,10,11,where live,0.08997432529321964
inclusive_primary,20,10,12,video where,0.08291109428727576
inclusive_primary,20,10,13,based,0.0752583772558566
inclusive_primary,20,10,14,where would,0.0733121136227975
inclusive_primary,20,10,15,tool,0.06632785157624888
inclusive_primary,20,10,16,where not,0.06610254581594945
inclusive_primary,20,10,17,uk,0.06562898288229474
inclusive_primary,20,10,18,door,0.06352715489944258
inclusive_primary,20,10,19,goes,0.06339495962707498
inclusive_primary,20,10,20,purchase,0.0630031779975206
inclusive_primary,20,11,1,solar,2.426642953560324
inclusive_primary,20,11,2,panels,1.676762506456249
inclusive_primary,20,11,3,battery,1.2989897736908207
inclusive_primary,20,11,4,solar panels,0.9636813764007534
inclusive_primary,20,11,5,power,0.9135248052011686
inclusive_primary,20,11,6,panel,0.7449621683284431
inclusive_primary,20,11,7,cost,0.688244245775875
inclusive_primary,20,11,8,batteries,0.6781675380358699
inclusive_primary,20,11,9,inverter,0.6727492317612858
inclusive_primary,20,11,10,grid,0.5862199353766111
inclusive_primary,20,11,11,energy,0.5238656870849973
inclusive_primary,20,11,12,charge,0.5016767524613741
inclusive_primary,20,11,13,more,0.42944670504572746
inclusive_primary,20,11,14,solar panel,0.37028412714695974
inclusive_primary,20,11,15,electric,0.3317786852088104
inclusive_primary,20,11,16,kwh,0.330104488686617
inclusive_primary,20,11,17,electricity,0.3115860772122259
inclusive_primary,20,11,18,need,0.2967961134840587
inclusive_primary,20,11,19,day,0.28319927128358546
inclusive_primary,20,11,20,price,0.2688702855298216
inclusive_primary,20,12,1,roof,1.679278126293074
inclusive_primary,20,12,2,air,1.5705020528927736
inclusive_primary,20,12,3,vents,0.7578753480074152
inclusive_primary,20,12,4,attic,0.6972991220388902
inclusive_primary,20,12,5,cold,0.589388159876883
inclusive_primary,20,12,6,vent,0.5834465735179476
inclusive_primary,20,12,7,warm,0.4592236623014117
inclusive_primary,20,12,8,ridge,0.40676735458923907
inclusive_primary,20,12,9,ventilation,0.38275727424455114
inclusive_primary,20,12,10,soffit,0.3382959349641787
inclusive_primary,20,12,11,gap,0.31592291551408347
inclusive_primary,20,12,12,space,0.3096410582941724
inclusive_primary,20,12,13,warm roof,0.280738133787107
inclusive_primary,20,12,14,ceiling,0.26399069855685947
inclusive_primary,20,12,15,fan,0.2568323593244972
inclusive_primary,20,12,16,through,0.254900108615849
inclusive_primary,20,12,17,condensation,0.24355043032877327
inclusive_primary,20,12,18,between,0.2341241327916335
inclusive_primary,20,12,19,cold air,0.23377497747641035
inclusive_primary,20,12,20,flat,0.22893792716204237
inclusive_primary,20,13,1,insulation,3.3335980001257646
inclusive_primary,20,13,2,wall,1.5069368711907603
inclusive_primary,20,13,3,cavity,0.7872009614752464
inclusive_primary,20,13,4,floor,0.6024044769131807
inclusive_primary,20,13,5,wall insulation,0.5413312155950025
inclusive_primary,20,13,6,walls,0.5338476349183751
inclusive_primary,20,13,7,cavity wall,0.43260159047258484
inclusive_primary,20,13,8,between,0.37014553868883265
inclusive_primary,20,13,9,board,0.3467654217536715
inclusive_primary,20,13,10,loft,0.27890332861929107
inclusive_primary,20,13,11,brick,0.2623539675426567
inclusive_primary,20,13,12,boards,0.25985862842295754
inclusive_primary,20,13,13,should,0.25591438803953015
inclusive_primary,20,13,14,under,0.23878534785331282
inclusive_primary,20,13,15,concrete,0.22730688516813496
inclusive_primary,20,13,16,external,0.22058076368375593
inclusive_primary,20,13,17,gap,0.21454532010230584
inclusive_primary,20,13,18,no insulation,0.2111219200847662
inclusive_primary,20,13,19,plaster,0.2075680237032117
inclusive_primary,20,13,20,no,0.2063831096333703
inclusive_primary,20,14,1,wire,2.2322852875067762
inclusive_primary,20,14,2,thermostat,1.9318324133954063
inclusive_primary,20,14,3,wires,0.8822800909408367
inclusive_primary,20,14,4,nest,0.6325754599293466
inclusive_primary,20,14,5,blue,0.467114212539138
inclusive_primary,20,14,6,red,0.45142144118709976
inclusive_primary,20,14,7,connected,0.4456058033351891
inclusive_primary,20,14,8,connect,0.43656363300396084
inclusive_primary,20,14,9,white,0.40540511770119037
inclusive_primary,20,14,10,furnace,0.35701132629188037
inclusive_primary,20,14,11,need,0.32938997982418633
inclusive_primary,20,14,12,old,0.32229603723064354
inclusive_primary,20,14,13,smart,0.31645976635225853
inclusive_primary,20,14,14,boiler,0.31305715437268894
inclusive_primary,20,14,15,honeywell,0.3116115142198397
inclusive_primary,20,14,16,no,0.2844848080835906
inclusive_primary,20,14,17,common,0.2806165862740689
inclusive_primary,20,14,18,blue wire,0.276124734955376
inclusive_primary,20,14,19,terminal,0.2713714775243782
inclusive_primary,20,14,20,ac,0.2652801901890123
inclusive_primary,20,15,1,barrier,1.9431532504099103
inclusive_primary,20,15,2,vapour,1.1799831023741743
inclusive_primary,20,15,3,vapour barrier,1.0762557944335234
inclusive_primary,20,15,4,vapor,0.9623301142701477
inclusive_primary,20,15,5,vapor barrier,0.8737766651186794
inclusive_primary,20,15,6,moisture,0.3504551225045367
inclusive_primary,20,15,7,inside,0.17856085673018596
inclusive_primary,20,15,8,no vapour,0.15086950603179183
inclusive_primary,20,15,9,no,0.15082318893205388
inclusive_primary,20,15,10,joists,0.14675799955624907
inclusive_primary,20,15,11,drywall,0.13937128941215982
inclusive_primary,20,15,12,radiant,0.13737143203022556
inclusive_primary,20,15,13,between,0.1350077075540836
inclusive_primary,20,15,14,radiant barrier,0.1334862021825172
inclusive_primary,20,15,15,foil,0.1328309950359916
inclusive_primary,20,15,16,osb,0.13261825192347865
inclusive_primary,20,15,17,concrete,0.11895944411859946
inclusive_primary,20,15,18,plasterboard,0.11789593067614135
inclusive_primary,20,15,19,exterior,0.10875555058894418
inclusive_primary,20,15,20,walls,0.10856237012400857
inclusive_primary,20,16,1,would,3.220086814109463
inclusive_primary,20,16,2,would not,0.5443948781029735
inclusive_primary,20,16,3,recommend,0.34514567347944825
inclusive_primary,20,16,4,work,0.34497317551816786
inclusive_primary,20,16,5,why would,0.3330890367047653
inclusive_primary,20,16,6,what would,0.3277602182187787
inclusive_primary,20,16,7,how would,0.32594767049229123
inclusive_primary,20,16,8,would recommend,0.29712357659454947
inclusive_primary,20,16,9,love,0.29007184039751027
inclusive_primary,20,16,10,would need,0.24711531562234076
inclusive_primary,20,16,11,would like,0.23223268381592269
inclusive_primary,20,16,12,would love,0.2249401551346975
inclusive_primary,20,16,13,think,0.20738443262264494
inclusive_primary,20,16,14,better,0.20026239683965236
inclusive_primary,20,16,15,would work,0.18953318731320004
inclusive_primary,20,16,16,could,0.18606333063738878
inclusive_primary,20,16,17,would use,0.1474738180151945
inclusive_primary,20,16,18,say,0.14419947063614033
inclusive_primary,20,16,19,would never,0.13829697096078952
inclusive_primary,20,16,20,would better,0.13677657074932206
inclusive_primary,20,17,1,never,2.9830552916595994
inclusive_primary,20,17,2,seen,0.8478211285619173
inclusive_primary,20,17,3,never seen,0.7734808663165131
inclusive_primary,20,17,4,never knew,0.35866228816251067
inclusive_primary,20,17,5,knew,0.3527028074173278
inclusive_primary,20,17,6,thank,0.3101961632516304
inclusive_primary,20,17,7,heard,0.30726386585373583
inclusive_primary,20,17,8,never heard,0.28982959419091553
inclusive_primary,20,17,9,years,0.2692589430859146
inclusive_primary,20,17,10,would never,0.2597660988661454
inclusive_primary,20,17,11,before,0.24098290873315464
inclusive_primary,20,17,12,never use,0.17905433504768306
inclusive_primary,20,17,13,way,0.12925934754201443
inclusive_primary,20,17,14,work,0.1180805848733769
inclusive_primary,20,17,15,years never,0.1145916817462916
inclusive_primary,20,17,16,people,0.11236791249743726
inclusive_primary,20,17,17,never thought,0.09576494691649914
inclusive_primary,20,17,18,thought,0.09254832423344653
inclusive_primary,20,17,19,seen before,0.09036721115172697
inclusive_primary,20,17,20,lol,0.08794632550348212
inclusive_primary,20,18,1,heating,1.2347349465431061
inclusive_primary,20,18,2,water,1.20778567659661
inclusive_primary,20,18,3,boiler,0.9674176802020592
inclusive_primary,20,18,4,hot,0.8157079767885816
inclusive_primary,20,18,5,temperature,0.8047000141877684
inclusive_primary,20,18,6,room,0.6575565852802172
inclusive_primary,20,18,7,hot water,0.6231423896197749
inclusive_primary,20,18,8,when,0.5728025969495629
inclusive_primary,20,18,9,radiators,0.5316533327015706
inclusive_primary,20,18,10,radiator,0.5126158634618259
inclusive_primary,20,18,11,set,0.4867325135974358
inclusive_primary,20,18,12,flow,0.3806196163886286
inclusive_primary,20,18,13,turn,0.35357845101322377
inclusive_primary,20,18,14,temp,0.3530199986724176
inclusive_primary,20,18,15,cold,0.3421867263864909
inclusive_primary,20,18,16,gas,0.32178980572215
inclusive_primary,20,18,17,valve,0.31012287293000407
inclusive_primary,20,18,18,more,0.30858477604023665
inclusive_primary,20,18,19,underfloor,0.2751432769301094
inclusive_primary,20,18,20,day,0.26609447169334655
inclusive_primary,20,19,1,like,2.9216117525932646
inclusive_primary,20,19,2,looks,1.1101046478618977
inclusive_primary,20,19,3,looks like,0.8252488860126078
inclusive_primary,20,19,4,good,0.6938426506837205
inclusive_primary,20,19,5,just,0.5843475461784928
inclusive_primary,20,19,6,job,0.3518668837510149
inclusive_primary,20,19,7,would like,0.29729205909907036
inclusive_primary,20,19,8,more,0.23518477783236266
inclusive_primary,20,19,9,look,0.23253281443863622
inclusive_primary,20,19,10,really,0.21925270169129224
inclusive_primary,20,19,11,product,0.21918722084559913
inclusive_primary,20,19,12,stuff,0.19460990311760765
inclusive_primary,20,19,13,not like,0.19055946043533145
inclusive_primary,20,19,14,tape,0.17288506405906512
inclusive_primary,20,19,15,people,0.17035164087225044
inclusive_primary,20,19,16,idea,0.16998281746536972
inclusive_primary,20,19,17,look like,0.16933238562616462
inclusive_primary,20,19,18,nice,0.16279982180129873
inclusive_primary,20,19,19,way,0.15810008199759015
inclusive_primary,20,19,20,make,0.15078640454719117
inclusive_primary,20,20,1,house,2.8955057837706817
inclusive_primary,20,20,2,old,0.8859803898928845
inclusive_primary,20,20,3,years,0.6855866387494439
inclusive_primary,20,20,4,damp,0.6563191446897217
inclusive_primary,20,20,5,no,0.58009464733615
inclusive_primary,20,20,6,walls,0.5159822762170059
inclusive_primary,20,20,7,windows,0.5098093896009441
inclusive_primary,20,20,8,built,0.41879637835484684
inclusive_primary,20,20,9,new,0.41018069019002035
inclusive_primary,20,20,10,year,0.3642643572520971
inclusive_primary,20,20,11,ago,0.3159580731378926
inclusive_primary,20,20,12,old house,0.31414349445017803
inclusive_primary,20,20,13,problem,0.31190528998064
inclusive_primary,20,20,14,live,0.29722733264733364
inclusive_primary,20,20,15,years ago,0.2692977453267912
inclusive_primary,20,20,16,houses,0.26841692402572714
inclusive_primary,20,20,17,winter,0.26143378247964055
inclusive_primary,20,20,18,humidity,0.25628028925783636
inclusive_primary,20,20,19,when,0.25137202102610473
inclusive_primary,20,20,20,build,0.24587897584303245
