representation,candidate_topic_count,topic_number,term_rank,term,term_weight
inclusive_primary,12,9,14,connected,0.17488746009502568
inclusive_primary,12,9,15,blue,0.1713946680016346
inclusive_primary,12,9,16,red,0.16607072688846963
inclusive_primary,12,9,17,connect,0.16584728611953442
inclusive_primary,12,9,18,smart,0.16056899280993622
inclusive_primary,12,9,19,hive,0.14576656716921793
inclusive_primary,12,9,20,white,0.1339646430748687
inclusive_primary,12,10,1,where,3.0466715704156724
inclusive_primary,12,10,2,did,0.8273780545352879
inclusive_primary,12,10,3,where did,0.4475467563988704
inclusive_primary,12,10,4,buy,0.41221640181361063
inclusive_primary,12,10,5,where buy,0.36856441921304384
inclusive_primary,12,10,6,did not,0.20864966151511283
inclusive_primary,12,10,7,where does,0.12367563356981798
inclusive_primary,12,10,8,how did,0.10610020743190789
inclusive_primary,12,10,9,link,0.10311636028950603
inclusive_primary,12,10,10,know where,0.10040145228914084
inclusive_primary,12,10,11,live,0.0935725688521905
inclusive_primary,12,10,12,located,0.082430399690243
inclusive_primary,12,10,13,where live,0.07726781882825376
inclusive_primary,12,10,14,video where,0.07176874042007073
inclusive_primary,12,10,15,wire,0.07038436118571739
inclusive_primary,12,10,16,where would,0.06412993281144963
inclusive_primary,12,10,17,what did,0.0640711033913622
inclusive_primary,12,10,18,did use,0.06332065999099862
inclusive_primary,12,10,19,based,0.062472625285886166
inclusive_primary,12,10,20,hi,0.05857414285994888
inclusive_primary,12,11,1,insulation,2.6723500316384863
inclusive_primary,12,11,2,wall,1.36668031861918
inclusive_primary,12,11,3,barrier,0.8410394183616761
inclusive_primary,12,11,4,cavity,0.6741975779221735
inclusive_primary,12,11,5,walls,0.6560830946034782
inclusive_primary,12,11,6,floor,0.6161588898450082
inclusive_primary,12,11,7,vapour,0.529242771302336
inclusive_primary,12,11,8,vapour barrier,0.44310532616348375
inclusive_primary,12,11,9,vapor,0.4374231285318212
inclusive_primary,12,11,10,wall insulation,0.42126058627751645
inclusive_primary,12,11,11,between,0.41922925515688203
inclusive_primary,12,11,12,board,0.38362283140190584
inclusive_primary,12,11,13,vapor barrier,0.3663420227040704
inclusive_primary,12,11,14,cavity wall,0.34008454469903787
inclusive_primary,12,11,15,moisture,0.3334245812500092
inclusive_primary,12,11,16,inside,0.3060981655693316
inclusive_primary,12,11,17,brick,0.2970660919800127
inclusive_primary,12,11,18,concrete,0.2904754595034555
inclusive_primary,12,11,19,damp,0.2842122802487393
inclusive_primary,12,11,20,plaster,0.2663985737404823
inclusive_primary,12,12,1,air,1.5965499160505618
inclusive_primary,12,12,2,roof,1.5145035319742213
inclusive_primary,12,12,3,vents,0.7062574182213179
inclusive_primary,12,12,4,attic,0.6744830597906278
inclusive_primary,12,12,5,cold,0.6731068096890306
inclusive_primary,12,12,6,vent,0.5392888495750174
inclusive_primary,12,12,7,warm,0.4851976625145972
inclusive_primary,12,12,8,ventilation,0.3755943103162436
inclusive_primary,12,12,9,ridge,0.37052314332003056
inclusive_primary,12,12,10,soffit,0.31056451735386115
inclusive_primary,12,12,11,gap,0.2828182638827012
inclusive_primary,12,12,12,space,0.27947676772873836
inclusive_primary,12,12,13,warm roof,0.26018783496080417
inclusive_primary,12,12,14,through,0.2527076558902474
inclusive_primary,12,12,15,condensation,0.25146766307355006
inclusive_primary,12,12,16,moisture,0.24921246607719225
inclusive_primary,12,12,17,ceiling,0.2455514540595341
inclusive_primary,12,12,18,cold air,0.2444626711724255
inclusive_primary,12,12,19,fan,0.24220773652877337
inclusive_primary,12,12,20,flow,0.21972177778756652
inclusive_primary,14,1,1,insulation,3.8769464068182877
inclusive_primary,14,1,2,wall,1.9130816069868808
inclusive_primary,14,1,3,cavity,0.99090781877168
inclusive_primary,14,1,4,walls,0.7770214606711567
inclusive_primary,14,1,5,floor,0.7428501642773369
inclusive_primary,14,1,6,wall insulation,0.6431923199562193
inclusive_primary,14,1,7,cavity wall,0.5211185606412687
inclusive_primary,14,1,8,would,0.5127556308329263
inclusive_primary,14,1,9,board,0.46382967131348646
inclusive_primary,14,1,10,between,0.45910742712912167
inclusive_primary,14,1,11,brick,0.3824785653540802
inclusive_primary,14,1,12,loft,0.33330105829359374
inclusive_primary,14,1,13,plaster,0.33257548618053817
inclusive_primary,14,1,14,boards,0.3310514468133112
inclusive_primary,14,1,15,concrete,0.32739299687863727
inclusive_primary,14,1,16,gap,0.3088665041376472
inclusive_primary,14,1,17,damp,0.3035522485643055
inclusive_primary,14,1,18,external,0.28735396262670504
inclusive_primary,14,1,19,exterior,0.28024791556468126
inclusive_primary,14,1,20,wool,0.27769440156008296
inclusive_primary,14,2,1,foam,2.69845036130955
inclusive_primary,14,2,2,spray,1.954660661118027
inclusive_primary,14,2,3,spray foam,1.8734187952884058
inclusive_primary,14,2,4,use,0.31374675780888567
inclusive_primary,14,2,5,cell,0.3086881170703267
inclusive_primary,14,2,6,foam insulation,0.2608864714365725
inclusive_primary,14,2,7,closed,0.2511500632972146
inclusive_primary,14,2,8,closed cell,0.24716696810210267
inclusive_primary,14,2,9,expanding,0.21930905960476987
inclusive_primary,14,2,10,foam board,0.21838341225282848
inclusive_primary,14,2,11,board,0.20791311086827113
inclusive_primary,14,2,12,expanding foam,0.19853514125917449
inclusive_primary,14,2,13,cell spray,0.17680105308080396
inclusive_primary,14,2,14,use spray,0.15421102368575926
inclusive_primary,14,2,15,attic,0.13916780944744528
inclusive_primary,14,2,16,foam not,0.12348767815054607
inclusive_primary,14,2,17,seal,0.11681830570512804
inclusive_primary,14,2,18,cell foam,0.10459459310361709
inclusive_primary,14,2,19,wool,0.09970476224301049
inclusive_primary,14,2,20,mortgage,0.09643965172177621
inclusive_primary,14,3,1,what,3.42599717479564
inclusive_primary,14,3,2,what would,0.14588939291016645
inclusive_primary,14,3,3,what happens,0.14533721511002254
inclusive_primary,14,3,4,happens,0.14064750920417352
inclusive_primary,14,3,5,what brand,0.13341103529737677
inclusive_primary,14,3,6,know what,0.13257931654111021
inclusive_primary,14,3,7,using,0.13242495514633043
inclusive_primary,14,3,8,what kind,0.1290868327563508
inclusive_primary,14,3,9,brand,0.1262784911513186
inclusive_primary,14,3,10,kind,0.11581051758396418
inclusive_primary,14,3,11,what did,0.1063202791429073
inclusive_primary,14,3,12,what cost,0.1045955550278705
inclusive_primary,14,3,13,what size,0.10358609974998224
inclusive_primary,14,3,14,size,0.09913196800734639
inclusive_primary,14,3,15,know,0.09281318453884047
inclusive_primary,14,3,16,called,0.09149449655677476
inclusive_primary,14,3,17,use,0.08564565941937959
inclusive_primary,14,3,18,doing,0.08421145957060534
inclusive_primary,14,3,19,what type,0.08396704183221194
inclusive_primary,14,3,20,type,0.07951132195001089
inclusive_primary,14,4,1,how,3.2916816887109586
inclusive_primary,14,4,2,how does,0.3595938520872152
inclusive_primary,14,4,3,cost,0.3270226387202386
inclusive_primary,14,4,4,how did,0.2818959607728625
inclusive_primary,14,4,5,does,0.2526452892614132
inclusive_primary,14,4,6,how long,0.2487232416902745
inclusive_primary,14,4,7,know,0.23096784223230885
inclusive_primary,14,4,8,how would,0.20931381486347336
inclusive_primary,14,4,9,long,0.20231733707297955
inclusive_primary,14,4,10,know how,0.16240573364799302
inclusive_primary,14,4,11,how cost,0.1551555486744473
inclusive_primary,14,4,12,how know,0.1271962895194999
inclusive_primary,14,4,13,video how,0.11315497800321699
inclusive_primary,14,4,14,how fix,0.09913775198257616
inclusive_primary,14,4,15,fix,0.08883956967738375
inclusive_primary,14,4,16,work,0.07962343025897463
inclusive_primary,14,4,17,does cost,0.07844657332069455
inclusive_primary,14,4,18,how install,0.07400034614298028
inclusive_primary,14,4,19,not how,0.06261120426986341
inclusive_primary,14,4,20,insulate,0.06232857381197729
inclusive_primary,14,5,1,heat,2.500523767774644
inclusive_primary,14,5,2,pump,1.716023875939024
inclusive_primary,14,5,3,heat pump,1.6072607646168
inclusive_primary,14,5,4,gas,0.6504898630685871
inclusive_primary,14,5,5,pumps,0.5604700790456552
inclusive_primary,14,5,6,water,0.5580654094049904
inclusive_primary,14,5,7,heating,0.5360894556222087
inclusive_primary,14,5,8,heat pumps,0.5261524758507043
inclusive_primary,14,5,9,boiler,0.4804345460504609
inclusive_primary,14,5,10,hot,0.32187817179659933
inclusive_primary,14,5,11,hot water,0.31267038709760947
inclusive_primary,14,5,12,electric,0.3056322205936715
inclusive_primary,14,5,13,temperature,0.27930338083053236
inclusive_primary,14,5,14,radiators,0.25050081505054556
inclusive_primary,14,5,15,furnace,0.235967165041163
inclusive_primary,14,5,16,loss,0.21205036206694192
inclusive_primary,14,5,17,heater,0.2044916145343073
inclusive_primary,14,5,18,heat loss,0.20211603553512816
inclusive_primary,14,5,19,gas boiler,0.1911588472823788
inclusive_primary,14,5,20,run,0.18418529967121058
inclusive_primary,14,6,1,video,1.9430952752097088
inclusive_primary,14,6,2,great,1.529459122918355
inclusive_primary,14,6,3,great video,1.1883131151410835
inclusive_primary,14,6,4,thanks,0.9750673283441945
inclusive_primary,14,6,5,thank,0.4290598472515573
inclusive_primary,14,6,6,video thanks,0.26537631838491105
inclusive_primary,14,6,7,hi,0.22795106168297807
inclusive_primary,14,6,8,thanks video,0.2230320116193292
inclusive_primary,14,6,9,videos,0.20188033645628783
inclusive_primary,14,6,10,question,0.173204724090133
inclusive_primary,14,6,11,informative,0.17149144579382652
inclusive_primary,14,6,12,job,0.1505565402324074
inclusive_primary,14,6,13,good,0.14964259060803925
inclusive_primary,14,6,14,work,0.13381255713349668
inclusive_primary,14,6,15,would,0.13281574966127746
inclusive_primary,14,6,16,nice,0.12555649427417157
inclusive_primary,14,6,17,really,0.12517435743867536
inclusive_primary,14,6,18,thanks great,0.12398468787195563
inclusive_primary,14,6,19,video what,0.12095850463442218
inclusive_primary,14,6,20,love,0.12000300624931799
inclusive_primary,14,7,1,why,2.741764748643639
inclusive_primary,14,7,2,why not,0.9626079019398412
inclusive_primary,14,7,3,why would,0.377279417769474
inclusive_primary,14,7,4,use,0.35997527926016387
inclusive_primary,14,7,5,just,0.27028923364024027
inclusive_primary,14,7,6,why did,0.2567158113433625
inclusive_primary,14,7,7,not just,0.2550872026749166
inclusive_primary,14,7,8,not,0.23773795984480456
inclusive_primary,14,7,9,not use,0.18424682907308235
inclusive_primary,14,7,10,would,0.13408014551201594
inclusive_primary,14,7,11,instead,0.11487401329684896
inclusive_primary,14,7,12,tape,0.10220756194929295
inclusive_primary,14,7,13,why does,0.10178130687763555
inclusive_primary,14,7,14,just use,0.09772727808821814
inclusive_primary,14,7,15,why use,0.09356558724003589
inclusive_primary,14,7,16,illegal,0.09037332399546293
inclusive_primary,14,7,17,know why,0.08168520405422405
inclusive_primary,14,7,18,why no,0.07709089541890914
inclusive_primary,14,7,19,understand why,0.07412460752892289
inclusive_primary,14,7,20,understand,0.06591680597068524
inclusive_primary,14,8,1,solar,1.174288597372253
inclusive_primary,14,8,2,would,1.018112645211655
inclusive_primary,14,8,3,panels,0.8146029501931072
inclusive_primary,14,8,4,battery,0.6552916618074197
inclusive_primary,14,8,5,power,0.48373709471797005
inclusive_primary,14,8,6,cost,0.4769370208941689
inclusive_primary,14,8,7,solar panels,0.454984305500297
inclusive_primary,14,8,8,panel,0.37995678167720615
inclusive_primary,14,8,9,batteries,0.3603855063750697
inclusive_primary,14,8,10,inverter,0.34218419692038987
inclusive_primary,14,8,11,more,0.3166245657846946
inclusive_primary,14,8,12,grid,0.3055995143002008
inclusive_primary,14,8,13,energy,0.2982105634449591
inclusive_primary,14,8,14,use,0.280946145364787
inclusive_primary,14,8,15,like,0.26994848729817683
inclusive_primary,14,8,16,charge,0.2603360971416702
inclusive_primary,14,8,17,need,0.19490145752605917
inclusive_primary,14,8,18,electric,0.18813486311815844
inclusive_primary,14,8,19,install,0.18590747635255034
inclusive_primary,14,8,20,kwh,0.17734585272998823
inclusive_primary,14,9,1,not,2.7671010890044063
inclusive_primary,14,9,2,does,1.1811252068576175
inclusive_primary,14,9,3,does not,0.7741695679471742
inclusive_primary,14,9,4,work,0.5842303023052634
inclusive_primary,14,9,5,know,0.34388397022831024
inclusive_primary,14,9,6,not work,0.271281270782046
inclusive_primary,14,9,7,need,0.2400061885858204
inclusive_primary,14,9,8,not know,0.23519049927826405
inclusive_primary,14,9,9,like,0.2191532441464949
inclusive_primary,14,9,10,not need,0.20563301667545242
inclusive_primary,14,9,11,would not,0.20373539006485583
inclusive_primary,14,9,12,sure,0.2032861965936264
inclusive_primary,14,9,13,just,0.19491602601724953
inclusive_primary,14,9,14,did not,0.18236241105784473
inclusive_primary,14,9,15,want,0.17460283871508422
inclusive_primary,14,9,16,good,0.1734552681773717
inclusive_primary,14,9,17,not want,0.16291133627236046
inclusive_primary,14,9,18,people,0.1479631459019678
inclusive_primary,14,9,19,not use,0.14438074345715488
inclusive_primary,14,9,20,make,0.144202098745065
inclusive_primary,14,10,1,where,3.3645604538157845
inclusive_primary,14,10,2,buy,0.46635717050208214
inclusive_primary,14,10,3,where buy,0.4176799444288844
inclusive_primary,14,10,4,where did,0.3614763852554349
inclusive_primary,14,10,5,where does,0.1448498940006583
inclusive_primary,14,10,6,live,0.11658020526754548
inclusive_primary,14,10,7,know where,0.11197966129711628
inclusive_primary,14,10,8,link,0.1096702003382703
inclusive_primary,14,10,9,located,0.09273462623613793
inclusive_primary,14,10,10,know,0.08743789741691654
inclusive_primary,14,10,11,where live,0.08668798795512912
inclusive_primary,14,10,12,video where,0.07948662092136764
inclusive_primary,14,10,13,based,0.07278427294167761
inclusive_primary,14,10,14,where would,0.07247699940386391
inclusive_primary,14,10,15,tool,0.0710194626224607
inclusive_primary,14,10,16,uk,0.06781367525678622
inclusive_primary,14,10,17,where not,0.0651444326448673
inclusive_primary,14,10,18,goes,0.06213086955924774
inclusive_primary,14,10,19,product,0.05859972146242711
inclusive_primary,14,10,20,purchase,0.056860514342838876
inclusive_primary,14,11,1,roof,2.285328654150419
inclusive_primary,14,11,2,barrier,1.6743994514114413
inclusive_primary,14,11,3,vapour,1.1246573764716579
inclusive_primary,14,11,4,vapour barrier,0.9892940538183644
inclusive_primary,14,11,5,vapor,0.7416772347543206
inclusive_primary,14,11,6,vapor barrier,0.6516866951648111
inclusive_primary,14,11,7,warm,0.5927930602610082
inclusive_primary,14,11,8,warm roof,0.4666912841469896
inclusive_primary,14,11,9,vents,0.42352747790018935
inclusive_primary,14,11,10,vent,0.36944122291239323
inclusive_primary,14,11,11,cold,0.35512560953619404
inclusive_primary,14,11,12,between,0.3476512781141825
inclusive_primary,14,11,13,flat,0.3455340221637725
inclusive_primary,14,11,14,moisture,0.3377777331358797
inclusive_primary,14,11,15,cold roof,0.3271787519008033
inclusive_primary,14,11,16,attic,0.3061179486740899
inclusive_primary,14,11,17,joists,0.2994387183570402
inclusive_primary,14,11,18,flat roof,0.29837277978724347
inclusive_primary,14,11,19,ridge,0.2929296722750938
inclusive_primary,14,11,20,osb,0.2863391765320295
inclusive_primary,14,12,1,house,1.3289576589187253
inclusive_primary,14,12,2,air,1.034449775557772
inclusive_primary,14,12,3,no,0.5674667443323036
inclusive_primary,14,12,4,when,0.5327449071718527
inclusive_primary,14,12,5,just,0.5047838952853091
inclusive_primary,14,12,6,cold,0.4784102480851862
inclusive_primary,14,12,7,never,0.4746401552264556
inclusive_primary,14,12,8,like,0.42511896168057944
inclusive_primary,14,12,9,years,0.4133785318037648
inclusive_primary,14,12,10,old,0.3982627976219086
inclusive_primary,14,12,11,windows,0.39167854924500656
inclusive_primary,14,12,12,room,0.38820966787009187
inclusive_primary,14,12,13,outside,0.3550697484618504
inclusive_primary,14,12,14,heating,0.349106289664493
inclusive_primary,14,12,15,more,0.3434103072069288
inclusive_primary,14,12,16,water,0.33415238629665206
inclusive_primary,14,12,17,open,0.30215946829345564
inclusive_primary,14,12,18,problem,0.2960401190306673
inclusive_primary,14,12,19,good,0.2940853613089064
inclusive_primary,14,12,20,damp,0.29253955561025174
inclusive_primary,14,13,1,thermostat,1.6179313259526988
inclusive_primary,14,13,2,wire,1.6025259945540096
inclusive_primary,14,13,3,boiler,0.6613260546105539
inclusive_primary,14,13,4,wires,0.654962245277672
inclusive_primary,14,13,5,nest,0.5197754632993327
inclusive_primary,14,13,6,connected,0.3485621360857734
inclusive_primary,14,13,7,connect,0.3397332338472759
inclusive_primary,14,13,8,red,0.335623363349657
inclusive_primary,14,13,9,blue,0.3340286201044883
inclusive_primary,14,13,10,smart,0.30421895598407295
inclusive_primary,14,13,11,need,0.302138189779873
inclusive_primary,14,13,12,white,0.2951738973998213
inclusive_primary,14,13,13,hive,0.2753975731436721
inclusive_primary,14,13,14,honeywell,0.24846194098584393
inclusive_primary,14,13,15,control,0.24510733527333195
inclusive_primary,14,13,16,old,0.24437280745781662
inclusive_primary,14,13,17,set,0.243873807087843
inclusive_primary,14,13,18,furnace,0.243721764752278
inclusive_primary,14,13,19,just,0.2354928962415881
inclusive_primary,14,13,20,common,0.204423673358547
inclusive_primary,14,14,1,did,3.1712715213450986
inclusive_primary,14,14,2,did not,1.062314887244036
inclusive_primary,14,14,3,how did,0.6688142468452338
inclusive_primary,14,14,4,why did,0.3625736972629252
inclusive_primary,14,14,5,did use,0.35348705111387724
inclusive_primary,14,14,6,what did,0.3223647556535091
inclusive_primary,14,14,7,where did,0.3058761974220499
inclusive_primary,14,14,8,use,0.26317182499185204
inclusive_primary,14,14,9,did cost,0.17435009417661976
inclusive_primary,14,14,10,job,0.16471804437040663
inclusive_primary,14,14,11,not,0.12269244663530218
inclusive_primary,14,14,12,cost,0.11570134764046487
inclusive_primary,14,14,13,years,0.10500041446437157
inclusive_primary,14,14,14,ago,0.08977330947885288
inclusive_primary,14,14,15,install,0.08430556393954922
inclusive_primary,14,14,16,before,0.08360558735100916
inclusive_primary,14,14,17,say,0.0806989916047976
inclusive_primary,14,14,18,years ago,0.07931339651443646
inclusive_primary,14,14,19,not know,0.07221441595798095
inclusive_primary,14,14,20,video did,0.07206904486364067
inclusive_primary,16,1,1,house,2.0445043225845634
inclusive_primary,16,1,2,not,1.8312633877529911
inclusive_primary,16,1,3,just,1.4625711273485902
inclusive_primary,16,1,4,when,1.0788611075202523
inclusive_primary,16,1,5,never,0.9263278733521509
inclusive_primary,16,1,6,years,0.9239915274157101
inclusive_primary,16,1,7,no,0.8922426691226533
inclusive_primary,16,1,8,like,0.8769980860269805
inclusive_primary,16,1,9,good,0.861556626031842
inclusive_primary,16,1,10,more,0.8000519104308154
inclusive_primary,16,1,11,old,0.7225416159813082
inclusive_primary,16,1,12,time,0.7090795121076121
inclusive_primary,16,1,13,heating,0.6497065029021711
inclusive_primary,16,1,14,new,0.624724716719268
inclusive_primary,16,1,15,way,0.589098504924805
inclusive_primary,16,1,16,over,0.5748213447277263
inclusive_primary,16,1,17,people,0.5663119365760049
inclusive_primary,16,1,18,windows,0.5548109487742177
inclusive_primary,16,1,19,problem,0.5377139613334555
inclusive_primary,16,1,20,really,0.5357694917270349
inclusive_primary,16,2,1,foam,2.7545221289484276
inclusive_primary,16,2,2,spray,2.0009132866397445
inclusive_primary,16,2,3,spray foam,1.9180666435831555
inclusive_primary,16,2,4,cell,0.3144947457370706
inclusive_primary,16,2,5,use,0.29333946132945937
inclusive_primary,16,2,6,foam insulation,0.26780450052561433
inclusive_primary,16,2,7,closed,0.25544646862746684
inclusive_primary,16,2,8,closed cell,0.2517066130166554
inclusive_primary,16,2,9,expanding,0.22349149279280006
inclusive_primary,16,2,10,foam board,0.22087854751432548
inclusive_primary,16,2,11,board,0.21200775332886573
inclusive_primary,16,2,12,expanding foam,0.2024045493123247
inclusive_primary,16,2,13,cell spray,0.18078069594235915
inclusive_primary,16,2,14,use spray,0.15739329675914818
inclusive_primary,16,2,15,foam not,0.12958718599708047
inclusive_primary,16,2,16,attic,0.1250246739766019
inclusive_primary,16,2,17,seal,0.11393148252951286
inclusive_primary,16,2,18,cell foam,0.10600556096218819
inclusive_primary,16,2,19,wool,0.10008051960632786
inclusive_primary,16,2,20,mortgage,0.09865427659877626
inclusive_primary,16,3,1,what,3.42172004067518
inclusive_primary,16,3,2,what happens,0.1446715352280767
inclusive_primary,16,3,3,happens,0.1396801447692239
inclusive_primary,16,3,4,know what,0.13346617077644243
inclusive_primary,16,3,5,what brand,0.1321836718231649
inclusive_primary,16,3,6,using,0.1319284504872695
inclusive_primary,16,3,7,what would,0.13087313644068232
inclusive_primary,16,3,8,what kind,0.12867383176866762
inclusive_primary,16,3,9,brand,0.1251389361129887
inclusive_primary,16,3,10,kind,0.11501598173584297
inclusive_primary,16,3,11,what cost,0.10756729795163926
inclusive_primary,16,3,12,what did,0.10666139305898656
inclusive_primary,16,3,13,what size,0.1034678129169706
inclusive_primary,16,3,14,size,0.09914330296857554
inclusive_primary,16,3,15,called,0.09053735757293423
inclusive_primary,16,3,16,know,0.08917413629969612
inclusive_primary,16,3,17,cost,0.0859362647963474
inclusive_primary,16,3,18,what type,0.08424932731521644
inclusive_primary,16,3,19,use,0.08345948675310086
inclusive_primary,16,3,20,doing,0.08053003729918005
inclusive_primary,16,4,1,how,3.333270994219471
inclusive_primary,16,4,2,cost,0.35997892282831034
inclusive_primary,16,4,3,how did,0.29148303282960863
inclusive_primary,16,4,4,how does,0.2763053233745071
inclusive_primary,16,4,5,how long,0.24758301465849863
inclusive_primary,16,4,6,know,0.23766250448362106
inclusive_primary,16,4,7,long,0.2035048806657924
inclusive_primary,16,4,8,how would,0.1908861390632402
inclusive_primary,16,4,9,know how,0.16641036616646274
inclusive_primary,16,4,10,how cost,0.16227984653255834
inclusive_primary,16,4,11,how know,0.1305518602483637
inclusive_primary,16,4,12,video how,0.11537490558088118
inclusive_primary,16,4,13,how fix,0.10099635123676101
inclusive_primary,16,4,14,fix,0.09153386228096515
inclusive_primary,16,4,15,how install,0.07591947634633617
inclusive_primary,16,4,16,not how,0.06676813787349946
inclusive_primary,16,4,17,did cost,0.06400129441259599
inclusive_primary,16,4,18,does cost,0.06023079441651224
inclusive_primary,16,4,19,insulate,0.06019722128308931
inclusive_primary,16,4,20,set,0.0584949064634453
inclusive_primary,16,5,1,heat,2.4410280971477016
inclusive_primary,16,5,2,pump,1.6652520896552232
inclusive_primary,16,5,3,heat pump,1.5590614078452432
inclusive_primary,16,5,4,gas,0.6246241812539842
inclusive_primary,16,5,5,water,0.6159765692149555
inclusive_primary,16,5,6,pumps,0.5429339779282508
inclusive_primary,16,5,7,heating,0.5343206202630076
inclusive_primary,16,5,8,heat pumps,0.5091314010343752
inclusive_primary,16,5,9,boiler,0.4621119050250594
inclusive_primary,16,5,10,hot,0.3827055907411092
inclusive_primary,16,5,11,hot water,0.34086685215837015
inclusive_primary,16,5,12,temperature,0.3040919109376587
inclusive_primary,16,5,13,electric,0.30324497067708966
inclusive_primary,16,5,14,air,0.2774006277527046
inclusive_primary,16,5,15,radiators,0.24286163748431527
inclusive_primary,16,5,16,furnace,0.23365749144606074
inclusive_primary,16,5,17,heater,0.21486462534640952
inclusive_primary,16,5,18,loss,0.20523264695347393
inclusive_primary,16,5,19,heat loss,0.19622057064835013
inclusive_primary,16,5,20,run,0.1906517908469018
inclusive_primary,16,6,1,video,1.942021776883451
inclusive_primary,16,6,2,great,1.5298656339788885
inclusive_primary,16,6,3,great video,1.1999945412753614
inclusive_primary,16,6,4,thanks,0.9704596218499568
inclusive_primary,16,6,5,thank,0.4063290037463061
inclusive_primary,16,6,6,video thanks,0.2671576643324719
inclusive_primary,16,6,7,hi,0.22908098401738303
inclusive_primary,16,6,8,thanks video,0.22337456483392878
inclusive_primary,16,6,9,videos,0.18198237507010642
inclusive_primary,16,6,10,question,0.17346710703189444
inclusive_primary,16,6,11,informative,0.1678563960180016
inclusive_primary,16,6,12,thanks great,0.12445411197724758
inclusive_primary,16,6,13,video what,0.12316190443644243
inclusive_primary,16,6,14,job,0.11601761534371376
inclusive_primary,16,6,15,helpful,0.11388432744573206
inclusive_primary,16,6,16,nice,0.11080871629073798
inclusive_primary,16,6,17,excellent,0.11028802533055122
inclusive_primary,16,6,18,sharing,0.10745909239038531
inclusive_primary,16,6,19,good,0.10294121181778285
inclusive_primary,16,6,20,really,0.10104214022036488
inclusive_primary,16,7,1,why,2.6510628030012358
inclusive_primary,16,7,2,why not,1.0183179964896052
inclusive_primary,16,7,3,not,0.9281542274803957
inclusive_primary,16,7,4,use,0.3202003777698196
inclusive_primary,16,7,5,why would,0.3141243443261899
inclusive_primary,16,7,6,not just,0.28909120220946816
inclusive_primary,16,7,7,not use,0.23925735364634262
inclusive_primary,16,7,8,why did,0.23873421410252116
inclusive_primary,16,7,9,just,0.2244714461845519
inclusive_primary,16,7,10,instead,0.1064374904627298
inclusive_primary,16,7,11,understand,0.08923705813996681
inclusive_primary,16,7,12,just use,0.08676417369293628
inclusive_primary,16,7,13,why use,0.08569181186257005
inclusive_primary,16,7,14,why does,0.08561294335644987
inclusive_primary,16,7,15,know why,0.08524891987791594
inclusive_primary,16,7,16,would not,0.08501144852572134
inclusive_primary,16,7,17,understand why,0.07790563426337781
inclusive_primary,16,7,18,illegal,0.07746945973217709
inclusive_primary,16,7,19,not understand,0.07546350136286344
inclusive_primary,16,7,20,why no,0.07007675053500886
inclusive_primary,16,8,1,solar,1.4916424174666518
inclusive_primary,16,8,2,panels,1.0348506453640633
inclusive_primary,16,8,3,battery,0.7780240808264471
inclusive_primary,16,8,4,solar panels,0.5991788814020618
inclusive_primary,16,8,5,power,0.5379643455254611
inclusive_primary,16,8,6,panel,0.46140631831147494
inclusive_primary,16,8,7,inverter,0.4087829950932783
inclusive_primary,16,8,8,batteries,0.39828672482827915
inclusive_primary,16,8,9,grid,0.346840493770514
inclusive_primary,16,8,10,cost,0.32997738392451886
inclusive_primary,16,8,11,charge,0.29685013911913277
inclusive_primary,16,8,12,energy,0.2730691835511001
inclusive_primary,16,8,13,use,0.24015370479448686
inclusive_primary,16,8,14,solar panel,0.23204556665609827
inclusive_primary,16,8,15,electric,0.1946958478990107
inclusive_primary,16,8,16,kwh,0.18825874421108812
inclusive_primary,16,8,17,more,0.1697782964434891
inclusive_primary,16,8,18,electricity,0.16939759855507153
inclusive_primary,16,8,19,need,0.15562020451782127
inclusive_primary,16,8,20,day,0.13695614720759072
inclusive_primary,16,9,1,does,2.396084639436103
inclusive_primary,16,9,2,does not,1.1248473533155532
inclusive_primary,16,9,3,not,1.0007727341059236
inclusive_primary,16,9,4,work,0.8177623203346434
inclusive_primary,16,9,5,how does,0.4268801405737188
inclusive_primary,16,9,6,does work,0.3522058452118376
inclusive_primary,16,9,7,not work,0.3377458477461369
inclusive_primary,16,9,8,mean,0.13395055754356794
inclusive_primary,16,9,9,need,0.12283765967404563
inclusive_primary,16,9,10,what does,0.11614051212265417
inclusive_primary,16,9,11,matter,0.11272233595770989
inclusive_primary,16,9,12,not need,0.09934837440321011
inclusive_primary,16,9,13,does cost,0.09164769720272828
inclusive_primary,16,9,14,does mean,0.08941262506006745
inclusive_primary,16,9,15,why does,0.08289066943152776
inclusive_primary,16,9,16,know,0.08142929791959706
inclusive_primary,16,9,17,does know,0.0809782589412357
inclusive_primary,16,9,18,where does,0.07960800795647642
inclusive_primary,16,9,19,does need,0.07447262761423425
inclusive_primary,16,9,20,foam does,0.07392515704609079
inclusive_primary,16,10,1,did,3.1229860096665614
inclusive_primary,16,10,2,did not,1.1240281922378137
inclusive_primary,16,10,3,how did,0.6442781664206545
inclusive_primary,16,10,4,not,0.44245504991471957
inclusive_primary,16,10,5,why did,0.3496716717855725
inclusive_primary,16,10,6,did use,0.33958471772087756
inclusive_primary,16,10,7,what did,0.3140993931951888
inclusive_primary,16,10,8,where did,0.296553249451658
inclusive_primary,16,10,9,use,0.2396566227120662
inclusive_primary,16,10,10,did cost,0.1674956163129366
