video_id,topic_01_relative_weight,topic_02_relative_weight,topic_03_relative_weight,topic_04_relative_weight,topic_05_relative_weight,topic_06_relative_weight,topic_07_relative_weight,topic_08_relative_weight,topic_09_relative_weight,topic_10_relative_weight,topic_11_relative_weight,topic_12_relative_weight,topic_13_relative_weight,topic_14_relative_weight,topic_15_relative_weight,topic_16_relative_weight,modelled_comment_count,dominant_topic_number,secondary_topic_number,dominant_topic_label,dominant_relative_weight,secondary_relative_weight,dominance_margin,effective_topic_count,creator_type,video_type,_video_publication_date,publication_year
AXamAjE0juw,0.10917300843291727,0.0014820011416248667,0.0801993634295192,0.05888284487463884,0.24650871794000107,0.10013439389266392,0.05172484823031235,0.046149751835292754,0.061699168844994295,0.0224845229060296,0.022711810176398315,0.025666891873607548,0.03369793614828161,0.02188114034319378,0.007007697106412565,0.11059590282411202,217,5,16,Heat pumps and heating systems,0.24650871794000107,0.11059590282411202,0.13591281511588904,11.074940714391627,installer_tradesperson,how_to_installation_demo,2023-08-26 11:26:35+00:00,2023
AZlHO1ipodg,0.17625277129627145,0.014051554646802324,0.0,0.0,0.0,0.29234460509792065,0.0025697288253881114,0.0037926058169570386,0.4212977451458028,0.027680392836457676,0.0,0.0,0.018424635052111994,0.043585961282288053,0.0,0.0,1,9,6,Performance checking and troubleshooting,0.4212977451458028,0.29234460509792065,0.12895314004788216,4.20169481768659,diy_renovator_homeowner,practical_advice_explainer,2024-02-13 01:25:59+00:00,2024
Aa1U1jezAwA,0.0,0.0,0.0,0.4249466027785879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1878301362273601,0.0,0.0,0.3872232609940519,1,4,16,"Implementation, cost and how-to questions",0.4249466027785879,0.3872232609940519,0.03772334178453601,2.8437913810333524,builder_contractor,how_to_installation_demo,2025-10-24 12:22:58+00:00,2025
Aa7SsJto3qU,0.06655356885885803,0.0362173120196095,0.0814403328243493,0.06496912296486962,0.025146839642633485,0.008652824205308959,0.07281591012846392,0.09146236221775007,0.09488060652417646,0.033727175779895174,0.0014062275395023448,0.0173267627997488,0.026095675709341168,0.31179800136220953,0.009413213363858617,0.05809406405942503,21,14,9,Thermostat wiring and smart heating controls,0.31179800136220953,0.09488060652417646,0.21691739483803307,10.080960344851887,training_educational,how_to_installation_demo,2024-05-20 22:00:10+00:00,2024
AbuA88xVIHQ,0.11551957508196449,0.01344148276410041,0.05806004385560088,0.0521780078517162,0.026160518561726177,0.12000303981019231,0.03910680105863075,0.17993904803148356,0.07579749178059607,0.025884518940718974,0.031228721183369144,0.009134424980752707,0.00697495860810418,0.1538429298497716,0.032794734117032355,0.059933703524240184,18,8,14,"Solar PV, batteries and power systems",0.17993904803148356,0.1538429298497716,0.026096118181711953,11.662189549141024,installer_tradesperson,how_to_installation_demo,2024-11-21 02:49:26+00:00,2024
Ac1ofvlsFj0,0.1395960327395492,0.0051613758838715,0.05158416823607638,0.17730401898828183,0.012645806135413284,0.0854739255421194,0.04392163367663462,0.013265913492044992,0.03730446952209527,0.007674998095705829,2.8384288232407774e-06,0.08740006293192877,0.30012691837054956,0.005891042023258097,0.02843692974489126,0.004209866188756744,7,13,4,"Wall, cavity and floor insulation",0.30012691837054956,0.17730401898828183,0.12282289938226773,8.253482897346187,builder_contractor,how_to_installation_demo,2025-07-27 18:00:18+00:00,2025
AcR8e8sMXfo,0.009189215306638358,0.014442539705922491,0.026644423526766273,0.007572571663444092,0.0,0.014880860288422998,0.2897613320281664,0.0,0.005269232832214431,0.013423992278759915,0.0760689431048832,0.05587708932296668,0.07916301735290962,0.0,0.18603283087204567,0.22167395171685977,2,7,16,"Alternative methods, challenges and ""why"" questions",0.2897613320281664,0.22167395171685977,0.06808738031130662,7.026407117436289,builder_contractor,how_to_installation_demo,2024-06-14 06:50:24+00:00,2024
Af6aaUyMc3E,0.07575292656382224,0.0034310418570625964,0.05947356349782834,0.033920766248753134,0.03878500584934455,0.05262503469951126,0.041624269278544686,0.031225443231128882,0.05145745465543585,0.046188006917133095,0.024720634741248665,0.021785171503062726,0.021726620569296792,0.447226190240056,0.007501296745822819,0.04255657340194837,113,14,1,Thermostat wiring and smart heating controls,0.447226190240056,0.07575292656382224,0.3714732636762338,8.188967933361075,diy_renovator_homeowner,how_to_installation_demo,2021-10-28 23:42:59+00:00,2021
Ahv9b4YilEQ,0.0580146608880602,0.0015431561036138798,0.11002793090051773,0.05806860118605538,0.00229044613960007,0.0035093335781126687,0.17214722638559357,0.012303510187174918,0.1781566396683151,0.0071423324737711225,0.0,0.0,0.3831986997130944,0.0021264473582726312,0.011471015417818309,0.0,5,13,9,"Wall, cavity and floor insulation",0.3831986997130944,0.1781566396683151,0.2050420600447793,5.746235509696428,builder_contractor,how_to_installation_demo,2021-11-11 15:23:39+00:00,2021
AlVATirl5ac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,15,16,Vapour barriers and moisture control,1.0,0.0,1.0,1.0,diy_renovator_homeowner,how_to_installation_demo,2025-04-03 09:01:25+00:00,2025
AmIIvqsEhto,0.031712315238911694,0.006657026185812859,0.008304030193875489,0.01150965174478019,0.0,0.035263508815281217,0.0,0.0,0.0003970485260868533,0.0,0.9061564192952517,0.0,0.0,0.0,0.0,0.0,1,11,6,"Product sourcing, access and location questions",0.9061564192952517,0.035263508815281217,0.8708929104799705,1.5594528305048578,builder_contractor,practical_advice_explainer,2025-07-30 09:00:17+00:00,2025
ApMPs6p2kJk,0.10879575757900778,0.024453326777366006,0.12777323686853106,0.03701302450322929,0.0027646211105781127,0.03233334348441383,0.07465271514133429,0.03827728478652793,0.05646803948291977,0.052545563869327516,0.014395092631964947,0.03894704737895571,0.1646471562057522,0.025173151423398394,0.15140052204130985,0.05036011671538328,27,13,15,"Wall, cavity and floor insulation",0.1646471562057522,0.15140052204130985,0.013246634164442356,12.102597336348078,installer_tradesperson,how_to_installation_demo,2023-10-03 18:19:02+00:00,2023
At0g_sgj2-Y,0.16910862949189864,0.025632151405387948,0.18125032671873928,0.02083877176803507,0.012383220897469854,0.17245889755463029,0.03210786914760195,0.021710197425736325,0.12004627736161116,0.061594190454921205,0.00343167828526175,0.01595618693494696,0.02705378181339348,0.01469239946354329,0.038719202394760975,0.08301621888206179,12,3,6,Clarification and specification questions,0.18125032671873928,0.17245889755463029,0.008791429164108994,10.376555393746756,builder_contractor,project_walkthrough,2023-07-19 09:30:04+00:00,2023
AwnLmyrzHNA,0.3001475383972302,0.012568935093141049,0.003432612778172908,0.0073541501843859694,0.0,0.006392122897193756,0.042929859957906574,0.0007681647138651232,0.06459793194299415,0.1881505571819805,0.005814807727098345,0.04207773164622794,0.020823339427514014,0.0,0.13582701802938701,0.1691152300229024,8,1,10,Situated household retrofit experience and building context,0.3001475383972302,0.1881505571819805,0.11199698121524967,7.0402582922599075,builder_contractor,how_to_installation_demo,2023-07-04 12:45:16+00:00,2023
B5wwIv7ZhGI,0.08428102320326913,0.2516840987819844,0.10052092517545205,0.08075000439553275,0.014490067220314684,0.03945603678917768,0.035375615273856284,0.016526297821576108,0.04090078743815473,0.07614657707409647,0.012771353098247323,0.14289046173396897,0.04609847788286448,0.006205359038933061,0.019048151909987533,0.03285476316258435,67,2,12,Spray foam and foam insulation,0.2516840987819844,0.14289046173396897,0.10879363704801542,10.873572467931606,installer_tradesperson,project_walkthrough,2024-12-24 18:24:15+00:00,2024
B7HnFHw8tdg,0.0711941911468263,0.13271086588800982,0.03935362013571131,0.07557777737420049,0.07956490637371862,0.0,0.04161095533789367,0.019796905068156036,0.056019223649619226,0.002155974088670324,0.0,0.00826266479318396,0.10355878502238,0.009919936770446555,0.03248217629911839,0.3277920180520654,4,16,2,"Prospective choices, recommendations and alternatives",0.3277920180520654,0.13271086588800982,0.1950811521640556,8.686937044602685,builder_contractor,how_to_installation_demo,2025-10-16 16:00:27+00:00,2025
BAfnGXeQ_C0,0.1139700488396055,8.444736986376978e-05,0.03029450175647196,0.0006338500425734811,0.02496296877212927,0.08194705538636607,0.02153046222285437,0.13883165889557766,0.008573327660575837,0.00929457601643832,0.14577772140488518,0.1751423695246431,0.09898185293363575,0.06457953253863345,0.03512331721896437,0.05027230941678185,3,12,11,Roof and attic ventilation and airflow,0.1751423695246431,0.14577772140488518,0.02936464811975792,10.556635354128087,diy_renovator_homeowner,how_to_installation_demo,2024-05-31 18:04:36+00:00,2024
BGhrTC0o-qg,0.09752100564741559,0.04720667675507216,0.057101779609495,0.10438916176140113,0.0151791885748299,0.0169740013675489,0.02610326994789829,0.011115890638501264,0.046561717161938423,0.013892322816701318,0.015415027070925383,0.08901787386599622,0.2243126039657405,0.014195244604661752,0.12918326045111744,0.09183097576075679,36,13,15,"Wall, cavity and floor insulation",0.2243126039657405,0.12918326045111744,0.09512934351462304,11.129671185150018,training_educational,how_to_installation_demo,2025-01-18 15:00:12+00:00,2025
BQhmBzh7gjo,0.7225836336742036,0.0,0.0,0.0,0.0,0.0,0.039316795090198114,0.0,0.0017585358043493236,0.027809411171851133,0.02605140880539351,0.1128297453792723,0.0,0.0,0.06965047007473198,0.0,1,1,12,Situated household retrofit experience and building context,0.7225836336742036,0.1128297453792723,0.6097538882949314,2.7171145290570866,diy_renovator_homeowner,problem_warning_mistakes,2024-12-16 23:21:03+00:00,2024
BTV2nqretRY,0.051541875124725106,0.011827929934006984,0.03852988829152615,0.003532934095648484,0.01396533349153842,0.05089606591561123,0.12272841884320655,0.0081986639402019,0.04776858446097576,0.009798321945952227,0.015574313583743685,0.4676264358892157,0.04950696150019622,0.014161626908061782,0.02218282112891356,0.07215982494647624,17,12,7,Roof and attic ventilation and airflow,0.4676264358892157,0.12272841884320655,0.34489801704600914,7.049289365094153,installer_tradesperson,practical_advice_explainer,2023-04-03 11:15:01+00:00,2023
BXPR0NUn5fA,0.15668539907762208,0.03770248167734882,0.02602117776198233,0.03662826683398249,0.019505634712711124,0.02423890584299341,0.07460887241570205,0.028015584204407487,0.0796053277889571,0.052430908868239166,0.027170139237356068,0.0489583461233528,0.25404799007381335,0.04026988872708961,0.050896741290622265,0.04321433536381984,245,13,1,"Wall, cavity and floor insulation",0.25404799007381335,0.15668539907762208,0.09736259099619127,11.673591211023355,builder_contractor,problem_warning_mistakes,2023-07-16 15:00:15+00:00,2023
BaXMLIfBiJs,0.004118301910827573,0.01593121642814102,0.013230974536400493,0.0027862687718684604,0.0,0.0722725369207223,0.0,0.013195344264053065,0.7084046168104793,0.0,0.03686397795714511,0.017656167964234335,0.03251099382769414,0.02455247421544738,0.0462274222272335,0.012249704165753293,2,9,6,Performance checking and troubleshooting,0.7084046168104793,0.0722725369207223,0.636132079889757,3.4721473114563537,training_educational,how_to_installation_demo,2020-06-04 02:30:32+00:00,2020
Bbzsfhg1dmg,0.08010469359032353,0.016155028327772346,0.06203445808233568,0.053981596795541154,0.004263662530026222,0.07957273733159385,0.02503534757830763,0.00318525701418184,0.04395086814757588,0.0033669950092176013,0.011964218251322784,0.3186441502959783,0.15887409437940697,0.00404622905801323,0.01748638278325652,0.11733428082514648,16,12,13,Roof and attic ventilation and airflow,0.3186441502959783,0.15887409437940697,0.15977005591657134,8.540572566366608,diy_renovator_homeowner,project_walkthrough,2025-01-11 15:00:13+00:00,2025
Bc60g7YCo1E,0.10261975543741103,0.002857850785340664,0.07883296197142435,0.05069525608690476,0.01038177038511208,0.0536276201682489,0.015875022842454307,0.057112208803451345,0.022135419851461117,0.09900755080595695,0.0017804887017140768,0.08380281796915581,0.34835167325330135,0.006968587658021342,0.014277860938456278,0.05167315434158559,17,13,1,"Wall, cavity and floor insulation",0.34835167325330135,0.10261975543741103,0.24573191781589032,8.87715014845352,diy_renovator_homeowner,how_to_installation_demo,2023-10-16 15:26:49+00:00,2023
BcsBr4cqEAU,0.17265938165609906,0.020592232313165187,0.0038334355682263614,0.03555245057257621,0.004696997475078615,0.018743587922246962,0.08495647980935148,0.057921342939982474,0.030686460892545172,0.06596299966587595,0.022464506273469523,0.030688030860288543,0.14745366702185198,0.1877170514741441,0.05464890420382991,0.06142247135126847,23,14,1,Thermostat wiring and smart heating controls,0.1877170514741441,0.17265938165609906,0.015057669818045044,11.048518446716528,builder_contractor,practical_advice_explainer,2024-03-26 13:00:09+00:00,2024
BqaiSe8ans0,0.008688307003915454,0.0,0.0,0.007250975485446669,0.0,0.016982959240338633,0.03903225632259002,0.0049090280996220755,0.0,0.0,0.0,0.4339168196500986,0.046345628359327665,0.0,0.03722892905883172,0.4056450967798292,1,12,16,Roof and attic ventilation and airflow,0.4339168196500986,0.4056450967798292,0.02827172287026941,3.6401066008414635,diy_renovator_homeowner,how_to_installation_demo,2024-12-19 01:00:09+00:00,2024
BqflmLgXTzQ,0.1131424868798216,0.01568198934112403,0.2438069645493142,0.11420272276711034,0.00429299398296046,0.06194227143764987,0.033247782522997,0.01002500285443725,0.08175890079546758,0.024817519808427294,0.011702176359045083,0.14997084359408422,0.05938702795802043,0.0179632834960615,0.04275912420180351,0.015298909451675672,8,3,12,Clarification and specification questions,0.2438069645493142,0.14997084359408422,0.09383612095522997,10.280897404648721,diy_renovator_homeowner,how_to_installation_demo,2021-12-18 21:12:48+00:00,2021
BuywbScRm-E,0.28804770126894613,0.0,0.009071111215765464,0.0,0.0,0.022278120048329682,0.2885697979150551,0.0,0.2894076862224034,0.047300782961927516,0.0,0.0,0.0,0.0,0.011863404898529072,0.043461395469043484,1,9,7,Performance checking and troubleshooting,0.2894076862224034,0.2885697979150551,0.0008378883073483223,4.648865913534384,installer_tradesperson,how_to_installation_demo,2019-10-18 09:14:33+00:00,2019
C-PEn_VcGqA,0.08513037536267953,0.0019439020047130955,0.12533028482094205,0.04095556911543394,0.0002080368063852049,0.0006951078281658352,0.21184390729502386,0.1514875181487415,0.11157147425441295,0.15208314382868135,0.001285299401853502,0.05204438491574329,0.007950751504497635,0.00746393112711029,0.0070471166855423754,0.04295919690007358,3,7,10,"Alternative methods, challenges and ""why"" questions",0.21184390729502386,0.15208314382868135,0.059760763466342515,8.785506593749922,installer_tradesperson,how_to_installation_demo,2025-06-17 16:43:04+00:00,2025
C0mLHcIEcEs,0.09833215218549393,0.006931222609754763,0.037034252742676146,0.0786886762414555,0.015926834989033738,0.17822900225648258,0.04364671321098797,0.015461606478366351,0.05861484286996694,0.08629320746285388,0.0532020560605227,0.009798877394298728,0.2511079780731841,0.007555315145449976,0.01343348370395811,0.04574377857551461,15,13,6,"Wall, cavity and floor insulation",0.2511079780731841,0.17822900225648258,0.0728789758167015,10.187128094677684,diy_renovator_homeowner,how_to_installation_demo,2023-12-30 20:02:24+00:00,2023
C1Jm82sf_4I,0.0,0.0,0.0,0.0,0.0,0.0,0.08556411751548702,0.0,0.09160048322362192,0.017600298727235952,0.0,0.0,0.36869742460034555,0.0,0.0,0.4365376759333094,1,16,13,"Prospective choices, recommendations and alternatives",0.4365376759333094,0.36869742460034555,0.06784025133296384,3.4216788985504145,training_educational,how_to_installation_demo,2019-03-07 02:46:57+00:00,2019
C1fttmKe-_Q,0.14969063967275748,0.012694202411539022,0.0662310084753371,0.07514364953720817,0.08701146670993924,0.035959030415156086,0.23067589178648013,0.09097557491942894,0.03980785845545847,0.03523734996899889,0.05524904123217582,0.03360994482357411,0.013367742809362934,0.005772014353009885,0.021477993711728333,0.04709659071784544,28,7,1,"Alternative methods, challenges and ""why"" questions",0.23067589178648013,0.14969063967275748,0.08098525211372265,11.43356637796083,training_educational,how_to_installation_demo,2021-03-26 22:00:04+00:00,2021
C2WtdSRzq3E,0.18079259694357014,0.006940627066248234,0.04223820331888244,0.02540889846065413,0.014011556517890862,0.08160406745998243,0.0871628312840845,0.004029650317682723,0.02993143330923649,0.08688199213229274,0.012289367167419584,0.15595117874419165,0.20323595456531454,0.0018121110401305325,0.041802161854487485,0.025907369817931524,11,13,1,"Wall, cavity and floor insulation",0.20323595456531454,0.18079259694357014,0.022443357621744403,9.911230027737426,diy_renovator_homeowner,project_walkthrough,2023-10-16 17:29:55+00:00,2023
C5lPpLUw-Ts,0.1202282271474737,0.07960995897701255,0.03785701597321849,0.019311013343969473,0.0006281749895255298,0.1803591162843472,0.05151064805376276,0.016251008098799393,0.09511855074361979,0.04194580474290927,0.013892292927084951,0.011141179461178595,0.22868662385441793,0.007056474421334397,0.04837709170439768,0.04802681927694835,24,13,6,"Wall, cavity and floor insulation",0.22868662385441793,0.1803591162843472,0.04832750757007073,10.181778646874239,diy_renovator_homeowner,how_to_installation_demo,2021-02-05 22:23:08+00:00,2021
C7jJgrf_kOA,0.11219087611135904,0.014465577821944495,0.0,0.3286033138068691,0.0,0.0,0.041903788628494185,0.0,0.1807230335532436,0.030169269082963666,0.0,0.0009922698320350102,0.0,0.24879086649151988,0.0,0.042161004671571134,1,4,14,"Implementation, cost and how-to questions",0.3286033138068691,0.24879086649151988,0.0798124473153492,5.510173420719216,installer_tradesperson,how_to_installation_demo,2024-10-10 17:40:54+00:00,2024
C8nGKicz_ew,0.06559485088290587,0.10641916118434817,0.07106079110571399,0.05248522165205983,0.018782549467033133,0.07394598974962721,0.026757617894860263,0.002502568139594029,0.0511014930525382,0.04037783952054538,0.009940879606148128,0.21899529831611197,0.12597202262875876,0.0034030997087227247,0.04310151581097296,0.08955910128005935,25,12,13,Roof and attic ventilation and airflow,0.21899529831611197,0.12597202262875876,0.09302327568735322,11.367350738303267,diy_renovator_homeowner,how_to_installation_demo,2023-10-24 23:00:07+00:00,2023
CDoGRY3yUH0,0.0,2.999111362799311e-05,0.26630543904090825,0.24530635028053085,0.0073372599641774216,0.0,0.0,0.16253170960243793,0.3052763439631301,0.0,0.0003005016200990942,0.0005178407812200867,0.0,0.011890395052198632,0.0,0.0005041685816695694,3,9,3,Performance checking and troubleshooting,0.3052763439631301,0.26630543904090825,0.03897090492222183,4.2795406226940464,installer_tradesperson,how_to_installation_demo,2020-02-18 00:23:13+00:00,2020
CFXSu7eU6Hg,0.16191676943305627,0.022508286298994755,0.01784582198571923,0.0,0.00744151878343551,0.0,0.005308929216349132,0.23623878637308304,0.0,0.0,0.0,0.027378135623718863,0.47909030903997496,0.0023854982081673976,0.0006251717793419673,0.03926077325815884,2,13,8,"Wall, cavity and floor insulation",0.47909030903997496,0.23623878637308304,0.24285152266689192,4.281768894369694,builder_contractor,how_to_installation_demo,2024-05-17 16:36:43+00:00,2024
CMOxXJpMJyg,0.05730438170617584,0.02583899958198243,0.028513212068337623,0.07512765816319827,0.0003643722373815095,0.05570718026685412,0.09177839349332492,0.012238517604671689,0.01425814097771708,0.008527984779617909,0.011315606642716127,0.371632294993186,0.044786288875384016,0.008097220209825319,0.10499748306464862,0.0895122653349785,20,12,15,Roof and attic ventilation and airflow,0.371632294993186,0.10499748306464862,0.2666348119285374,8.513369665167316,builder_contractor,how_to_installation_demo,2023-11-12 16:24:08+00:00,2023
CNFXQRKmytc,0.25531803459663754,0.020606133122343565,0.30987702506928333,0.003238922854826592,0.0,0.08220249527797537,0.0,0.019405878066902558,0.0,0.0,0.00025092389510347567,0.14230470295035164,0.03563826519995351,0.012087065546081,0.007105164984555619,0.11196538843598584,6,3,1,Clarification and specification questions,0.30987702506928333,0.25531803459663754,0.054558990472645785,6.197345411843845,diy_renovator_homeowner,practical_advice_explainer,2026-05-28 21:00:04+00:00,2026
CPEs03cYIOs,0.1486388881526559,0.0,0.0,0.0,0.0,0.0924999012681456,0.6353761598179742,0.05805618548960667,0.0,0.0,0.003167894634552297,0.03843385920115404,0.0,0.0,0.0,0.02382711143591129,1,7,1,"Alternative methods, challenges and ""why"" questions",0.6353761598179742,0.1486388881526559,0.4867372716653183,3.285358320436519,installer_tradesperson,how_to_installation_demo,2025-08-16 02:54:10+00:00,2025
CPLkXkKwTFM,0.11701734603064358,0.0044612936043575795,0.058633128143346605,0.023586737958656307,0.01721532277938886,0.02853374451279111,0.051702215743985196,0.0035698748676280968,0.05785254432022935,0.015864997938337837,0.03099313966349192,0.21965609379938353,0.2970276028207234,0.005026216454684781,0.021954315205224787,0.0469054261571271,166,13,12,"Wall, cavity and floor insulation",0.2970276028207234,0.21965609379938353,0.07737150902133985,8.673855479447774,training_educational,practical_advice_explainer,2025-01-07 19:00:12+00:00,2025
CVYF0C-Wb0o,0.2917054563806688,0.01768934974394261,0.006303739988678911,0.000790035011320031,0.044137388831004314,0.0,0.17990907109746038,0.027992538291968634,0.1928683405415501,0.0069270918624710085,0.01037265373090485,0.015895013211216877,0.054053853939936926,0.019375261145933693,0.061738686426400964,0.07024151979654195,4,1,9,Situated household retrofit experience and building context,0.2917054563806688,0.1928683405415501,0.0988371158391187,7.944261413291097,installer_tradesperson,how_to_installation_demo,2025-03-20 18:00:10+00:00,2025
CWYKUAb-Acg,0.061309751956028384,0.0,0.010582089673761506,0.0006740397911539869,0.08028366690904903,0.20161688344535203,0.017591532751023122,0.01941184396882826,0.5184501940315847,0.009436673445869808,0.0006162420809403333,0.025888755449721305,0.0,0.03809363182381663,0.004458775798770646,0.011585918874100291,3,9,6,Performance checking and troubleshooting,0.5184501940315847,0.20161688344535203,0.31683331058623265,4.860629741129115,installer_tradesperson,how_to_installation_demo,2020-03-09 12:12:46+00:00,2020
CXVEmlC-XVE,0.10433667310189311,0.006179448584838534,0.0,0.0,0.03870646666822631,0.0237510756864419,0.030628226781627733,0.0,0.026956056680075145,0.036229951572715226,0.0,0.04016871464601427,0.030146304328012526,0.0,0.0,0.6628970819501552,1,16,1,"Prospective choices, recommendations and alternatives",0.6628970819501552,0.10433667310189311,0.5585604088482621,3.719365769230929,installer_tradesperson,how_to_installation_demo,2024-11-15 12:00:16+00:00,2024
CXebZiR5TYc,0.11595676103499834,0.0014474733601320539,0.11511233106478685,0.1745158749121709,0.07797145063611202,0.0627818509351631,0.054283706092111486,0.02966382152202292,0.13563548404576295,0.018007839345674286,0.011327325571506244,0.01678732773146303,0.020532742551451117,0.13940809539544774,0.005847778109360197,0.020720137691836723,55,4,14,"Implementation, cost and how-to questions",0.1745158749121709,0.13940809539544774,0.03510777951672317,10.757196431620208,installer_tradesperson,how_to_installation_demo,2022-11-29 15:21:58+00:00,2022
CXngoK0cwHQ,0.09944158974958309,0.051937428734348666,0.1873031738466917,0.0036493863700247267,0.003907281166132942,0.02511702864054324,0.0,0.0,0.10300567387832966,0.0,0.0019015327291283975,0.060944145044459254,0.40493820620760884,0.0006691310973859009,0.016989052738914975,0.04019636979684854,9,13,3,"Wall, cavity and floor insulation",0.40493820620760884,0.1873031738466917,0.21763503236091714,6.156504653660837,installer_tradesperson,practical_advice_explainer,2022-10-12 11:09:04+00:00,2022
Cn98RoANnJE,0.0,0.2448517979691377,0.0,0.30004759312822593,0.0,0.0,0.0,0.0,0.3564110342143787,0.0,0.0,0.0,0.0622699381502165,0.0,0.03641963653804136,0.0,1,9,4,Performance checking and troubleshooting,0.3564110342143787,0.30004759312822593,0.056363441086152766,3.923388936791836,installer_tradesperson,how_to_installation_demo,2022-12-08 15:40:15+00:00,2022
CnLwJxCbxfM,0.12633173325704225,0.009339873738268502,0.09401865941585165,0.04276358765472516,0.016349216442002795,0.09656696316027417,0.07706090847472206,0.038280341153977535,0.09104833974160434,0.02840353548265796,0.0237351652389349,0.1930310479710574,0.025604749095486736,0.017283480811184773,0.007771402581040833,0.11241099578116892,55,12,1,Roof and attic ventilation and airflow,0.1930310479710574,0.12633173325704225,0.06669931471401516,11.59464884287966,installer_tradesperson,how_to_installation_demo,2023-11-02 00:44:17+00:00,2023
CoQsGBFVG2Y,0.18940396926562136,0.026937270369649498,0.05990076529568743,0.05771275253016875,0.04877241139397507,0.14925277609720566,0.050757652927454704,0.03673267672049905,0.05731468824579256,0.05626610548182997,0.02581484950724688,0.020734427346658472,0.10337346856038027,0.005827300839687565,0.02480465409215899,0.08639423132598378,60,1,6,Situated household retrofit experience and building context,0.18940396926562136,0.14925277609720566,0.0401511931684157,12.403919941468727,diy_renovator_homeowner,project_walkthrough,2023-03-10 19:08:57+00:00,2023
Csjs2yVVt7A,0.08169083622601289,0.07257860842213874,0.05070374813067637,0.03826725543678573,0.01635278175685255,0.13478488877886105,0.011791336578923808,0.014192167023048,0.030867613161078757,0.003958895043088539,0.020635251865736278,0.05249163092880562,0.21277390621448494,0.009582271211010285,0.15463472876907197,0.09469408045342445,20,13,15,"Wall, cavity and floor insulation",0.21277390621448494,0.15463472876907197,0.05813917744541297,10.706972130473401,builder_contractor,problem_warning_mistakes,2023-12-07 00:00:09+00:00,2023
CsqyrTew2FM,0.5177659557878561,0.0,0.0015308540022302914,0.0018935828258137399,0.0,0.0,0.0,0.0,0.0,0.0,0.019743142358745632,0.17129514438163038,0.1333272874972579,0.11260301279396787,0.041841020352498114,0.0,1,1,12,Situated household retrofit experience and building context,0.5177659557878561,0.17129514438163038,0.3464708114062257,4.013569099008421,installer_tradesperson,how_to_installation_demo,2025-01-31 00:05:06+00:00,2025
Cu4bn0RjwyQ,0.15207997384743357,0.0,0.014453153452203433,0.0,0.0,0.0,0.0,0.0,0.0,0.07321974692627185,0.0,0.3706304179415452,0.0881263133106639,0.0,0.13820703458300485,0.16328335993887724,1,12,16,Roof and attic ventilation and airflow,0.3706304179415452,0.16328335993887724,0.20734705800266798,5.421784063052119,builder_contractor,problem_warning_mistakes,2024-07-23 17:45:00+00:00,2024
Cw80wUAJfd0,0.1344358228418869,0.0,0.0,0.6572191891908201,6.876708894982723e-05,0.14047505177384095,0.0,0.06780116910450219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,6,"Implementation, cost and how-to questions",0.6572191891908201,0.14047505177384095,0.5167441374169792,2.7304480385918644,training_educational,practical_advice_explainer,2022-04-14 16:29:00+00:00,2022
D3cbyUtsEVE,0.06750785466767754,0.0,0.0,0.0,0.0,0.0,0.0,0.06343734633836737,0.0,0.0005635024822737573,0.009767396263785803,0.012552023072240216,0.8057284762366197,0.0404434009390356,0.0,0.0,1,13,1,"Wall, cavity and floor insulation",0.8057284762366197,0.06750785466767754,0.7382206215689422,2.1491393300666495,builder_contractor,how_to_installation_demo,2023-05-25 06:13:38+00:00,2023
D6xmOCHZkxg,0.159484411255913,0.02319153288730792,0.00045940652215606696,0.0,0.0,0.0,0.04190961024160606,0.029515623520208124,0.25868545294233586,0.01208303717996077,0.0039003063241238654,0.22101896701836532,0.0420910887375038,0.0,0.0,0.20766056337051922,4,9,12,Performance checking and troubleshooting,0.25868545294233586,0.22101896701836532,0.03766648592397054,6.288267691582041,diy_renovator_homeowner,how_to_installation_demo,2021-01-14 19:33:25+00:00,2021
DA5okoaEhQ4,0.03473828248503691,0.0003472970154964703,0.16633269203113554,0.02206752121313041,0.04842063253558624,0.03222579279067813,0.045941376047111154,0.0,0.08044564315485415,0.0036401877342678427,0.09640866906254443,0.030097052138773856,0.002631227505653123,0.415234443843459,0.0005965979548570327,0.020872584487415753,21,14,3,Thermostat wiring and smart heating controls,0.415234443843459,0.16633269203113554,0.24890175181232344,6.825984631790731,installer_tradesperson,how_to_installation_demo,2023-09-26 21:19:38+00:00,2023
DAhND1ygIgY,0.19017341282568498,0.0025543916768491094,0.04385618382536123,0.09722041462229652,0.1900442280092484,0.01726469949637789,0.02230204664135591,0.13939115825797344,0.05022909987007772,0.028551175463342696,0.003055750493525808,0.12211457382387444,0.007155584771819165,0.04612393844352297,0.005428041242123698,0.03453530053656606,17,1,5,Situated household retrofit experience and building context,0.19017341282568498,0.1900442280092484,0.0001291848164365894,9.853323609986669,installer_tradesperson,practical_advice_explainer,2024-12-13 12:58:43+00:00,2024
