comment_id,video_id,inclusive_topic_number,raw_sensitivity_topic_number,mapped_sensitivity_topic_number,same_dominant_topic_after_mapping
UgxcwKlysyENJZJt6SN4AaABAg,O2xQjzYs5M4,1,5,1,True
UgxcwUSLTxgF55CoKo14AaABAg,jKiXJOX4ol8,8,16,6,False
UgxcwizgDg-OeQ25IwV4AaABAg,86l_Gb4TEDs,3,3,3,True
Ugxcx3K89PWGFzcFYpF4AaABAg,jYNufQVIFfA,2,2,2,True
UgxcxWdUydt2nzInUM14AaABAg,qyZm66j8QU4,4,4,4,True
UgxcxeYs7tThEYzKEQV4AaABAg,0oDLwBZurp8,1,5,1,True
UgxcxzBwStu0v8yeMF14AaABAg,7gbaiLf_6dA,2,2,2,True
Ugxcy2ofidIQeoDOqDJ4AaABAg,0IvGe4JZLSU,6,3,3,False
UgxcyNAttoLAuxGnvCl4AaABAg,AXamAjE0juw,9,8,9,True
UgxcyNY8UP_3RqfFbX54AaABAg,AN4_mkEfDPE,1,1,16,False
Ugxcy_95H3sELhOTLrF4AaABAg,OvagVsf1rTY,13,12,13,True
UgxcyoUdsBuOBNs4c0Z4AaABAg,S9s1VWxQ-5o,1,1,16,False
UgxcyqZU7wjlMVvwGVl4AaABAg,iD1U6Q47yLU,1,1,16,False
UgxczdOcfZcsWxSPWwl4AaABAg,UG7qWFqYQGU,1,1,16,False
Ugxd-A6ndq8qBNiPHS14AaABAg,LL2-8RXSYKc,12,11,12,True
Ugxd-MeMm6OHugk5qDx4AaABAg,tufzI-1xTJQ,15,14,15,True
Ugxd0TSwFtxvhaMR8BJ4AaABAg,bTaO-X3SWcM,8,10,11,False
Ugxd0wUinWuDnHv3w_14AaABAg,ATk1fx_N_qc,6,5,1,False
Ugxd1z52iVNi7txUAJx4AaABAg,wnnwGVBwwvQ,5,7,5,True
Ugxd2NfDNoIadBdRI8V4AaABAg,3hukFwgTFI0,8,15,8,True
Ugxd35KbTJvsQKcoP_x4AaABAg,2A7Gl2APM6o,9,8,9,True
Ugxd3BQlDl9c9hdBD3R4AaABAg,nzPfNhrlEYs,9,8,9,True
Ugxd3JmOw5YDk8pH_Kp4AaABAg,zSxyUFLwFbc,10,9,10,True
Ugxd3a0RY8Iz2W-fzO14AaABAg,twV-c5i0MjM,9,8,9,True
Ugxd3cKNJeE7odHN7lN4AaABAg,kGs_biFA87Q,5,7,5,True
Ugxd4U7XgzmDezAMdrR4AaABAg,tbq6uZ9Y0nQ,15,14,15,True
Ugxd5jVwuN4cYue1tLZ4AaABAg,8GdNojhiWcA,4,4,4,True
Ugxd6DImv3C2vK259lh4AaABAg,zi1Mkt1Nc8s,14,13,14,True
Ugxd6DqDqzlWA3jj3OF4AaABAg,i41oW85zPm8,12,11,12,True
Ugxd6RUgJhzhISeDlkl4AaABAg,Qu_QzO5pF7k,8,15,8,True
Ugxd77Glz8_RF-EkZDV4AaABAg,WWcBwHfNk-Y,9,1,16,False
Ugxd7MBuYZW4WEg4AQx4AaABAg,b5mJFU-jXA0,16,4,4,False
Ugxd7_YpfHiC5CpZ3BF4AaABAg,JoMHQAHSGZ0,16,1,16,True
Ugxd7s4NK3JfMzd1s1p4AaABAg,H51FYrDR5xs,1,5,1,True
Ugxd8JmMkU7Z0ojK-_p4AaABAg,ZAZWYBFipmI,2,2,2,True
Ugxd8KSPn875wK9u79B4AaABAg,JcTgSwtljcY,12,11,12,True
Ugxd8OZco2SxfqUar6x4AaABAg,tyTT9jNfnc8,13,12,13,True
Ugxd8SsQJVpex9HAaDR4AaABAg,6Yu4RpcH2Tc,16,1,16,True
Ugxd8sLgpyWhNDxdHwN4AaABAg,o2Y9elh24wc,6,5,1,False
Ugxd8tYRJ6s-Wfg5-SF4AaABAg,0M9QzdPhm58,14,13,14,True
Ugxd9Jo8np3MXmuT2w14AaABAg,kGs_biFA87Q,5,5,1,False
Ugxd9ODlLSrrqJwa-9l4AaABAg,_xA6qOwnYbM,8,3,3,False
Ugxd9YlxTjJdR-AUxgJ4AaABAg,Ou1CjwflZtM,16,1,16,True
Ugxd9qFobCQGiVRW3_54AaABAg,aqFMFM3xxZ8,10,9,10,True
UgxdB535yMdq9r6cZZd4AaABAg,AN4_mkEfDPE,4,4,4,True
UgxdBHSlO8kVb6P5fnR4AaABAg,yrHjqOMAZno,13,12,13,True
UgxdBrz9H2iQHxNdjE94AaABAg,gAighJSlw_M,1,5,1,True
UgxdC4X7mvsDuMXZc2h4AaABAg,VrKYlQPHfno,4,4,4,True
UgxdCc-l3xbVCams0wd4AaABAg,kwVleBvWH64,6,1,16,False
UgxdCj5dUzKxbhOQB_B4AaABAg,bRW2omjqJx4,9,8,9,True
UgxdCwTswvqZsbxrMWp4AaABAg,xrCNfNFRW04,6,5,1,False
UgxdD3dGEe90wwBFQs14AaABAg,UG7qWFqYQGU,9,8,9,True
UgxdDOgL2jzhogIq2Nd4AaABAg,PHeTx5sGL3A,8,15,8,True
UgxdDQq2YhF8oQ6pRv94AaABAg,ahFDXqc1wpo,10,9,10,True
UgxdDd2HUM7B83hzikN4AaABAg,0M9QzdPhm58,11,9,10,False
UgxdDftCtHe07BRxI9h4AaABAg,tNE5GEePXuk,12,5,1,False
UgxdDqSq2jgfJ4Llogd4AaABAg,QLGANlbqIFY,13,12,13,True
UgxdECh49Y_-zuqCHhB4AaABAg,O2xQjzYs5M4,13,12,13,True
UgxdF6WmBw755_tderx4AaABAg,cCLM8T1TtMU,3,3,3,True
UgxdFLAP3_zPIbiuU354AaABAg,rRqV8BHE8lY,8,15,8,True
UgxdFZs4wQ3tiajQWhV4AaABAg,Tz0W9xCBxS0,6,5,1,False
UgxdFdPvftMdDI6CK5V4AaABAg,b7E7Dkr6Yww,15,14,15,True
UgxdFtJTWCKxN8jb28d4AaABAg,yuxWDCRwIuc,1,5,1,True
UgxdFzDVvxwTQUod9dp4AaABAg,fm11vZii5Es,12,11,12,True
UgxdGA2a2IsHtn45vjZ4AaABAg,i41oW85zPm8,3,3,3,True
UgxdGJNq5P-aHdBWWFV4AaABAg,KltU08BK7Oc,16,5,1,False
UgxdGmIvcXlPpO-J13F4AaABAg,qmWRN3Ob1Po,8,4,4,False
UgxdHN4okj9Kh9GKrg94AaABAg,s-41UF02vrU,6,1,16,False
UgxdHNrHBxN8MJs2-ex4AaABAg,s-41UF02vrU,1,5,1,True
UgxdHi9JivNWRGZR1PN4AaABAg,rRqV8BHE8lY,6,1,16,False
UgxdHkrWp-P-o5mpCO14AaABAg,KltU08BK7Oc,3,3,3,True
UgxdIInONhgi53Xu_bd4AaABAg,EY77sPyVM2c,3,3,3,True
UgxdIlE9qhmMMh0PCwp4AaABAg,S9s1VWxQ-5o,16,3,3,False
UgxdK6HKOzq5goXXb6p4AaABAg,LL2-8RXSYKc,7,6,7,True
UgxdM4slv0HJPlN22ql4AaABAg,QFbx7qhqOqc,6,6,7,False
UgxdMWRDwH1ZHtXhD4B4AaABAg,twV-c5i0MjM,7,6,7,True
UgxdMcFPXnnl0bI8BqF4AaABAg,GZAce6iz2gg,11,16,6,False
UgxdMnaRS1DUpsPUt994AaABAg,ECQ4ruST6y8,4,4,4,True
UgxdMshx6sVCxI2P6oZ4AaABAg,kwVleBvWH64,14,16,6,False
UgxdNELI-ulTE6o92KZ4AaABAg,5sqw7vHwhGU,11,5,1,False
UgxdO9yewcjbHOwh-J94AaABAg,IK8e7fJPsBs,12,11,12,True
UgxdOSq9Xwvo2flnlJx4AaABAg,e1ud10npF_w,5,7,5,True
UgxdOXdSaEZcHHemw_N4AaABAg,jYNufQVIFfA,9,8,9,True
UgxdOn-RnBWeqgwBNQR4AaABAg,i387q3ob8gE,8,15,8,True
UgxdP2miXhc2EwhaHyV4AaABAg,ZAPNCBbhoqE,1,5,1,True
UgxdPXz9r58RAXJyAC14AaABAg,QS16O9aYfq4,7,1,16,False
UgxdPiPU07H7h4DNZKt4AaABAg,jYNufQVIFfA,2,2,2,True
UgxdQ2FcuZ9kZznRELJ4AaABAg,KltU08BK7Oc,10,9,10,True
UgxdQb6vMygl8kx0UX14AaABAg,ZAPNCBbhoqE,1,12,13,False
UgxdR5aVNJ2kMWDBYFh4AaABAg,GnZIHwdO--0,9,8,9,True
UgxdRfkRRCLN4lQkigx4AaABAg,dB8p6pVuPAo,8,15,8,True
UgxdRpUcnHTiQeri7j54AaABAg,Af6aaUyMc3E,14,13,14,True
UgxdSSpJ2T3M-im1eh54AaABAg,0oDLwBZurp8,2,2,2,True
UgxdSpEPG60LBSmVkyN4AaABAg,U522et_9P70,1,1,16,False
UgxdUGg4-9wA9NVtVp94AaABAg,Lc2D5U4DJew,3,3,3,True
UgxdUOt_niDFgxWpSPl4AaABAg,ZAZWYBFipmI,2,2,2,True
UgxdUw3Cng_HzBmTmzV4AaABAg,j0E0NJtnDig,8,15,8,True
UgxdVZafIrVYn47TRNB4AaABAg,W8Arptrbi10,16,4,4,False
UgxdVb547-Lq_07EemN4AaABAg,ZLKPLqBI6Ow,12,11,12,True
UgxdWlBGAy2f4X3GqNd4AaABAg,M1KzqaOgtss,12,11,12,True
UgxdXFfps-XPTeRTYUR4AaABAg,0M9QzdPhm58,5,5,1,False
UgxdX_08hwR6eNnRX-x4AaABAg,AGgixk6jaew,1,5,1,True
UgxdX_zT4qeLUAz3cFN4AaABAg,5wNfMHSI1Ug,3,3,3,True
UgxdZssGFpBL7WlJO1x4AaABAg,Ou1CjwflZtM,2,2,2,True
Ugxd_R7kTZnuRbWHYeZ4AaABAg,PHeTx5sGL3A,8,15,8,True
Ugxd_SEbtiFx8sscIdN4AaABAg,LL2-8RXSYKc,12,11,12,True
UgxdaAhA7UyArHkUuH94AaABAg,gAighJSlw_M,10,9,10,True
UgxdaEg00OktJXRe9ph4AaABAg,uLPNrGdu0W0,6,5,1,False
UgxdaXkFc5G1qiYNd2N4AaABAg,jUehMdNfGrY,9,1,16,False
UgxdbKW-cbE60x6zO094AaABAg,ZAZWYBFipmI,9,8,9,True
Ugxdcf69ugI42Ax0wXJ4AaABAg,isPYt-LQTWQ,13,12,13,True
Ugxddmv_O-bz05knh3N4AaABAg,-2o5S8zfOVg,12,5,1,False
UgxdfD5ONAxas4SRKAR4AaABAg,U7DpZVckWsU,14,13,14,True
UgxdfXZ0JQXXptpaQUB4AaABAg,Lc2D5U4DJew,13,12,13,True
UgxdfmzcsUSuC2kmwQN4AaABAg,QGrCOzSLBSU,3,3,3,True
UgxdgLVnSoyF9VxWs_d4AaABAg,oDilQfCCqTU,12,11,12,True
Ugxdh1iNdpIm2yujCgx4AaABAg,zi1Mkt1Nc8s,8,13,14,False
Ugxdh5SDgnClu1oIL-d4AaABAg,sJI5szeWEBA,1,5,1,True
UgxdhT7avxTF1RawJLd4AaABAg,2hw9XA9qHjA,1,5,1,True
UgxdhjifCbn-P08Y0BR4AaABAg,H51FYrDR5xs,1,5,1,True
Ugxdhnl5DyRPg3c5J0R4AaABAg,bOkQEFi55oU,4,4,4,True
Ugxdi5FBD18sixfTksh4AaABAg,W9ofvoF3GBk,16,1,16,True
UgxdiSPcOZ4hknry7Et4AaABAg,ZAZWYBFipmI,2,2,2,True
UgxdibiNk0OsO19B2N94AaABAg,AGgixk6jaew,5,5,1,False
Ugxdir-5o4lSkasej2x4AaABAg,vIHF3VSKOnA,3,3,3,True
Ugxdj56NHkR_uGLF3s94AaABAg,gzfjlXYjy8g,1,1,16,False
Ugxdj6AZ4LxF9K1daZR4AaABAg,U522et_9P70,16,16,6,False
UgxdjU3Lt7cO9rNbN9p4AaABAg,kGs_biFA87Q,14,13,14,True
UgxdjUjiOlpPkCPkz9d4AaABAg,_UGNgGcwhjs,12,11,12,True
UgxdjWtP9pQsz9SmyKV4AaABAg,GhAKMAcmJFg,6,8,9,False
Ugxdje-4TMvwppVdrr14AaABAg,3hukFwgTFI0,6,16,6,True
Ugxdl5Po9873vF-JnM94AaABAg,3hukFwgTFI0,8,15,8,True
UgxdlNf-nzbl5uBoe214AaABAg,s-41UF02vrU,5,7,5,True
Ugxdldm-q6dx5GW8wax4AaABAg,Genu_Plnp2M,2,2,2,True
Ugxdlvo35q5G0wBkudl4AaABAg,Ou1CjwflZtM,2,2,2,True
UgxdmlnfIzi_ZR4M1Nx4AaABAg,xOUBlKTynes,1,5,1,True
UgxdmtKs_QYtSI4gILV4AaABAg,yABGViMgD5A,4,8,9,False
Ugxdni8iA09jepGIyP14AaABAg,PMIaIUw7nVA,10,9,10,True
UgxdoLbZ3nzY5vlMDIV4AaABAg,WoLG6q1Tfgs,10,9,10,True
Ugxdp9T84lBnsAzv2Et4AaABAg,3tfqdP68umQ,1,5,1,True
UgxdpL8qkuKDxJzRvWZ4AaABAg,HkHozg0ckWY,5,7,5,True
UgxdpVHPKIKkemPP30t4AaABAg,QnFoiUXr4h4,15,14,15,True
UgxdpXteVjCZPdWnbUB4AaABAg,aO9G5lZm95Y,2,1,16,False
Ugxdps97nZKuWqFZkzp4AaABAg,AGgixk6jaew,16,1,16,True
Ugxdq6kYlw1u19wKCa94AaABAg,ZAPNCBbhoqE,2,2,2,True
UgxdqW34UZNvEFxGa754AaABAg,hi5acwuP6FQ,12,11,12,True
UgxdqfC5HW0by32YZu94AaABAg,KIbJ6CBhWoI,1,5,1,True
Ugxdql3c3ZSuKuNGoDZ4AaABAg,YfkMK5GRLG8,4,4,4,True
UgxdqxiKJqVSZQZGx-V4AaABAg,piqCIDw9zoE,3,3,3,True
Ugxdr5JjRYDE_aN1FwB4AaABAg,PKRqplUscbw,13,12,13,True
UgxdrCliQBOf647KNOd4AaABAg,5ScJj0YlUAM,16,16,6,False
UgxdrLXvDIIZo-r_YL94AaABAg,ZUcyMZJ-Jsw,5,7,5,True
Ugxdrb_RU4a0eVmIov54AaABAg,ZAPNCBbhoqE,7,6,7,True
Ugxds1Lpqrj9Zvo-Kwl4AaABAg,irytqcJZSps,13,12,13,True
Ugxds7fdorrrOL6jVad4AaABAg,zMpQ1IJ4bcw,13,12,13,True
UgxdsurBW8QQaNzl7wJ4AaABAg,dDKCCWMXEAM,13,12,13,True
UgxdsvsR-JXFmVBjSnJ4AaABAg,UUalCAU4W8g,2,2,2,True
UgxdtMe0gr7gcwtVuXh4AaABAg,OAok8omYqSY,5,7,5,True
UgxdtNbZrtkqXoazDkl4AaABAg,IKdzI0aVWgM,3,3,3,True
UgxdtU2FYYpcN_PzY1R4AaABAg,R9BfhFEv8fg,1,5,1,True
Ugxdtf-14SFRR0b3GLV4AaABAg,C2WtdSRzq3E,1,5,1,True
UgxdtuE65vfxoE6IOFN4AaABAg,Q3Oufer38ow,3,3,3,True
UgxduPtRecDnDdIWfPR4AaABAg,CPLkXkKwTFM,13,12,13,True
UgxduxYt1wJV59gSXhN4AaABAg,S9s1VWxQ-5o,8,13,14,False
UgxduxbAXkOpLlzeNzt4AaABAg,KRJGh6X073Q,16,6,7,False
Ugxdv6A0_31SaHL6p9h4AaABAg,HkHozg0ckWY,8,15,8,True
UgxdvBbWSA3qsdumBqB4AaABAg,k5cYjwz-I1s,7,6,7,True
UgxdvIJNda3hm6wAnpV4AaABAg,IKe-q2JHORM,9,8,9,True
UgxdwxZY_X8pm9zuLOB4AaABAg,bPe_b87qVUY,1,16,6,False
UgxdxWN0ehqhN4sZjnV4AaABAg,uv75G4ed2dw,10,9,10,True
Ugxdxi27sfUNgm8iiL14AaABAg,khc5R8FXJYg,9,8,9,True
UgxdyKDEglZ4WEpUDp14AaABAg,0pOjJ-w733E,3,3,3,True
UgxdyT9u5unVNVLlZgR4AaABAg,HkHozg0ckWY,1,1,16,False
UgxdyTo56SJmH0r_HR54AaABAg,rcI-xVNGdCQ,1,5,1,True
UgxdyWAJQTO7oJ_ESr94AaABAg,wHkQS5r1D1E,6,7,5,False
Ugxdyp1QPgRB2TYG4TN4AaABAg,irytqcJZSps,3,3,3,True
UgxdzIR-EbBoJ9KY3tl4AaABAg,2Apa2WcG9z0,8,15,8,True
Ugxdzu8yrJazLYd0BcR4AaABAg,o2Y9elh24wc,3,3,3,True
Ugxe-J-hRadAzwkFBSF4AaABAg,BXPR0NUn5fA,10,9,10,True
Ugxe-PJSzM0enCGEQX94AaABAg,Qu_QzO5pF7k,8,15,8,True
Ugxe-TKFDOs7zLaCn6Z4AaABAg,mMgpop0cEoQ,12,11,12,True
Ugxe-rO6se5cgTNiYU14AaABAg,nbafBF8vZj0,12,11,12,True
Ugxe00GyUGEz-B7WmBR4AaABAg,HCo8nWzfFVc,12,5,1,False
Ugxe00pweL9XAg-ndTh4AaABAg,FXXgjvOJcYI,2,2,2,True
Ugxe0F7wcJNAl1VpIFV4AaABAg,2-nc6E1Kvks,6,12,13,False
Ugxe0TrEV798WjgeWTB4AaABAg,xOUBlKTynes,1,5,1,True
Ugxe0ZGkSpfS6rQf4LJ4AaABAg,0RQFr4QRb2s,3,3,3,True
Ugxe0l4yVbcCfKG0-z54AaABAg,yABGViMgD5A,9,1,16,False
Ugxe17ktm3smlbSzbVV4AaABAg,M14wFSDbOCs,10,9,10,True
Ugxe1Lfhl0fL9luoxCV4AaABAg,qyZm66j8QU4,1,5,1,True
Ugxe1UblS9A0sWrWj4Z4AaABAg,fIhlXdk9PFg,1,16,6,False
Ugxe1zh5rBNOnu3KmIR4AaABAg,5sqw7vHwhGU,10,9,10,True
Ugxe2-d7M7Q-1uStjpd4AaABAg,VrKYlQPHfno,7,6,7,True
Ugxe2CD9XwuA1DmYWwp4AaABAg,CPLkXkKwTFM,12,11,12,True
Ugxe2FKZ6KhAtLUlQ8B4AaABAg,tNE5GEePXuk,5,7,5,True
Ugxe2nn0hG3KMoe7Otp4AaABAg,ECQ4ruST6y8,5,5,1,False
Ugxe3SWl20ZwtThXVXR4AaABAg,ApMPs6p2kJk,15,14,15,True
Ugxe3YHqWqgD6IXEP6F4AaABAg,1kz1c-rZsDk,3,3,3,True
Ugxe41NCEiDL_Ejewkh4AaABAg,S9s1VWxQ-5o,1,1,16,False
Ugxe5LG3mmDSc7arbyZ4AaABAg,t6tU37Pcmrw,16,5,1,False
Ugxe7NX0cK2Vj9cMelp4AaABAg,GhAKMAcmJFg,5,7,5,True
Ugxe88IN_teYj2GSGcl4AaABAg,v2QMBU8yS-I,13,12,13,True
Ugxe8GiHxB-ATanislt4AaABAg,ZLKPLqBI6Ow,2,2,2,True
Ugxe9D0CDuHf4sW2EZp4AaABAg,lxZwPhCmQ2w,8,15,8,True
Ugxe9QJ2FAEsDOcRs014AaABAg,Q4iG6O7JEM0,6,13,14,False
Ugxe9Rz_VoNyKIJtMC14AaABAg,gYUegA4y6OE,16,15,8,False
Ugxe9WwfaWswaPvB_4B4AaABAg,twV-c5i0MjM,1,1,16,False
Ugxe9ltFH8oUwSTRC3V4AaABAg,l7Ovl2WoDkQ,13,12,13,True
Ugxe9ophDH2fgffmbKx4AaABAg,qyZm66j8QU4,1,5,1,True
UgxeAc6_05gW0hQh1V14AaABAg,dhpn6yOOOfI,3,3,3,True
UgxeBiU84xDnuluzEuZ4AaABAg,hfQllKuS_no,13,12,13,True
UgxeBtmwTx-6VukAPpN4AaABAg,AN4_mkEfDPE,3,3,3,True
UgxeC-4TXYscHXiS7HV4AaABAg,Csjs2yVVt7A,13,12,13,True
UgxeCAkP5f33uN67P0R4AaABAg,rRqV8BHE8lY,8,15,8,True
UgxeC_wyckrABvQSqZh4AaABAg,RlQjU6gQcFU,13,12,13,True
UgxeDikNCJhy10PgTqx4AaABAg,Tz0W9xCBxS0,10,9,10,True
UgxeEIYE9k40JJ64pbl4AaABAg,7cTCskg8G2I,11,10,11,True
UgxeEMH7jO3v_LHdGGx4AaABAg,rRqV8BHE8lY,8,15,8,True
UgxeFFyJbWGDmwj_H1p4AaABAg,7InXlYbklLU,4,5,1,False
UgxeFiemnukws1SkL9J4AaABAg,NuBYWUFiuww,7,8,9,False
UgxeG2WIRsiQPT4fX0l4AaABAg,GZAce6iz2gg,9,8,9,True
UgxeGEMNA46SotcDVKV4AaABAg,irytqcJZSps,13,12,13,True
UgxeGbOdBCgw7aPMlId4AaABAg,Kz5JbXTo4rM,8,15,8,True
UgxeHYXl2O_DphGliEt4AaABAg,VecErMR29No,7,6,7,True
UgxeI2Z-bcnbF4Hp0d54AaABAg,DcOtQ2PgBTw,9,8,9,True
UgxeIVBmKVsVSF1HFod4AaABAg,jYNufQVIFfA,2,2,2,True
UgxeJHRDUO7iGXSCbQ54AaABAg,7NsZ2d2Oups,6,1,16,False
UgxeJSVgVUJ2IiDcW-54AaABAg,CPLkXkKwTFM,13,12,13,True
UgxeJdYSBk9Or6debvF4AaABAg,3hOY38uOXxE,7,6,7,True
UgxeK6buMgCIrh8hlHd4AaABAg,HeH1B1mmD48,13,12,13,True
UgxeKHoyNWjWzbKch5t4AaABAg,S9s1VWxQ-5o,5,7,5,True
UgxeKWJR1deaYOnydB54AaABAg,SfgTOcclbCY,9,8,9,True
UgxeKsSvTNTCwDSTW7x4AaABAg,QS16O9aYfq4,15,14,15,True
UgxeKwTtr0DUr0cJddl4AaABAg,qNQafR_5ALk,16,16,6,False
UgxeL24YapOlrfHbtrN4AaABAg,3hukFwgTFI0,6,5,1,False
UgxeMnUN-BHITkPsfAR4AaABAg,XNfUB8lWLAc,6,13,14,False
UgxeN0D0e_gBHPxKOrF4AaABAg,Ou1CjwflZtM,13,12,13,True
UgxeO-h2nHZi8Wih9Zx4AaABAg,GnZIHwdO--0,6,15,8,False
UgxeO5I5Cxa19cUWGy54AaABAg,jYNufQVIFfA,2,2,2,True
UgxeODNeWtPN8L_YjmZ4AaABAg,rRqV8BHE8lY,8,8,9,False
UgxeOIJSsV-5pPk-mRR4AaABAg,lxZwPhCmQ2w,16,1,16,True
UgxeOPyZlesevjqBvRJ4AaABAg,bsJkMuMDy_c,5,7,5,True
UgxeOWN63JxFd3VQE4d4AaABAg,t6tU37Pcmrw,1,1,16,False
UgxePH1aEEqkqndBUUB4AaABAg,3zUMOblSJ60,1,16,6,False
UgxePuBmZpsC2X1uvwx4AaABAg,H51FYrDR5xs,13,12,13,True
UgxeQtrglf7mfaW-WBd4AaABAg,gLFH0GvBLlA,8,15,8,True
UgxeR34w9C_82T7LcC54AaABAg,PHeTx5sGL3A,3,3,3,True
UgxeR4Z4JbU5Xs7brmd4AaABAg,jYNufQVIFfA,2,2,2,True
UgxeRRrwSvBkZP_mQr54AaABAg,zi1Mkt1Nc8s,14,13,14,True
UgxeRkW8dyt-7vLioCd4AaABAg,QFbx7qhqOqc,9,8,9,True
UgxeRsM51ZhjI1Zk2Kp4AaABAg,7dhfqmm_c2M,2,2,2,True
UgxeSJ6fCFj4eHUVFEZ4AaABAg,kGs_biFA87Q,10,9,10,True
UgxeScEz8NlcTtyCgcV4AaABAg,ECQ4ruST6y8,5,5,1,False
UgxeT-fUhOnUyXsNdL14AaABAg,ATk1fx_N_qc,7,6,7,True
UgxeT-kPOq4WgdH0JiN4AaABAg,iD1U6Q47yLU,1,5,1,True
UgxeT452V6c5_N3ZNB94AaABAg,VwUjkSjllPs,9,12,13,False
UgxeTGXBTwK8wCEzTUB4AaABAg,hkO-YNve2uE,1,5,1,True
UgxeTj2Cig3oQ-1Chf14AaABAg,kGs_biFA87Q,7,6,7,True
UgxeU4tqLJAp3Fe-0-V4AaABAg,yV2Jv3fPq9k,13,12,13,True
UgxeVUSGWoH6xRdLMxl4AaABAg,o2Y9elh24wc,6,1,16,False
UgxeXliDGLpANWtkLXV4AaABAg,zSxyUFLwFbc,12,9,10,False
UgxeY2MFwFlKTUYBWbl4AaABAg,bPe_b87qVUY,12,11,12,True
UgxeYkQPJVVunVt7qAB4AaABAg,QLGANlbqIFY,5,7,5,True
UgxeZ-MgltXpH8CkIOZ4AaABAg,S9s1VWxQ-5o,10,9,10,True
UgxeZ5b1pILBxEskHmZ4AaABAg,35kJvNW81pU,2,2,2,True
UgxeZKbpeYKr4FnVK7J4AaABAg,LXVmZhiyUQc,5,7,5,True
UgxeZVrmFEaBHlXPT3V4AaABAg,rwlpCrjKLdk,9,8,9,True
UgxeZbbDVPeUT7Gstpx4AaABAg,a-7WxFMzgGE,1,5,1,True
UgxeZfW-7-6ihwvnS4J4AaABAg,CMOxXJpMJyg,12,11,12,True
UgxeZjVJr_8wWqqsy714AaABAg,QWkP4P7lUMA,5,7,5,True
Ugxe_LO4SWauKtRIC9l4AaABAg,yV2Jv3fPq9k,12,11,12,True
Ugxe__vX5KembavtlwR4AaABAg,bOkQEFi55oU,3,3,3,True
Ugxe_oWm2OU3bz-QmpB4AaABAg,wN34zF7e4J8,13,12,13,True
Ugxea9xpQYVkkjyAYWp4AaABAg,Q3Oufer38ow,3,3,3,True
UgxeaOuB4KE17Rg-sCx4AaABAg,7NsZ2d2Oups,16,5,1,False
UgxeaWwYA3ZdwBiIPsJ4AaABAg,IxSsOEGs3SU,8,15,8,True
Ugxeanm0f-5YdBlh6sZ4AaABAg,Lc2D5U4DJew,12,11,12,True
UgxecXCToUmLAsI4OTt4AaABAg,ge6pQeFlj3k,4,4,4,True
UgxecYeKK40bjMXu4L14AaABAg,7gbaiLf_6dA,3,3,3,True
UgxecfkdF_UdMFwHlB54AaABAg,0zASbMENdCk,5,7,5,True
Ugxeds9lhoBjvb1zUlh4AaABAg,ZUcyMZJ-Jsw,5,7,5,True
UgxeduQu6_YFhMNHCR54AaABAg,IK8e7fJPsBs,12,11,12,True
Ugxedzjp2ym7RJ83ah94AaABAg,IH7pXvIhHHE,15,14,15,True
UgxeeS-FZxvo-rk-J0d4AaABAg,Q3Oufer38ow,1,1,16,False
UgxeedK6eF0AOmC2_tl4AaABAg,tUWJTF9nyaQ,2,2,2,True
Ugxeer8J6vKj4-SKcJR4AaABAg,bOkQEFi55oU,9,1,16,False
UgxeetRd9oN-BOAitqh4AaABAg,Yccegy0HeLk,6,1,16,False
UgxefQAYvh3iIZMmKVV4AaABAg,7fFlhX-8mv8,6,16,6,True
UgxefrcjJByokU29Vh94AaABAg,ZInm0mt0pXQ,1,5,1,True
UgxegHC_TK3WM02JzAZ4AaABAg,0IvGe4JZLSU,5,5,1,False
Ugxeh9yluUA1RwOt3P54AaABAg,OWALq8C5Wkg,10,9,10,True
UgxehGxG9UYwF7UTIR94AaABAg,tNE5GEePXuk,12,5,1,False
UgxehqI690Q8yauehrh4AaABAg,-vEJ_fthQFk,16,12,13,False
UgxeiFO2CWOSKQXkjAB4AaABAg,zmYtFOSPx2o,13,12,13,True
UgxeiIfVamF5P3z0qsd4AaABAg,wnnwGVBwwvQ,5,7,5,True
UgxeiYqHKjzrRrhskFx4AaABAg,kGXwcm6_ZMU,9,8,9,True
UgxeiqAKQcvcco8k2B14AaABAg,uLPNrGdu0W0,3,3,3,True
Ugxek4Dxm1GbNbxCYkl4AaABAg,sSDytAtzk0U,7,6,7,True
Ugxel237dB6ijpD7HM14AaABAg,dIPM5yk2u38,12,11,12,True
UgxelMVO0MdUrY4dm8t4AaABAg,sSDytAtzk0U,14,13,14,True
UgxelrZvADMufiDNjVN4AaABAg,M5tyd3ayt80,12,11,12,True
UgxemDPrPh24xuW4SWh4AaABAg,VfUa4ljGbZ4,1,16,6,False
UgxenGicZ5s-MrYIaUZ4AaABAg,s93KLWSSZMk,3,3,3,True
Ugxeo7OBJCM9H_6Npsh4AaABAg,rwlpCrjKLdk,6,4,4,False
UgxeoAQ_CM5Ecz1J9QV4AaABAg,fh_KDoj2Qm8,1,5,1,True
UgxeoGzvJiHe8z5Qy194AaABAg,v9SmB5OnGb4,1,15,8,False
UgxeoicGkRIt0WwA1Cd4AaABAg,Lc2D5U4DJew,16,5,1,False
UgxepGj2erspiGM5NYB4AaABAg,y-hTezLY-PI,9,8,9,True
UgxepJcAYwosUdYpOuB4AaABAg,d2EKWKlszwE,3,3,3,True
