comment_id,video_id,inclusive_topic_number,raw_sensitivity_topic_number,mapped_sensitivity_topic_number,same_dominant_topic_after_mapping
UgwNH21YOdSmDXHms654AaABAg,jYNufQVIFfA,16,10,11,False
UgwNH5_V7_SoyQefMtV4AaABAg,kGXwcm6_ZMU,12,11,12,True
UgwNIpv_uRbuYRi3S-d4AaABAg,kGs_biFA87Q,1,5,1,True
UgwNJFQeo8spHA1W75t4AaABAg,mobbhOH5teg,11,10,11,True
UgwNJNty0F7Lq5EyRZR4AaABAg,7NsZ2d2Oups,6,5,1,False
UgwNKU3ovAWWd2k21Nt4AaABAg,H51FYrDR5xs,1,5,1,True
UgwNKot_5pzRcGF5_nB4AaABAg,q7aV7ZxiHGE,15,14,15,True
UgwNKpBg9tAmHRSi1rt4AaABAg,tbq6uZ9Y0nQ,6,5,1,False
UgwNKpFcSKTaMZHoJRp4AaABAg,H51FYrDR5xs,13,12,13,True
UgwNKyZNXzh6ILCA9rd4AaABAg,xc_BbbMi1cg,5,7,5,True
UgwNLDxRagodQ5kwDPh4AaABAg,vc97-IzjLFc,10,9,10,True
UgwNLqRDs8HLMOz5tRx4AaABAg,0EQ-pJmPZ-M,3,3,3,True
UgwNM9IabFyrH37kIT14AaABAg,ttO04DVW3V0,5,7,5,True
UgwNMEatijJ6fPByUsp4AaABAg,IbQjqDJ2Vuo,9,8,9,True
UgwNMd2ixnVwXFmunl14AaABAg,rH_Gb-4aGLs,9,8,9,True
UgwNNYrezrOBqTJjIQx4AaABAg,ZAZWYBFipmI,2,2,2,True
UgwNOS6EGEXG6g3B5WR4AaABAg,bOkQEFi55oU,7,6,7,True
UgwNOgr3RAZUYTUeLIN4AaABAg,dULHUbLsRGY,6,16,6,True
UgwNPRO1Dym0DDSM07d4AaABAg,K6HR2ftXFss,15,5,1,False
UgwNPlTzufSJy3mnB-14AaABAg,wnnwGVBwwvQ,3,3,3,True
UgwNQ4UvgKwrrawakdd4AaABAg,jKiXJOX4ol8,16,3,3,False
UgwNQO9BWgoQNraLMPt4AaABAg,SL4dmdY23J8,7,6,7,True
UgwNQrZ1qE02khgrmqp4AaABAg,FXXgjvOJcYI,12,14,15,False
UgwNRGsEepcb076g-Ix4AaABAg,k5cYjwz-I1s,9,8,9,True
UgwNRU2cOKWCa_8YQt94AaABAg,bPe_b87qVUY,11,10,11,True
UgwNRxZjAXX3r4F1iYJ4AaABAg,-l7CAxBeJ50,14,5,1,False
UgwNSVJZkVTPOuYziVZ4AaABAg,U522et_9P70,12,11,12,True
UgwNSbaYM8sTgQd_cjN4AaABAg,o2Y9elh24wc,9,8,9,True
UgwNT03oVXpB-P2g_fp4AaABAg,OZvrTuhJhXs,8,4,4,False
UgwNTEwkENPAjrXGwnB4AaABAg,xc_BbbMi1cg,7,6,7,True
UgwNT_x5zXrXQzTlHYp4AaABAg,0oDLwBZurp8,13,12,13,True
UgwNUL-QMdMFAkQXUD94AaABAg,IKe-q2JHORM,2,2,2,True
UgwNUMxoIIm1KqbQkI94AaABAg,LL6YhT_HkIY,6,1,16,False
UgwNVGyuQ_EyZe6q33V4AaABAg,VgFfjRUQ24o,6,1,16,False
UgwNVs6Nu6X3W04AuTl4AaABAg,SL4dmdY23J8,5,5,1,False
UgwNWDsN1b_8ip031oB4AaABAg,cFDQ7rqytYY,4,4,4,True
UgwNWOnBkV1PNLAxBzB4AaABAg,l7Ovl2WoDkQ,9,8,9,True
UgwNWh0thvc-xpMirR54AaABAg,rts76dCbozc,16,1,16,True
UgwNWmr0bJQp8ym619J4AaABAg,yet8iiCtbsw,11,9,10,False
UgwNXexDidgSin_AjC54AaABAg,ZruXLnqBd-Y,4,4,4,True
UgwNYU4pWtieOCWpvw94AaABAg,rXJDwjkoEkQ,10,9,10,True
UgwNYaepKYO8eHtS9-B4AaABAg,DcOtQ2PgBTw,6,4,4,False
UgwNYloCN9H5APZo5Hd4AaABAg,LC8RkysGVwY,13,12,13,True
UgwNZBhQMk-K_lhVfIt4AaABAg,0oDLwBZurp8,6,12,13,False
UgwNZd9UTwpP4rQHVAl4AaABAg,aDEs0X52xZw,1,5,1,True
UgwNZzGbq3HfLHhh5RR4AaABAg,b5mJFU-jXA0,4,4,4,True
UgwN_ZONPygtsHfqKJR4AaABAg,L2Hy1IhQ17s,4,12,13,False
UgwN_b6iirKtEt2erZ14AaABAg,zaaaVfjdYnQ,1,5,1,True
UgwN_vGfTMMSMLiC6MZ4AaABAg,pWicJ2PYQF8,10,9,10,True
UgwNaROQPIQuFjEAUCt4AaABAg,IUhFxJlKbXU,5,7,5,True
UgwNaVxKr09kj4wGfP14AaABAg,vG-K5TDYYNA,14,13,14,True
UgwNb7_w3hQ1CA058Np4AaABAg,k5cYjwz-I1s,4,4,4,True
UgwNdNHrqohYeCJilrl4AaABAg,bPe_b87qVUY,7,6,7,True
UgwNdVfF8x-YvMYgrc94AaABAg,qyZm66j8QU4,16,16,6,False
UgwNe2wTyh2DkXjaYvt4AaABAg,ZUcyMZJ-Jsw,8,15,8,True
UgwNe8TBSSSpvV3Raeh4AaABAg,8ZrzGjXTRAo,10,9,10,True
UgwNf6qMMIXoKfmfwAl4AaABAg,O2xQjzYs5M4,13,12,13,True
UgwNfQP5W_2yXl213xd4AaABAg,ZUcyMZJ-Jsw,13,5,1,False
UgwNfbGZTdsldBh3gtZ4AaABAg,FsFTsrfhBug,15,14,15,True
UgwNg2Fb06HS5eJfBqp4AaABAg,Ou1CjwflZtM,6,5,1,False
UgwNgaAYbKSTDlqmv014AaABAg,vvjCUeRETA4,5,7,5,True
UgwNhC8Lq_W7rBk1KOZ4AaABAg,CXebZiR5TYc,3,3,3,True
UgwNhLpVApGJxYXk8R54AaABAg,rH_Gb-4aGLs,12,5,1,False
UgwNhcAzfHCx_cqfHVV4AaABAg,qhWHoDqH2TA,7,6,7,True
UgwNi40BPQrXlnc1-HR4AaABAg,SL4dmdY23J8,5,5,1,False
UgwNi9A77qE2PPHyUWh4AaABAg,8k0MP7PNJW0,4,4,4,True
UgwNiYLesqLUvKh9V_N4AaABAg,khc5R8FXJYg,10,9,10,True
UgwNiqahuGzJ-4oeXah4AaABAg,tNE5GEePXuk,12,5,1,False
UgwNiraoIXQvUdUxLV54AaABAg,lUYZDxtd3z0,16,5,1,False
UgwNjcCyNi1vhOvav5x4AaABAg,IQAS48p97kM,16,1,16,True
UgwNjdrRHj6PW-nXso14AaABAg,iJasoJI6j-0,14,13,14,True
UgwNkKfvYLw77m-XbPp4AaABAg,yuxWDCRwIuc,4,4,4,True
UgwNkbZqxd-zQ1_rQ5N4AaABAg,t6tU37Pcmrw,12,11,12,True
UgwNkrCoczXyM6qB--h4AaABAg,HkHozg0ckWY,5,7,5,True
UgwNlAsh-ob2lWXWhMt4AaABAg,9OFpzKn0cq4,7,6,7,True
UgwNmbuSnTx-x2iFgEJ4AaABAg,Af6aaUyMc3E,14,13,14,True
UgwNmreHtzrGW35rI014AaABAg,k5cYjwz-I1s,6,5,1,False
UgwNnm1X5BRoeOIgMgB4AaABAg,FH0U8hehXr8,7,6,7,True
UgwNoBoBT0Cc2HwlWsl4AaABAg,RqJ9Kg2ZtO8,5,7,5,True
UgwNoN25wAhvZfNf6r54AaABAg,o2Y9elh24wc,3,3,3,True
UgwNoZqHs0Si0uHABth4AaABAg,QGrCOzSLBSU,6,16,6,True
UgwNq2cIgcw1vtogINt4AaABAg,zmYtFOSPx2o,11,10,11,True
UgwNqjb-qla4BjTJrjR4AaABAg,wnnwGVBwwvQ,9,8,9,True
UgwNrWoPmEG3k2LbO_F4AaABAg,OAok8omYqSY,5,7,5,True
UgwNrePvb8IsMM32V114AaABAg,QGrCOzSLBSU,1,1,16,False
UgwNrnQafkJv7tiWT6t4AaABAg,zmYtFOSPx2o,12,11,12,True
UgwNs-1l3WlHek_74-J4AaABAg,UG7qWFqYQGU,3,3,3,True
UgwNs6fsFz9L_92Im0d4AaABAg,wnnwGVBwwvQ,5,7,5,True
UgwNt1AQSVzYSl4PmUp4AaABAg,rXJDwjkoEkQ,13,12,13,True
UgwNtHfdADYkuq27QA94AaABAg,iDMZz4HIURw,2,2,2,True
UgwNtanqkxBxmm26tiB4AaABAg,GhAKMAcmJFg,12,5,1,False
UgwNtcY3JP4cS4BPEyB4AaABAg,Ou1CjwflZtM,13,12,13,True
UgwNtoLOhgJ6__fyiJt4AaABAg,ZUcyMZJ-Jsw,8,15,8,True
UgwNuPBjM38YgqwsRm94AaABAg,OAok8omYqSY,5,7,5,True
UgwNueEIAUZWZp2y5iN4AaABAg,qmWRN3Ob1Po,5,7,5,True
UgwNv46cfTUkf3_YrT54AaABAg,IKe-q2JHORM,13,12,13,True
UgwNv8QzINqvqHugPLx4AaABAg,U-hVUczzlL4,3,16,6,False
UgwNvM62niKPXqCGmhN4AaABAg,UdxFFvSvbnU,6,5,1,False
UgwNvuRod4yyOjSwcVZ4AaABAg,HEbAISvrOpA,10,5,1,False
UgwNvwE21xuIqJMk0t14AaABAg,LL6YhT_HkIY,16,3,3,False
UgwNvyaEoWcBwhYdPCR4AaABAg,1N_ZsLrfUJM,8,15,8,True
UgwNwe1ig5q_ntXeiK54AaABAg,1nQ7k_X2aXA,5,7,5,True
UgwNwkDrSqUrGQuB2W94AaABAg,AN4_mkEfDPE,7,6,7,True
UgwNyEodELeyU6Pmno54AaABAg,PHeTx5sGL3A,8,15,8,True
UgwNyMdPlD2LEiiaP8N4AaABAg,qmWRN3Ob1Po,4,4,4,True
UgwNzQTAv7zREqgh0AF4AaABAg,M5tyd3ayt80,12,11,12,True
UgwNzilKvnWmiDZcayN4AaABAg,0oDLwBZurp8,12,5,1,False
UgwO-wj2wX10ZrQ_JmV4AaABAg,IQAS48p97kM,8,15,8,True
UgwO0ItiMetsMOKLK5J4AaABAg,HCo8nWzfFVc,1,5,1,True
UgwO0UjcXUBCSqvH_2N4AaABAg,e1ud10npF_w,4,1,16,False
UgwO0dEkzokdF_VHgFp4AaABAg,LXVmZhiyUQc,12,11,12,True
UgwO1j-K1OljxfNpYud4AaABAg,eXzGATVdFV0,1,16,6,False
UgwO1xvkkn45-2mVLHd4AaABAg,63bv_a9jOBs,15,14,15,True
UgwO26JNKODkfQ8iPfB4AaABAg,AXamAjE0juw,6,5,1,False
UgwO3XxB3d1TVoUKZ6J4AaABAg,QS16O9aYfq4,10,9,10,True
UgwO3tlc_NlgdQkd81B4AaABAg,zmYtFOSPx2o,13,12,13,True
UgwO40rvTRVs3N5Nqf94AaABAg,i41oW85zPm8,3,3,3,True
UgwO4K9ijZ-3ql7j3z54AaABAg,FXXgjvOJcYI,6,3,3,False
UgwO4S7Kcq_80_w9dPZ4AaABAg,yeB1kChoODM,13,12,13,True
UgwO4seXozD1AcM8l514AaABAg,MwDCWACcfVA,8,15,8,True
UgwO6hhNMSLgehmNvTR4AaABAg,kGs_biFA87Q,8,15,8,True
UgwO6uDzFpNpoblfDUd4AaABAg,xGgVv_f7NzY,5,5,1,False
UgwO75X-830BvmK3jTB4AaABAg,HW4iyMnblZ8,8,4,4,False
UgwO7PtVlECCaysohX54AaABAg,SkF1U4vrlhU,1,5,1,True
UgwO7zPPHl--JQeS3P94AaABAg,qNQafR_5ALk,15,14,15,True
UgwO8IFR6_8K5_PZpvB4AaABAg,zg9IM061rbU,4,4,4,True
UgwO94wlZsRhlqLNXV94AaABAg,0IvGe4JZLSU,5,7,5,True
UgwO9Yz8SdrZIjfgbcp4AaABAg,NZNyK7W8yKI,7,6,7,True
UgwO9zUzx3YjQPpK2UR4AaABAg,UUalCAU4W8g,15,14,15,True
UgwOAqQwgQKpTuh2VXB4AaABAg,e2ZOcJf1smo,16,3,3,False
UgwOAvjvBHQAQW_piJh4AaABAg,s-41UF02vrU,5,5,1,False
UgwOBBBzWJlhpCvLR5Z4AaABAg,qNQafR_5ALk,1,5,1,True
UgwOBE_2YFBesJGx8HN4AaABAg,LMOqxyZPivQ,12,11,12,True
UgwOBRDr1Ne_Q9msTCF4AaABAg,VfUa4ljGbZ4,4,4,4,True
UgwOBYtWviA7VgALyQx4AaABAg,ZAZWYBFipmI,2,2,2,True
UgwOCbK3BhukIXHwTQt4AaABAg,tmFCAH9pCg8,1,16,6,False
UgwOD5L11mYwhyuCmtZ4AaABAg,95YJjFOKDOY,14,13,14,True
UgwODlCr7qJsohL4Xa54AaABAg,e2ZOcJf1smo,12,11,12,True
UgwODu4ipXtLdsZpze14AaABAg,6Yu4RpcH2Tc,4,4,4,True
UgwOE2Ri5-zvu71PuwN4AaABAg,LMOqxyZPivQ,3,3,3,True
UgwOFL1ob96zp3iATJh4AaABAg,PMIaIUw7nVA,4,4,4,True
UgwOGKw_5PvEXFziwA14AaABAg,Z6KHUCQD8Pc,4,4,4,True
UgwOGo4b6QqtI65UrYJ4AaABAg,DSCWGAE1BVQ,15,14,15,True
UgwOGx_UmPxQpShMRqh4AaABAg,zVi2ltsJs8U,15,14,15,True
UgwOHEvEHLFr3ZF-IT54AaABAg,zg9IM061rbU,6,16,6,True
UgwOHIOy-jtnRSNaEWd4AaABAg,S9s1VWxQ-5o,12,11,12,True
UgwOHzKXfWlnm-nTOiF4AaABAg,Smyw6phvDHs,5,5,1,False
UgwOIt3eqyhz36DTS9R4AaABAg,uLPNrGdu0W0,1,5,1,True
UgwOJFszc2KHZvE4Oxx4AaABAg,uLPNrGdu0W0,16,1,16,True
UgwOJY534mxfEXlX4_t4AaABAg,GnZIHwdO--0,8,15,8,True
UgwOKtmMVlBhwguN7b54AaABAg,FsFTsrfhBug,2,2,2,True
UgwOLGTxNa9BC-sJnS54AaABAg,oDilQfCCqTU,12,11,12,True
UgwOLqe9SSyAbQM2iVN4AaABAg,A21p0LBHuHA,7,6,7,True
UgwOM9K1qn3JQxLue4B4AaABAg,HkHozg0ckWY,6,3,3,False
UgwOMRuTjvAByWI4lLt4AaABAg,ATk1fx_N_qc,9,8,9,True
UgwOMT7GD3h2oRVlvqV4AaABAg,UG7qWFqYQGU,16,1,16,True
UgwOMeyIAppeGb0Jw7B4AaABAg,dIPM5yk2u38,13,12,13,True
UgwOMheyYZcrn1iWj9t4AaABAg,e1ud10npF_w,5,7,5,True
UgwON5il4RpGIEIswYl4AaABAg,rXJDwjkoEkQ,16,12,13,False
UgwOOdN55uXa8WQxRdd4AaABAg,tyTT9jNfnc8,3,3,3,True
UgwOOsvL73eO-w9bOu54AaABAg,EjAU_-7NRpM,13,12,13,True
UgwOP8LSbuZRPU3GP8N4AaABAg,6Yu4RpcH2Tc,16,12,13,False
UgwOQ-9WQaW7ysWw_Cl4AaABAg,qyZm66j8QU4,1,5,1,True
UgwOQbuC8bGyNHfVhdh4AaABAg,YvA526jJD50,7,9,10,False
UgwOQkA5yCJLBUe8YXp4AaABAg,NnTpTE9r0sM,1,5,1,True
UgwOQpTqqQrklE8-9u14AaABAg,H51FYrDR5xs,13,12,13,True
UgwOQruyZgCWCrxpwZx4AaABAg,wN34zF7e4J8,8,16,6,False
UgwOR5C0OBUorQocfUx4AaABAg,UCGpRpKKGV8,9,8,9,True
UgwOSIwl7zybg3_8YtB4AaABAg,FXXgjvOJcYI,16,2,2,False
UgwOSW7Mn1tHJmSN_jV4AaABAg,tNE5GEePXuk,5,7,5,True
UgwOSlJlDEsUs6PfaMR4AaABAg,C5lPpLUw-Ts,1,1,16,False
UgwOT30ZISNmhwJmvOV4AaABAg,ZInm0mt0pXQ,10,9,10,True
UgwOWosTCbOsuZdIPCN4AaABAg,ygdC9eB-QEw,12,11,12,True
UgwOWoy9nhxM4yE6eWl4AaABAg,I7GD0MB8SzY,16,12,13,False
UgwOXBcpP2iJN7Fil4V4AaABAg,KIbJ6CBhWoI,12,11,12,True
UgwOXb5FExxPioNOEhh4AaABAg,irytqcJZSps,3,3,3,True
UgwOY0tKAi8OyUIhYkN4AaABAg,QWkP4P7lUMA,6,5,1,False
UgwOY9twZBg-wcsZFR14AaABAg,Ou1CjwflZtM,15,14,15,True
UgwOYeeZQyoJ7DbQxXF4AaABAg,2Apa2WcG9z0,1,5,1,True
UgwOYgAqVjgF924xe9h4AaABAg,gLFH0GvBLlA,8,15,8,True
UgwOYq9vLHdNFr8tHwZ4AaABAg,bOkQEFi55oU,8,15,8,True
UgwO_-TFOa0zFswJR0x4AaABAg,2Apa2WcG9z0,8,16,6,False
UgwO_s7h8h67o-yQOEF4AaABAg,wHkQS5r1D1E,10,9,10,True
UgwO_xK3yb3dUQlUV5V4AaABAg,AXamAjE0juw,5,7,5,True
UgwOaA2jz7haQF8eJpV4AaABAg,7n2L5g4Z3i8,12,5,1,False
UgwOaWKW81Mz2Bo9WV14AaABAg,LL2-8RXSYKc,1,5,1,True
UgwOabywMl6UlmzcVqp4AaABAg,yet8iiCtbsw,11,10,11,True
UgwObYJJjfb2JxgBRbZ4AaABAg,KxHcu7JvZwk,5,5,1,False
UgwObaNqyi-58SfmPQZ4AaABAg,QLGANlbqIFY,5,7,5,True
UgwObtjT8Zurh-cwjHR4AaABAg,5ftY0QMe2qY,12,11,12,True
UgwOc1cxqWm6QDQTE554AaABAg,0sVRsjU8PlA,12,11,12,True
UgwOcDtNZfEzrZmlYax4AaABAg,XSDrjycpU6s,3,3,3,True
UgwOcgVcdNM0cD1RiEB4AaABAg,tyTT9jNfnc8,12,11,12,True
UgwOd6vD3M35XYlcZlR4AaABAg,yABGViMgD5A,11,10,11,True
UgwOd821ISX_XxMYy7h4AaABAg,yV2Jv3fPq9k,6,4,4,False
UgwOe4yYeOju4Wq-FCR4AaABAg,qyZm66j8QU4,12,11,12,True
UgwOeDZYibiXtbN8z9N4AaABAg,iDMZz4HIURw,1,5,1,True
UgwOeOKqbC-cVjnFkVp4AaABAg,Qf_30U_Erno,2,2,2,True
UgwOe_kmltf9FoRwR6x4AaABAg,Q3Oufer38ow,3,3,3,True
UgwOfetSobcsmn1oHO14AaABAg,0oDLwBZurp8,2,2,2,True
UgwOfkJ3gpYvU3GP7GR4AaABAg,0pOjJ-w733E,2,2,2,True
UgwOfn76I5VD1nszihl4AaABAg,C0mLHcIEcEs,13,12,13,True
UgwOfxJ01e7z2o-BIUV4AaABAg,Yccegy0HeLk,6,5,1,False
UgwOgIfBbDdgHRRCVPR4AaABAg,VrKYlQPHfno,7,13,14,False
UgwOgU7qmDWDtt8tQBF4AaABAg,1N_ZsLrfUJM,4,4,4,True
UgwOgWNcDyTPYvSBe0R4AaABAg,YsVCTGRR7fc,10,9,10,True
UgwOgfhn30lzrI86AHV4AaABAg,WBrL9153zJQ,8,15,8,True
UgwOhaVIriVRYtJuCcd4AaABAg,UdxFFvSvbnU,1,5,1,True
UgwOhnCG4pc6Zi_afCh4AaABAg,-2o5S8zfOVg,3,3,3,True
UgwOi7WSVy8iXr2n9p94AaABAg,jEBzGn4AsGg,12,11,12,True
UgwOiJnGApD0mIj_kLZ4AaABAg,Fp4OMhIYzHg,16,9,10,False
UgwOij3z1H456jm6nZF4AaABAg,35kJvNW81pU,2,2,2,True
UgwOj-Na-tjOcQDXjsh4AaABAg,GnZIHwdO--0,8,15,8,True
UgwOjSUpZJrjhl1W7qd4AaABAg,3bRxyGXEX3c,7,6,7,True
UgwOjsFuH3N8JvIqfY94AaABAg,1nQ7k_X2aXA,5,5,1,False
UgwOkz-tOM1Yvw17lDR4AaABAg,xWRLCWmqT50,15,11,12,False
UgwOlHcSXFBQ7lqrHx94AaABAg,KxHcu7JvZwk,5,7,5,True
UgwOn7rSEE0gTVkg8ul4AaABAg,zmYtFOSPx2o,16,5,1,False
UgwOnURg10MiJT7BHdN4AaABAg,KH1U2gLK8Y8,10,9,10,True
UgwOnXDAEIJ8mgQprjV4AaABAg,yV2Jv3fPq9k,12,11,12,True
UgwOnfqCzXqhb304k2J4AaABAg,JlQ16FEl4zI,1,5,1,True
UgwOnhqRHePQsBFV4kp4AaABAg,IKdzI0aVWgM,1,5,1,True
UgwOniz6R7rs86vaMxV4AaABAg,7dhfqmm_c2M,1,12,13,False
UgwOoPUzyXYCkoW-YsZ4AaABAg,xWRLCWmqT50,12,11,12,True
UgwOq523t2tdre7-fd94AaABAg,FsFTsrfhBug,12,11,12,True
UgwOqpXt_SwKAdxPG8Z4AaABAg,zRdPLYCI6Cs,11,10,11,True
UgwOrBCyIMU6clFgOrJ4AaABAg,dULHUbLsRGY,6,5,1,False
UgwOrDTobMZagmbMpf14AaABAg,UzERzNahYXM,12,1,16,False
UgwOrTUiGFHZJ1i1jV14AaABAg,dkDNu05ta6k,5,7,5,True
UgwOrVz_e11OJAc_sLZ4AaABAg,gLFH0GvBLlA,8,15,8,True
UgwOrm9SYnVaKFCpdKh4AaABAg,xc_BbbMi1cg,8,15,8,True
UgwOsli6jUc7jxgjpTN4AaABAg,bkdJSA0o-3s,15,14,15,True
UgwOthi8lVzx6VVdY9F4AaABAg,ZLKPLqBI6Ow,2,2,2,True
UgwOtzJ4DIcI9J8einR4AaABAg,2hw9XA9qHjA,1,1,16,False
UgwOuLZKxvdodETgxhR4AaABAg,s-41UF02vrU,5,5,1,False
UgwOuT3_nA8HS27Cew54AaABAg,K6HR2ftXFss,13,12,13,True
UgwOux8PyCDM9NI6yhl4AaABAg,5RyDxZLA8b8,10,9,10,True
UgwOwT7zzHYeHcVvb9x4AaABAg,uLPNrGdu0W0,6,5,1,False
UgwOwYY1uEsPPNYFEjF4AaABAg,1mJkjrwxdP4,14,13,14,True
UgwOwd71ToZ6hUO9GGB4AaABAg,QS16O9aYfq4,7,6,7,True
UgwOwofD6gXe6HQ1L994AaABAg,VpuN9xsWXAo,12,1,16,False
UgwOxO_NoutaxCiGPt94AaABAg,GZAce6iz2gg,11,9,10,False
UgwOxcxVfA65HNXnQM14AaABAg,GbWrO6QN_qw,2,2,2,True
UgwOxgLaZw7WypSbPxZ4AaABAg,kwVleBvWH64,12,11,12,True
UgwOz7270B4p_9zt9lh4AaABAg,5dCCntGj1wM,6,5,1,False
UgwOzaT2hMgOBTY6fTV4AaABAg,3zUMOblSJ60,12,5,1,False
UgwOzcE0e0-9Bl6LUEx4AaABAg,HCo8nWzfFVc,1,5,1,True
UgwOzefZMjBdIYXKyFl4AaABAg,V6lZXjRR-1k,16,1,16,True
UgwOzfOmT_LQ3ExIsVZ4AaABAg,ZTc2q376Xnk,4,4,4,True
UgwOzv3lr4OMosvGkzJ4AaABAg,hkO-YNve2uE,10,9,10,True
UgwOzyxzzQ5v0l6cbTN4AaABAg,jYNufQVIFfA,16,1,16,True
UgwP-7Kq2yhXbywsBuV4AaABAg,8k0MP7PNJW0,3,3,3,True
UgwP-AqELck1ToqXb8V4AaABAg,xWRLCWmqT50,12,11,12,True
UgwP-Kg9m3g9weS0g6d4AaABAg,3zUMOblSJ60,1,5,1,True
UgwP0DOU4KNr9j1Gzo94AaABAg,3hukFwgTFI0,8,15,8,True
UgwP0HI4wvy6kemupSh4AaABAg,VQ0Oxell0XE,14,13,14,True
UgwP1JxvqmjcRZZOaUV4AaABAg,yABGViMgD5A,10,9,10,True
UgwP2-_qqoFSRHiWpW54AaABAg,7InXlYbklLU,13,12,13,True
UgwP2OKxDouf8ciNQCF4AaABAg,3zUMOblSJ60,12,16,6,False
UgwP2PZKpqqwXyWI62h4AaABAg,l7Ovl2WoDkQ,13,12,13,True
UgwP2Psbk7n_sQrmryp4AaABAg,s-41UF02vrU,16,9,10,False
UgwP3B-hifTH4CkTc_F4AaABAg,QFbx7qhqOqc,5,7,5,True
UgwP4Tg43KKiWovPsIx4AaABAg,X4mVaCMoirM,4,4,4,True
UgwP5DLjyGhs8eOzEzV4AaABAg,bXwBhG3EI-g,6,13,14,False
UgwP5XWTzX_FctkyGcF4AaABAg,ZAPNCBbhoqE,13,12,13,True
UgwP5Y861BoRMtwq0Vx4AaABAg,RlQjU6gQcFU,3,3,3,True
UgwP5o5s79od1997Mhx4AaABAg,s-41UF02vrU,6,3,3,False
UgwP6-87ZIxeUM1S7zl4AaABAg,ygb4hqu0A2E,12,11,12,True
UgwP69yTsUUq-hEyCvR4AaABAg,Ou1CjwflZtM,13,12,13,True
UgwP6CWDbNcjSxp_Red4AaABAg,cCLM8T1TtMU,2,2,2,True
UgwP6bDaUtldoF2ryW54AaABAg,7Ml_xOJsLTo,3,3,3,True
UgwP6tB2p3JWS1k_cyh4AaABAg,zmYtFOSPx2o,6,12,13,False
UgwP7MzF6jIr7YoJwBR4AaABAg,LMOqxyZPivQ,1,5,1,True
UgwP7goyQuyhsX0_FGF4AaABAg,5dCCntGj1wM,12,11,12,True
UgwP8ERsbSTSckGJFEx4AaABAg,iKcSKpR9KAM,3,3,3,True
UgwP8nPtQKvBZoSX7xR4AaABAg,dIPM5yk2u38,13,12,13,True
UgwP9PZ4YBXZPnJcoTZ4AaABAg,uqyAWkXXt3A,8,15,8,True
UgwP9VQvhoWInDjzKu54AaABAg,zmYtFOSPx2o,13,12,13,True
UgwPAMgQBKmydUuN9wZ4AaABAg,GnZIHwdO--0,8,15,8,True
UgwPAOf2R1tLKQMHSwN4AaABAg,5PWBt-sSA3Y,14,13,14,True
UgwPASYO5-2LC5m6dSZ4AaABAg,3zUMOblSJ60,4,5,1,False
UgwPATZoc0DWarI7dxN4AaABAg,YitugFIMEqs,9,8,9,True
UgwPAXcj19EfacXYE1d4AaABAg,cCLM8T1TtMU,8,15,8,True
UgwPB8yysbnjiq7ykbZ4AaABAg,PHeTx5sGL3A,8,15,8,True
UgwPBUt9GiWrlAioFLV4AaABAg,rRqV8BHE8lY,8,15,8,True
UgwPBbmlViTHtn_dScd4AaABAg,ZAZWYBFipmI,1,5,1,True
UgwPBuRugwZNFYwsxnd4AaABAg,0EQ-pJmPZ-M,16,1,16,True
UgwPCHpplJz21pqX2gV4AaABAg,SQt1zQmDshQ,12,11,12,True
UgwPCL2uaCFZTGXrgtF4AaABAg,LHNQ0GYG07I,1,5,1,True
UgwPCN5lfDxQj2FKrDl4AaABAg,-2o5S8zfOVg,16,1,16,True
UgwPE3QTlRj54t7JkHN4AaABAg,odMXRDd2nQg,13,5,1,False
UgwPE6-6gV_K356vtCB4AaABAg,tUWJTF9nyaQ,12,11,12,True
UgwPEvApk-NxpjYb04l4AaABAg,zSxyUFLwFbc,9,8,9,True
UgwPF50UuZjH9G-wxfR4AaABAg,tDgIM8vnf1A,5,7,5,True
UgwPFwRnb_WCDj14wf94AaABAg,UG7qWFqYQGU,6,5,1,False
UgwPHgZoQLaqvV5LCFd4AaABAg,qc_65EdzH-A,3,3,3,True
UgwPI8omF9IHOD12wYV4AaABAg,kGXwcm6_ZMU,12,11,12,True
UgwPIHj8s4CIGx2nSt94AaABAg,xWRLCWmqT50,16,14,15,False
UgwPISbhHwGCC-gPaup4AaABAg,t6tU37Pcmrw,1,5,1,True
UgwPJ-6nmXBHLbVdtYB4AaABAg,BXPR0NUn5fA,4,4,4,True
UgwPJ75wyXaJvYqg55R4AaABAg,WBrL9153zJQ,10,9,10,True
UgwPJDhIqc71XJY_MoJ4AaABAg,bPe_b87qVUY,16,5,1,False
UgwPJO_PXZzSP7FEnC94AaABAg,H51FYrDR5xs,1,5,1,True
UgwPJameTZG6gmJ1DkF4AaABAg,ETRFUSMf86o,6,5,1,False
UgwPK3C5bKSRHMcew_Z4AaABAg,3tfqdP68umQ,15,14,15,True
UgwPLFgegNxk0UTifBp4AaABAg,jYNufQVIFfA,12,11,12,True
UgwPLSj3O9cwLksVFYB4AaABAg,nSnbMsSzdXU,16,12,13,False
UgwPLmIVP3rLDZ0koYZ4AaABAg,1kz1c-rZsDk,4,4,4,True
UgwPLv-O3joLChqxDmV4AaABAg,Zh0ohPNbbOQ,5,7,5,True
UgwPMFwntgrKLw0a6VV4AaABAg,rXJDwjkoEkQ,1,1,16,False
