comment_id,video_id,dominant_topic_number,secondary_topic_number,dominant_relative_weight,secondary_relative_weight,dominance_margin,topic_weight_entropy,effective_topic_count,dominant_topic_label,secondary_topic_label
Ugw0eI7_i-WjqhdyBRZ4AaABAg,UUalCAU4W8g,4,11,0.9758946499835979,0.01815150573847378,0.9577431442451241,0.12708769162472838,1.1355165887102243,"Implementation, cost and how-to questions","Product sourcing, access and location questions"
UgyUY1R55g4b617fohJ4AaABAg,UUalCAU4W8g,2,1,0.46470983587532505,0.1497899341217358,0.31491990175358925,1.6617749524134182,5.2686541604408275,Spray foam and foam insulation,Situated household retrofit experience and building context
UgxDTY_B2qlAqBfj90h4AaABAg,UUalCAU4W8g,13,2,0.3405271489675865,0.20580905413793102,0.1347180948296555,1.806614406566764,6.089794921758837,"Wall, cavity and floor insulation",Spray foam and foam insulation
UgyqXZrTKSW3P5EBPxl4AaABAg,UUalCAU4W8g,2,12,0.5584575797710284,0.26267587486176397,0.2957817049092644,1.2770485182637032,3.586039959310247,Spray foam and foam insulation,Roof and attic ventilation and airflow
UgzW-hOd6dCcui-kB-54AaABAg,UUalCAU4W8g,3,9,0.4344097661758117,0.25517618741513165,0.17923357876068002,1.7011877637562831,5.480453010847361,Clarification and specification questions,Performance checking and troubleshooting
Ugzardt9fuUvPO4ZLax4AaABAg,UUalCAU4W8g,9,7,0.6729302157390433,0.0975037872777838,0.5754264284612596,1.2195621671440486,3.385705036152799,Performance checking and troubleshooting,"Alternative methods, challenges and ""why"" questions"
UgwcdwfHtCpR8Q5XyHl4AaABAg,UUalCAU4W8g,9,1,0.5480948517337441,0.2111617462883989,0.33693310544534516,1.2279401832752757,3.4141896833641843,Performance checking and troubleshooting,Situated household retrofit experience and building context
UgwCRwz-iSG8fywA4cN4AaABAg,UUalCAU4W8g,12,15,0.39861313811321636,0.347491144251798,0.05112199386141836,1.3858354988583566,3.998164971998611,Roof and attic ventilation and airflow,Vapour barriers and moisture control
Ugzmrz7Z35vtseI8djV4AaABAg,UUalCAU4W8g,2,15,0.475949684208251,0.18544657873053882,0.2905031054777122,1.370045397391581,3.9355293541822927,Spray foam and foam insulation,Vapour barriers and moisture control
UgxhbQz0X_eqS44OxwN4AaABAg,UUalCAU4W8g,2,1,0.7715150102078235,0.22848498979217655,0.543030020415647,0.5374392475577318,1.711618214939341,Spray foam and foam insulation,Situated household retrofit experience and building context
