feature,ngram_size,document_frequency,document_frequency_percent,idf,mean_tfidf_all_comments,mean_tfidf_when_present,removal_basis
nice vid,2,15,0.0353049167980794,8.884388239862453,0.0001018597004933,0.2885142063241082,N-gram containing a sensitivity stop word
sounds great,2,15,0.0353049167980794,8.884388239862453,9.467736190964428e-05,0.2681704716970038,N-gram containing a sensitivity stop word
video air,2,15,0.0353049167980794,8.884388239862453,7.965242480302124e-05,0.2256128381737308,N-gram containing a sensitivity stop word
video best,2,15,0.0353049167980794,8.884388239862453,8.67181333699496e-05,0.2456262221659365,N-gram containing a sensitivity stop word
video btw,2,15,0.0353049167980794,8.884388239862453,0.0001131204975997,0.3204100387680321,N-gram containing a sensitivity stop word
video explanation,2,15,0.0353049167980794,8.884388239862453,8.106405105235254e-05,0.2296112224707535,N-gram containing a sensitivity stop word
video interesting,2,15,0.0353049167980794,8.884388239862453,9.728920715197244e-05,0.2755684362843902,N-gram containing a sensitivity stop word
advice thanks,2,14,0.0329512556782074,8.948926761000024,8.136602571640624e-05,0.2469284524723537,N-gram containing a sensitivity stop word
after video,2,14,0.0329512556782074,8.948926761000024,0.0001066496364948,0.3236587932682068,N-gram containing a sensitivity stop word
appreciate videos,2,14,0.0329512556782074,8.948926761000024,8.470788473999096e-05,0.2570702784962854,N-gram containing a sensitivity stop word
appreciated thanks,2,14,0.0329512556782074,8.948926761000024,6.56127983166012e-05,0.199120783005531,N-gram containing a sensitivity stop word
great when,2,14,0.0329512556782074,8.948926761000024,7.999827834930816e-05,0.2427776323019325,N-gram containing a sensitivity stop word
helpful thank,2,14,0.0329512556782074,8.948926761000024,8.589722245152921e-05,0.260679663592723,N-gram containing a sensitivity stop word
helpful thanks,2,14,0.0329512556782074,8.948926761000024,8.045438594737646e-05,0.2441618211247274,N-gram containing a sensitivity stop word
hi thank,2,14,0.0329512556782074,8.948926761000024,8.792052221937606e-05,0.2668199448239022,N-gram containing a sensitivity stop word
informative videos,2,14,0.0329512556782074,8.948926761000024,6.742581269001079e-05,0.2046228931257491,N-gram containing a sensitivity stop word
job thanks,2,14,0.0329512556782074,8.948926761000024,9.313200327739858e-05,0.2826356730890595,N-gram containing a sensitivity stop word
job video,2,14,0.0329512556782074,8.948926761000024,8.529254709678185e-05,0.258844603464355,N-gram containing a sensitivity stop word
not thank,2,14,0.0329512556782074,8.948926761000024,8.814245460416319e-05,0.2674934620547915,N-gram containing a sensitivity stop word
posting video,2,14,0.0329512556782074,8.948926761000024,7.913067332938556e-05,0.2401446369818289,N-gram containing a sensitivity stop word
reading comments,2,14,0.0329512556782074,8.948926761000024,8.030303415317251e-05,0.2437025008618457,N-gram containing a sensitivity stop word
roger thanks,2,14,0.0329512556782074,8.948926761000024,7.932200215245456e-05,0.2407252789608097,N-gram containing a sensitivity stop word
seeing video,2,14,0.0329512556782074,8.948926761000024,6.679091765227664e-05,0.2026961227351627,N-gram containing a sensitivity stop word
thank help,2,14,0.0329512556782074,8.948926761000024,9.488441572371672e-05,0.2879538693466822,N-gram containing a sensitivity stop word
thank how,2,14,0.0329512556782074,8.948926761000024,0.0001139888353759,0.3459316891870981,N-gram containing a sensitivity stop word
thank never,2,14,0.0329512556782074,8.948926761000024,0.000131946960368,0.4004307503683194,N-gram containing a sensitivity stop word
thank thank,2,14,0.0329512556782074,8.948926761000024,0.0001387062357512,0.4209437027402973,N-gram containing a sensitivity stop word
thanks what,2,14,0.0329512556782074,8.948926761000024,0.0001343742223152,0.407796970250598,N-gram containing a sensitivity stop word
used video,2,14,0.0329512556782074,8.948926761000024,0.0001121212527748,0.3402639761889985,N-gram containing a sensitivity stop word
video before,2,14,0.0329512556782074,8.948926761000024,9.947240640810242e-05,0.3018774379329319,N-gram containing a sensitivity stop word
video explained,2,14,0.0329512556782074,8.948926761000024,8.170080498035496e-05,0.2479444358000244,N-gram containing a sensitivity stop word
video im,2,14,0.0329512556782074,8.948926761000024,0.0001036010595954,0.3144070156452128,N-gram containing a sensitivity stop word
video installed,2,14,0.0329512556782074,8.948926761000024,8.381419566459257e-05,0.2543581236572532,N-gram containing a sensitivity stop word
video no,2,14,0.0329512556782074,8.948926761000024,9.460627077184294e-05,0.2871097590202351,N-gram containing a sensitivity stop word
video questions,2,14,0.0329512556782074,8.948926761000024,6.97452392750276e-05,0.2116618557912926,N-gram containing a sensitivity stop word
videos thank,2,14,0.0329512556782074,8.948926761000024,8.318818443593747e-05,0.2524583137235482,N-gram containing a sensitivity stop word
videos what,2,14,0.0329512556782074,8.948926761000024,9.33963776624514e-05,0.283437992696041,N-gram containing a sensitivity stop word
youtube video,2,14,0.0329512556782074,8.948926761000024,7.805732692102603e-05,0.2368872606352595,N-gram containing a sensitivity stop word
amazing what,2,13,0.0305975945583354,9.017919632486976,0.0001119570286486,0.3659014058610775,N-gram containing a sensitivity stop word
does great,2,13,0.0305975945583354,9.017919632486976,7.428416062322639e-05,0.2427777794153091,N-gram containing a sensitivity stop word
great how,2,13,0.0305975945583354,9.017919632486976,0.0001137387459237,0.3717244690818069,N-gram containing a sensitivity stop word
great tip,2,13,0.0305975945583354,9.017919632486976,0.0001031013932014,0.3369591456114997,N-gram containing a sensitivity stop word
house great,2,13,0.0305975945583354,9.017919632486976,7.534552069824084e-05,0.2462465490697045,N-gram containing a sensitivity stop word
informative thanks,2,13,0.0305975945583354,9.017919632486976,0.0001031192905655,0.3370176383276125,N-gram containing a sensitivity stop word
install video,2,13,0.0305975945583354,9.017919632486976,9.640561062359284e-05,0.3150757829665068,N-gram containing a sensitivity stop word
insulation video,2,13,0.0305975945583354,9.017919632486976,8.150300676868096e-05,0.2663706345062268,N-gram containing a sensitivity stop word
liked video,2,13,0.0305975945583354,9.017919632486976,6.670838029320274e-05,0.2180183810397926,N-gram containing a sensitivity stop word
looks nice,2,13,0.0305975945583354,9.017919632486976,9.564397261479225e-05,0.312586574191129,N-gram containing a sensitivity stop word
nice easy,2,13,0.0305975945583354,9.017919632486976,0.0001027763850135,0.3358969438514818,N-gram containing a sensitivity stop word
roger great,2,13,0.0305975945583354,9.017919632486976,7.301526306758709e-05,0.2386307293809671,N-gram containing a sensitivity stop word
said video,2,13,0.0305975945583354,9.017919632486976,7.234361428153882e-05,0.2364356261522877,N-gram containing a sensitivity stop word
sharing video,2,13,0.0305975945583354,9.017919632486976,7.020352887154643e-05,0.2294413331665687,N-gram containing a sensitivity stop word
thank helpful,2,13,0.0305975945583354,9.017919632486976,9.202053279198551e-05,0.300744336671776,N-gram containing a sensitivity stop word
thank sir,2,13,0.0305975945583354,9.017919632486976,0.0001100978202953,0.3598250839144109,N-gram containing a sensitivity stop word
thank what,2,13,0.0305975945583354,9.017919632486976,0.0001000442613184,0.3269677331257791,N-gram containing a sensitivity stop word
thanks helpful,2,13,0.0305975945583354,9.017919632486976,7.475200459193253e-05,0.2443068014690336,N-gram containing a sensitivity stop word
thanks man,2,13,0.0305975945583354,9.017919632486976,0.0001099238928832,0.3592566489948058,N-gram containing a sensitivity stop word
thanks really,2,13,0.0305975945583354,9.017919632486976,7.394020509126747e-05,0.2416536533625139,N-gram containing a sensitivity stop word
thanks showing,2,13,0.0305975945583354,9.017919632486976,8.868554043502611e-05,0.2898448120356118,N-gram containing a sensitivity stop word
thanks time,2,13,0.0305975945583354,9.017919632486976,6.581277026868622e-05,0.2150913208004362,N-gram containing a sensitivity stop word
thanks tip,2,13,0.0305975945583354,9.017919632486976,9.286199719790469e-05,0.3034944365344135,N-gram containing a sensitivity stop word
video after,2,13,0.0305975945583354,9.017919632486976,8.82759872227961e-05,0.2885062976257644,N-gram containing a sensitivity stop word
video guy,2,13,0.0305975945583354,9.017919632486976,9.244434165431488e-05,0.3021294418359135,N-gram containing a sensitivity stop word
video having,2,13,0.0305975945583354,9.017919632486976,6.13321708699849e-05,0.2004476879810037,N-gram containing a sensitivity stop word
video planning,2,13,0.0305975945583354,9.017919632486976,8.659532665489754e-05,0.2830135110451255,N-gram containing a sensitivity stop word
video shows,2,13,0.0305975945583354,9.017919632486976,7.915665143851102e-05,0.2587022038206167,N-gram containing a sensitivity stop word
video topic,2,13,0.0305975945583354,9.017919632486976,7.258988772898077e-05,0.237240504610862,N-gram containing a sensitivity stop word
video want,2,13,0.0305975945583354,9.017919632486976,8.388269888323376e-05,0.2741480174963041,N-gram containing a sensitivity stop word
videos way,2,13,0.0305975945583354,9.017919632486976,7.4952699811106e-05,0.2449627197595739,N-gram containing a sensitivity stop word
way thanks,2,13,0.0305975945583354,9.017919632486976,7.37968263736793e-05,0.2411850586260394,N-gram containing a sensitivity stop word
advice thank,2,12,0.0282439334384635,9.092027604640698,6.83006596096259e-05,0.2418241770695146,N-gram containing a sensitivity stop word
amazing work,2,12,0.0282439334384635,9.092027604640698,7.929098391174335e-05,0.28073633612152,N-gram containing a sensitivity stop word
com enter,2,12,0.0282439334384635,9.092027604640698,4.65176609408536e-05,0.1646996550328372,N-gram containing a sensitivity stop word
great vids,2,12,0.0282439334384635,9.092027604640698,7.782971105133701e-05,0.275562577786513,N-gram containing a sensitivity stop word
great would,2,12,0.0282439334384635,9.092027604640698,8.201615896014727e-05,0.2903850454783148,N-gram containing a sensitivity stop word
heatgeek com,2,12,0.0282439334384635,9.092027604640698,4.65176609408536e-05,0.1646996550328372,N-gram containing a sensitivity stop word
hello thank,2,12,0.0282439334384635,9.092027604640698,6.89912438506558e-05,0.2442692481235677,N-gram containing a sensitivity stop word
hi video,2,12,0.0282439334384635,9.092027604640698,8.495306034074402e-05,0.3007833895580993,N-gram containing a sensitivity stop word
house thank,2,12,0.0282439334384635,9.092027604640698,7.461313131453397e-05,0.2641740091800504,N-gram containing a sensitivity stop word
house video,2,12,0.0282439334384635,9.092027604640698,5.705553962247731e-05,0.2020098926616828,N-gram containing a sensitivity stop word
lot videos,2,12,0.0282439334384635,9.092027604640698,6.181148837312889e-05,0.2188487255424273,N-gram containing a sensitivity stop word
most videos,2,12,0.0282439334384635,9.092027604640698,5.230644236082368e-05,0.1851953180486929,N-gram containing a sensitivity stop word
nice not,2,12,0.0282439334384635,9.092027604640698,8.374762428309269e-05,0.2965154427429799,N-gram containing a sensitivity stop word
problem thanks,2,12,0.0282439334384635,9.092027604640698,7.852156963410351e-05,0.2780121607536796,N-gram containing a sensitivity stop word
product thanks,2,12,0.0282439334384635,9.092027604640698,0.0001237864682464,0.4382763063653998,N-gram containing a sensitivity stop word
thank goodness,2,12,0.0282439334384635,9.092027604640698,6.842605887689281e-05,0.242268163625212,N-gram containing a sensitivity stop word
thank info,2,12,0.0282439334384635,9.092027604640698,8.54186277120311e-05,0.3024317696334221,N-gram containing a sensitivity stop word
thanks interesting,2,12,0.0282439334384635,9.092027604640698,7.372797601737488e-05,0.2610400430875172,N-gram containing a sensitivity stop word
use video,2,12,0.0282439334384635,9.092027604640698,8.97779014712778e-05,0.3178661416508483,N-gram containing a sensitivity stop word
video doing,2,12,0.0282439334384635,9.092027604640698,7.946417292705502e-05,0.2813495262626489,N-gram containing a sensitivity stop word
video help,2,12,0.0282439334384635,9.092027604640698,6.855517585391148e-05,0.2427253130420947,N-gram containing a sensitivity stop word
video hope,2,12,0.0282439334384635,9.092027604640698,8.25960072287774e-05,0.2924380465940888,N-gram containing a sensitivity stop word
video lot,2,12,0.0282439334384635,9.092027604640698,7.000080249536295e-05,0.2478436746350404,N-gram containing a sensitivity stop word
video make,2,12,0.0282439334384635,9.092027604640698,7.470128579512627e-05,0.2644861274647941,N-gram containing a sensitivity stop word
video more,2,12,0.0282439334384635,9.092027604640698,6.585220051186958e-05,0.2331552035956502,N-gram containing a sensitivity stop word
video using,2,12,0.0282439334384635,9.092027604640698,9.15724151154632e-05,0.3242197667508905,N-gram containing a sensitivity stop word
videos coming,2,12,0.0282439334384635,9.092027604640698,7.295315135803402e-05,0.2582967118123992,N-gram containing a sensitivity stop word
based video,2,11,0.0258902723185915,9.172070312314236,6.308949377045273e-05,0.2436803019841113,N-gram containing a sensitivity stop word
described video,2,11,0.0258902723185915,9.172070312314236,4.915022183500922e-05,0.1898404977367306,N-gram containing a sensitivity stop word
explained video,2,11,0.0258902723185915,9.172070312314236,5.945752790795158e-05,0.229651998929558,N-gram containing a sensitivity stop word
floor thanks,2,11,0.0258902723185915,9.172070312314236,7.406823911524432e-05,0.2860852068444896,N-gram containing a sensitivity stop word
great could,2,11,0.0258902723185915,9.172070312314236,6.480554496865042e-05,0.2503084717348228,N-gram containing a sensitivity stop word
great presentation,2,11,0.0258902723185915,9.172070312314236,7.311129265445335e-05,0.2823890446372508,N-gram containing a sensitivity stop word
having watched,2,11,0.0258902723185915,9.172070312314236,5.157272318882342e-05,0.19919729910214,N-gram containing a sensitivity stop word
home thanks,2,11,0.0258902723185915,9.172070312314236,7.212033758506511e-05,0.278561525725151,N-gram containing a sensitivity stop word
how video,2,11,0.0258902723185915,9.172070312314236,6.480450274692685e-05,0.2503044462007892,N-gram containing a sensitivity stop word
looking video,2,11,0.0258902723185915,9.172070312314236,5.607147210785836e-05,0.2165735123133252,N-gram containing a sensitivity stop word
looks amazing,2,11,0.0258902723185915,9.172070312314236,0.000108977731924,0.4209215360233474,N-gram containing a sensitivity stop word
nice cool,2,11,0.0258902723185915,9.172070312314236,5.463144091241268e-05,0.2110114572768797,N-gram containing a sensitivity stop word
nice toasty,2,11,0.0258902723185915,9.172070312314236,7.337243274249993e-05,0.2833976863573267,N-gram containing a sensitivity stop word
previous videos,2,11,0.0258902723185915,9.172070312314236,5.568360166388102e-05,0.2150753803539375,N-gram containing a sensitivity stop word
roof thanks,2,11,0.0258902723185915,9.172070312314236,6.540791372904544e-05,0.2526350936914503,N-gram containing a sensitivity stop word
subscribers,1,11,0.0258902723185915,9.172070312314236,6.236386662057778e-05,0.2408776001007716,Direct sensitivity stop word
thank clear,2,11,0.0258902723185915,9.172070312314236,7.769580295833969e-05,0.3000965072991798,N-gram containing a sensitivity stop word
thank did,2,11,0.0258902723185915,9.172070312314236,8.231874206652434e-05,0.3179523994709472,N-gram containing a sensitivity stop word
thank good,2,11,0.0258902723185915,9.172070312314236,7.322493517459598e-05,0.2828279837057326,N-gram containing a sensitivity stop word
thank information,2,11,0.0258902723185915,9.172070312314236,8.318395179867334e-05,0.3212942327336577,N-gram containing a sensitivity stop word
thank looking,2,11,0.0258902723185915,9.172070312314236,6.251919795601686e-05,0.2414775603233898,N-gram containing a sensitivity stop word
thank question,2,11,0.0258902723185915,9.172070312314236,8.24993023962116e-05,0.3186498055370765,N-gram containing a sensitivity stop word
thank really,2,11,0.0258902723185915,9.172070312314236,8.503190622179309e-05,0.3284318726950293,N-gram containing a sensitivity stop word
thanks steve,2,11,0.0258902723185915,9.172070312314236,6.69459966055917e-05,0.2585758688892522,N-gram containing a sensitivity stop word
thanks tips,2,11,0.0258902723185915,9.172070312314236,8.381401775619446e-05,0.3237278338552212,N-gram containing a sensitivity stop word
thanks would,2,11,0.0258902723185915,9.172070312314236,7.780520576861657e-05,0.3005190706810193,N-gram containing a sensitivity stop word
time thanks,2,11,0.0258902723185915,9.172070312314236,5.58913731337928e-05,0.215877888212314,N-gram containing a sensitivity stop word
video considering,2,11,0.0258902723185915,9.172070312314236,6.921019163916355e-05,0.2673212192884674,N-gram containing a sensitivity stop word
video excellent,2,11,0.0258902723185915,9.172070312314236,7.012884858663602e-05,0.2708694899909459,N-gram containing a sensitivity stop word
video insulation,2,11,0.0258902723185915,9.172070312314236,8.116440261909704e-05,0.3134938158252341,N-gram containing a sensitivity stop word
video looks,2,11,0.0258902723185915,9.172070312314236,6.583480771012093e-05,0.2542839522890825,N-gram containing a sensitivity stop word
video makes,2,11,0.0258902723185915,9.172070312314236,6.105812331342582e-05,0.2358342259288657,N-gram containing a sensitivity stop word
video mentioned,2,11,0.0258902723185915,9.172070312314236,9.17288460739338e-05,0.3542984984675659,N-gram containing a sensitivity stop word
video new,2,11,0.0258902723185915,9.172070312314236,7.22753689764854e-05,0.2791603274276305,N-gram containing a sensitivity stop word
video problem,2,11,0.0258902723185915,9.172070312314236,6.529014326903351e-05,0.252180210642857,N-gram containing a sensitivity stop word
video thought,2,11,0.0258902723185915,9.172070312314236,7.75136838595034e-05,0.2993930805580655,N-gram containing a sensitivity stop word
video time,2,11,0.0258902723185915,9.172070312314236,6.791477027210959e-05,0.2623177131410109,N-gram containing a sensitivity stop word
video trying,2,11,0.0258902723185915,9.172070312314236,6.607005213254921e-05,0.2551925731777835,N-gram containing a sensitivity stop word
video video,2,11,0.0258902723185915,9.172070312314236,7.869113675822497e-05,0.3039409388587912,N-gram containing a sensitivity stop word
videos seen,2,11,0.0258902723185915,9.172070312314236,6.365219434897511e-05,0.245853707391355,N-gram containing a sensitivity stop word
videos where,2,11,0.0258902723185915,9.172070312314236,4.973888335072117e-05,0.1921141760838264,N-gram containing a sensitivity stop word
work video,2,11,0.0258902723185915,9.172070312314236,6.848614669096178e-05,0.2645246285871721,N-gram containing a sensitivity stop word
channel not,2,10,0.0235366111987196,9.259081689303864,6.950093184946918e-05,0.2952886091488397,N-gram containing a sensitivity stop word
charlie thanks,2,10,0.0235366111987196,9.259081689303864,4.868224514317075e-05,0.2068362549397895,N-gram containing a sensitivity stop word
detailed video,2,10,0.0235366111987196,9.259081689303864,7.582094341688425e-05,0.3221404422953161,N-gram containing a sensitivity stop word
followed video,2,10,0.0235366111987196,9.259081689303864,6.076600123285323e-05,0.2581765094380235,N-gram containing a sensitivity stop word
glad video,2,10,0.0235366111987196,9.259081689303864,6.257455461668132e-05,0.2658605101998939,N-gram containing a sensitivity stop word
great room,2,10,0.0235366111987196,9.259081689303864,5.432432994694079e-05,0.2308077806455673,N-gram containing a sensitivity stop word
great summer,2,10,0.0235366111987196,9.259081689303864,5.335835469120794e-05,0.2267036415765352,N-gram containing a sensitivity stop word
information thank,2,10,0.0235366111987196,9.259081689303864,6.410093054703007e-05,0.2723456236151666,N-gram containing a sensitivity stop word
information video,2,10,0.0235366111987196,9.259081689303864,4.764221519172085e-05,0.2024174796850643,N-gram containing a sensitivity stop word
instructional video,2,10,0.0235366111987196,9.259081689303864,7.088964711469807e-05,0.3011888436962177,N-gram containing a sensitivity stop word
know thanks,2,10,0.0235366111987196,9.259081689303864,6.618408311492281e-05,0.2811963139303725,N-gram containing a sensitivity stop word
know video,2,10,0.0235366111987196,9.259081689303864,6.550801180382071e-05,0.278323889750893,N-gram containing a sensitivity stop word
look nice,2,10,0.0235366111987196,9.259081689303864,5.49486352750685e-05,0.2334602666931835,N-gram containing a sensitivity stop word
nice thing,2,10,0.0235366111987196,9.259081689303864,6.095369215613305e-05,0.2589739518637625,N-gram containing a sensitivity stop word
point video,2,10,0.0235366111987196,9.259081689303864,5.838737003980928e-05,0.2480704190881376,N-gram containing a sensitivity stop word
pump thanks,2,10,0.0235366111987196,9.259081689303864,5.916983385131316e-05,0.2513948730840742,N-gram containing a sensitivity stop word
quality video,2,10,0.0235366111987196,9.259081689303864,0.0001208010101095,0.5132472516523843,N-gram containing a sensitivity stop word
similar video,2,10,0.0235366111987196,9.259081689303864,5.888312843109134e-05,0.2501767477651778,N-gram containing a sensitivity stop word
subscribed channel,2,10,0.0235366111987196,9.259081689303864,4.654723592715023e-05,0.1977652412836832,N-gram containing a sensitivity stop word
support channel,2,10,0.0235366111987196,9.259081689303864,4.408153708376927e-05,0.1872892266078105,N-gram containing a sensitivity stop word
thank not,2,10,0.0235366111987196,9.259081689303864,9.490692794899988e-05,0.4032310647769157,N-gram containing a sensitivity stop word
thanks not,2,10,0.0235366111987196,9.259081689303864,7.938313810354571e-05,0.3372751388605347,N-gram containing a sensitivity stop word
think great,2,10,0.0235366111987196,9.259081689303864,5.642184368259355e-05,0.2397194872542352,N-gram containing a sensitivity stop word
video especially,2,10,0.0235366111987196,9.259081689303864,4.597232644603557e-05,0.1953226233712713,N-gram containing a sensitivity stop word
video explains,2,10,0.0235366111987196,9.259081689303864,5.702660383107254e-05,0.2422889316970779,N-gram containing a sensitivity stop word
video gary,2,10,0.0235366111987196,9.259081689303864,6.191691783178277e-05,0.2630664087918954,N-gram containing a sensitivity stop word
video man,2,10,0.0235366111987196,9.259081689303864,7.028949358038636e-05,0.2986389713749875,N-gram containing a sensitivity stop word
video say,2,10,0.0235366111987196,9.259081689303864,5.695988951966566e-05,0.2420054826022034,N-gram containing a sensitivity stop word
video small,2,10,0.0235366111987196,9.259081689303864,5.720551328756442e-05,0.2430490643048749,N-gram containing a sensitivity stop word
video steve,2,10,0.0235366111987196,9.259081689303864,6.246991427618234e-05,0.2654159247852159,N-gram containing a sensitivity stop word
video work,2,10,0.0235366111987196,9.259081689303864,6.688472456403492e-05,0.2841731292552151,N-gram containing a sensitivity stop word
videos did,2,10,0.0235366111987196,9.259081689303864,6.655612897022873e-05,0.2827770251558108,N-gram containing a sensitivity stop word
videos excellent,2,10,0.0235366111987196,9.259081689303864,5.421361032715483e-05,0.2303373661969827,N-gram containing a sensitivity stop word
videos good,2,10,0.0235366111987196,9.259081689303864,6.230727332208283e-05,0.2647249121635333,N-gram containing a sensitivity stop word
videos helped,2,10,0.0235366111987196,9.259081689303864,5.401177273356221e-05,0.2294798188130857,N-gram containing a sensitivity stop word
work thank,2,10,0.0235366111987196,9.259081689303864,7.256067379709299e-05,0.308288534761709,N-gram containing a sensitivity stop word
would awesome,2,10,0.0235366111987196,9.259081689303864,4.513082313937948e-05,0.1917473282722816,N-gram containing a sensitivity stop word
