feature,ngram_size,document_frequency,document_frequency_percent,idf,mean_tfidf_all_comments,mean_tfidf_when_present,removal_basis
videos just,2,18,0.0423659001576952,8.712537982935794,0.0001003629474247,0.2368955859574191,N-gram containing a sensitivity stop word
what video,2,18,0.0423659001576952,8.712537982935794,0.0001356549340952,0.3201983991613547,N-gram containing a sensitivity stop word
worked great,2,18,0.0423659001576952,8.712537982935794,9.019621852998536e-05,0.2128981520379715,N-gram containing a sensitivity stop word
youtube channel,2,18,0.0423659001576952,8.712537982935794,9.751181007476577e-05,0.2301657930359207,N-gram containing a sensitivity stop word
enjoy watching,2,17,0.0400122390378233,8.76660520420607,9.88004710164872e-05,0.2469256242398524,N-gram containing a sensitivity stop word
great help,2,17,0.0400122390378233,8.76660520420607,9.476771221247622e-05,0.2368468111042045,N-gram containing a sensitivity stop word
great install,2,17,0.0400122390378233,8.76660520420607,0.0001083878337605,0.2708866995874017,N-gram containing a sensitivity stop word
great solution,2,17,0.0400122390378233,8.76660520420607,8.948774865206054e-05,0.2236509398223586,N-gram containing a sensitivity stop word
loved video,2,17,0.0400122390378233,8.76660520420607,0.0001173579096353,0.2933050298045941,N-gram containing a sensitivity stop word
thank just,2,17,0.0400122390378233,8.76660520420607,0.0001268971661591,0.3171458763884029,N-gram containing a sensitivity stop word
use thanks,2,17,0.0400122390378233,8.76660520420607,0.0001445392105136,0.3612374962997143,N-gram containing a sensitivity stop word
video clear,2,17,0.0400122390378233,8.76660520420607,0.000103118757233,0.2577180375623025,N-gram containing a sensitivity stop word
video helped,2,17,0.0400122390378233,8.76660520420607,9.376708162484988e-05,0.2343459998232351,N-gram containing a sensitivity stop word
video never,2,17,0.0400122390378233,8.76660520420607,0.0001095996296029,0.273915262526016,N-gram containing a sensitivity stop word
video way,2,17,0.0400122390378233,8.76660520420607,0.0001044481423684,0.2610404838123749,N-gram containing a sensitivity stop word
videos thanks,2,17,0.0400122390378233,8.76660520420607,9.16828075964126e-05,0.2291369086087519,N-gram containing a sensitivity stop word
wall thanks,2,17,0.0400122390378233,8.76660520420607,0.0001177182260076,0.2942055451991419,N-gram containing a sensitivity stop word
amazing how,2,16,0.0376585779179513,8.82376361804602,9.720023087067232e-05,0.2581091380626409,N-gram containing a sensitivity stop word
appreciate video,2,16,0.0376585779179513,8.82376361804602,9.444346453830838e-05,0.2507887173649442,N-gram containing a sensitivity stop word
house nice,2,16,0.0376585779179513,8.82376361804602,8.464737879074973e-05,0.2247758239176615,N-gram containing a sensitivity stop word
nice install,2,16,0.0376585779179513,8.82376361804602,0.000113464006929,0.3012965788995686,N-gram containing a sensitivity stop word
old video,2,16,0.0376585779179513,8.82376361804602,9.839751846143032e-05,0.2612884604294244,N-gram containing a sensitivity stop word
thank time,2,16,0.0376585779179513,8.82376361804602,8.606429879429384e-05,0.2285383664295726,N-gram containing a sensitivity stop word
thanks advice,2,16,0.0376585779179513,8.82376361804602,8.87832886976578e-05,0.2357584741810866,N-gram containing a sensitivity stop word
thanks doing,2,16,0.0376585779179513,8.82376361804602,9.444713633242576e-05,0.2507984675847358,N-gram containing a sensitivity stop word
vid thanks,2,16,0.0376585779179513,8.82376361804602,0.000118090664973,0.3135823801693291,N-gram containing a sensitivity stop word
video heat,2,16,0.0376585779179513,8.82376361804602,9.708483290523676e-05,0.2578027059777996,N-gram containing a sensitivity stop word
video house,2,16,0.0376585779179513,8.82376361804602,8.584593977814715e-05,0.2279585277096336,N-gram containing a sensitivity stop word
video know,2,16,0.0376585779179513,8.82376361804602,0.0001089790072244,0.2893869424964799,N-gram containing a sensitivity stop word
video thinking,2,16,0.0376585779179513,8.82376361804602,8.757397814229171e-05,0.2325472255832217,N-gram containing a sensitivity stop word
video wish,2,16,0.0376585779179513,8.82376361804602,8.736549360082043e-05,0.2319936079136285,N-gram containing a sensitivity stop word
videos helpful,2,16,0.0376585779179513,8.82376361804602,0.0001013711787401,0.2691848294457529,N-gram containing a sensitivity stop word
boiler thanks,2,15,0.0353049167980794,8.884388239862453,0.0001041660512851,0.2950468680635629,N-gram containing a sensitivity stop word
clear video,2,15,0.0353049167980794,8.884388239862453,9.86776109326698e-05,0.2795010437130894,N-gram containing a sensitivity stop word
doing great,2,15,0.0353049167980794,8.884388239862453,7.41202810160677e-05,0.2099432253019779,N-gram containing a sensitivity stop word
great thanks,2,15,0.0353049167980794,8.884388239862453,0.0001001754792223,0.2837437057147872,N-gram containing a sensitivity stop word
making videos,2,15,0.0353049167980794,8.884388239862453,9.736238243880936e-05,0.2757757028451796,N-gram containing a sensitivity stop word
