topic_number,representative_rank,tfidf_row_index,topic_weight,relative_topic_loading,video_id,comment_id,comment_text,retrofit_topic,creator_type,video_type,primary_theme
5,8,38984,0.1325235552892131,0.9846702944093944,0oDLwBZurp8,UgzBS1s0mT8OG-pJbGd4AaABAg,Are you showing the installation of the heat pump?,whole_house_deep_retrofit,builder_contractor,project_walkthrough,theme_question_request
5,9,38980,0.12922431481924104,1.0,0oDLwBZurp8,UgxX1c5x8CcJ3RIBB6N4AaABAg,Do you have a heat pump episode?,whole_house_deep_retrofit,builder_contractor,project_walkthrough,theme_question_request
5,10,41794,0.12865634014966432,1.0,MUGaC890lJ8,UgyaGaVI25InQbK3IUd4AaABAg,So a heat pump comes pre installed? Also are all heat pump heaters electric?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
5,11,28761,0.1248639611471673,0.7148062242999814,xOUBlKTynes,Ugyd3xLfz_KmFRZuwul4AaABAg,Should there not be a soakaway under the heat pump?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
5,12,28371,0.12406617942878442,0.8930466526580573,8GdNojhiWcA,UgzqJZSYCJcBYJEseSV4AaABAg,Is it like this for any heat pump system?,heat_pump_heating_retrofit,training_educational,how_to_installation_demo,theme_question_request
5,13,38240,0.11500288655058738,0.6918730237402952,wnnwGVBwwvQ,UgwYL_AkGni7oFnrxLF4AaABAg,"Ok Bob so if a heat pump is the same as your fridge, why is a fridge £200 qnd a Heat pump £20,000?",heat_pump_heating_retrofit,installer_tradesperson,practical_advice_explainer,theme_question_request
5,14,24876,0.11383756368722313,1.0,Hyv_vQEvHgo,UgwtL4jy5dLBxj4fBm14AaABAg,Do you run the de-stratification pump whilst the heat pump is heating the cylinder?,heat_pump_heating_retrofit,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
5,15,42356,0.11319969592436348,0.7485516697623736,thbUHzZ_IPA,Ugx-7g_i02eK8-KDB_t4AaABAg,"Hi from Vermont USA, can an air to water Heat Pump be used for cooling too? (Whether thru vents or do you need a separate heat pump)",heat_pump_heating_retrofit,installer_tradesperson,practical_advice_explainer,theme_question_request
5,16,32546,0.11247944758724336,0.7638527982302605,cHuJ-WNlDbc,UgyFjZhM2sfSbjrpvH14AaABAg,£10-15k for heat pump.. eh I don’t think so.. electric is more costly than gas..,heat_pump_heating_retrofit,diy_renovator_homeowner,practical_advice_explainer,theme_cost_finance
5,17,30778,0.11244139257739781,0.8521827995887202,-VJQLcU_YjU,UgzJYBKzRRdYnz-dKUx4AaABAg,We use gas for heating and hot water only. I'm changing from gas to heat pump so all that is needed is to look at the gas kWh used over a year to get the size of the heat pump.,heat_pump_heating_retrofit,training_educational,practical_advice_explainer,theme_energy_performance
5,18,41884,0.11113543355540573,0.8137828478126932,iJasoJI6j-0,UgwDPjp-eU5CjcZiz0p4AaABAg,"Hi, is this a different setup if connected to a heat pump?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
5,19,40334,0.11034632738093911,0.930898397225832,ZUcyMZJ-Jsw,UgzCuRYDSc3zAWSVJeB4AaABAg,Could a gas boiler bring up to temperature water that comes preheated from a heat pump? 🤔,internal_wall_insulation,training_educational,problem_warning_mistakes,theme_question_request
5,20,12608,0.10907282054466635,0.7698936436357096,1nQ7k_X2aXA,UgxX2VKj5_Um1v8tHiV4AaABAg,"My heat pump don,t run at all when I select heat on the thermostat",heat_pump_heating_retrofit,training_educational,practical_advice_explainer,theme_personal_experience
6,1,31058,0.2703340517268662,1.0,C5lPpLUw-Ts,Ugwr2Msi9gMhtiGW-kx4AaABAg,Great video as always!!,external_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
6,2,11555,0.2703340517268662,1.0,w6wo2URorG4,UgwTJXtYT8CzfCAqmFx4AaABAg,"As always, great video!",heat_pump_heating_retrofit,builder_contractor,problem_warning_mistakes,theme_practical_advice
6,3,3448,0.2703340517268662,1.0,jYNufQVIFfA,UgxUq-MVpFxzwQN6yMN4AaABAg,Great video as always 👍,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_practical_advice
6,4,26493,0.23578311824501033,1.0,9jRpO_kKgJM,UgzKSTff0h8q76aIy4N4AaABAg,"As always, great video, thanks so much.",smart_heating_controls,training_educational,how_to_installation_demo,theme_practical_advice
6,5,4129,0.20330417773921777,0.9986194707672416,1mJkjrwxdP4,Ugz6JPHkBE55sXDz4p14AaABAg,Great video. Is that polished metal one?,smart_heating_controls,training_educational,how_to_installation_demo,theme_question_request
6,6,18304,0.20274269344215096,1.0,LL6YhT_HkIY,UgxNfEVefVeIAleh-794AaABAg,Top video as always 👍👍,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_practical_advice
6,7,16203,0.2018619853217267,0.6935177405425927,uv75G4ed2dw,UgxmU03x2_v_GF23LIF4AaABAg,Another great video. Have you said what your first name is?,heat_pump_heating_retrofit,diy_renovator_homeowner,project_walkthrough,theme_question_request
6,8,17216,0.19729314368734865,1.0,NuBYWUFiuww,UgzgM48EDlJ1_Kff5e14AaABAg,"I always keep the screws for reusing, great video thanks",windows_doors_glazing,installer_tradesperson,how_to_installation_demo,theme_practical_advice
6,9,5046,0.18682603533516415,0.9651033225510244,irytqcJZSps,UgyT5ygyZNogFrYAKwh4AaABAg,Great video thanks. So do you have to remove the plaster first?,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
6,10,26284,0.1793177065442279,0.9960343368035439,7dhfqmm_c2M,UgyuVIXwSGh5HU9KhNp4AaABAg,Ps. Great video & thanks. It highlights the problem.,cavity_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_safety_risk_warning
6,11,18784,0.17590529554386514,0.9929376535970749,2-nc6E1Kvks,UgyDdMhXwG0oHwDqaCl4AaABAg,"Great video and information, always great to watch your stuff.",heat_pump_heating_retrofit,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
6,12,18786,0.17244819646987591,1.0,2-nc6E1Kvks,UgyIIN9VRC5FuAWETg14AaABAg,"Great video as always, thanks for educating us!!",heat_pump_heating_retrofit,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
6,13,26351,0.17076383450406435,0.9981951793730129,iyi6qdwzM3s,UgzmDlldA_MaSulUi9Z4AaABAg,"""Danish warning"" made me lol Great video thanks",ventilation_mvhr,installer_tradesperson,how_to_installation_demo,theme_safety_risk_warning
6,14,6531,0.16786784269519686,0.6173387455526838,QWkP4P7lUMA,Ugyq8h0YLUqbQFSzTbp4AaABAg,"Great video, thanks. ? does this work on windows as well?",airtightness_draught_proofing,training_educational,problem_warning_mistakes,theme_question_request
6,15,30730,0.16499341941990298,0.8410244650942923,bsJkMuMDy_c,UgwQsdKR9FD550Mhs894AaABAg,Great video. Which thermometer do you use for the TD?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
6,16,19626,0.16399681816341016,1.0,pWicJ2PYQF8,UgzcbqvSPzFSIcoOQjl4AaABAg,Great video. Pure fire. Thank you - great narration,solar_renewable_integration,diy_renovator_homeowner,project_walkthrough,theme_safety_risk_warning
6,17,13359,0.16228307906824585,0.596508172857865,k5cYjwz-I1s,Ugzs8GL2L7YewE5zm4J4AaABAg,"Great video! Turned out that I was setting it up wrong after all!! Thanks for that great video, really illustrated how does a TRV work!",smart_heating_controls,installer_tradesperson,practical_advice_explainer,theme_skepticism_critique
6,18,7064,0.15700833911897852,0.9998949758448716,d2EKWKlszwE,Ugzkqy7ruihdoeBNWLt4AaABAg,Great video and wonderfully done. Thanks for sharing your professional knowledge. 👍🏼,airtightness_draught_proofing,builder_contractor,problem_warning_mistakes,theme_trust_credibility_quality
6,19,25676,0.15415248043690083,0.6111482049681518,WoLG6q1Tfgs,UgyyTNN3uZgumI2HbR94AaABAg,@gosforthhandyman how has the vent been working thus far? Great video.,ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
6,20,26097,0.1508450213468427,0.9780772837914495,Tz0W9xCBxS0,UgxCI16ZOumG7ZhZRtp4AaABAg,"Great video, these Grant units are excellent!",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_cost_finance
7,1,24953,0.28591938097314995,0.9276325017266125,GZAce6iz2gg,Ugz9lgNYahQVKq1u3Ed4AaABAg,why brazing and not stabrite8??,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
7,2,31887,0.27597011930131315,1.0,5t9PwXUV3SA,Ugxzk1Jco9ZeRdgKFeJ4AaABAg,Why the blurring?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
7,3,22718,0.27597011930131315,1.0,fK7xyDSxa0I,UgxxJsugpvJjguyChw94AaABAg,Why only 70 ?,smart_heating_controls,installer_tradesperson,practical_advice_explainer,theme_question_request
7,4,9200,0.27597011930131315,1.0,xc_BbbMi1cg,UgyWpt6yP-b24FRX8E14AaABAg,why all the curses?,heat_pump_heating_retrofit,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
7,5,3160,0.2672887970456205,0.9884845836369127,xcAwujfTN64,Ugy0GVd7YA0P_q9aqkx4AaABAg,Why install from top to bottom? Why not bottom to top????,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
7,6,2820,0.23006273019863963,0.9202725819994089,GhAKMAcmJFg,UgyO8b5aQVaog0ElQrt4AaABAg,why aren't you boris's heating tzar yet?,heat_pump_heating_retrofit,builder_contractor,practical_advice_explainer,theme_question_request
7,7,10293,0.21907973763172325,0.9854277161541188,RwHD7D6avyQ,UgyhpFciQr-6gDv2TXB4AaABAg,Why not do this why not do that?,floor_insulation,builder_contractor,how_to_installation_demo,theme_question_request
7,8,1744,0.21766918064425553,0.864371642384096,4-6KqpUoM3g,UgwiBUdxt1dHW5Ap6Kx4AaABAg,Why not use a calkline?,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_question_request
7,9,2200,0.21363708416467642,0.6364369015699324,dIPM5yk2u38,Ugz2OCm1uBHmEzfgj594AaABAg,why the cone off insulation,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_energy_performance
7,10,20832,0.21348596439718184,0.6292362514839605,hjlVL4sgqKw,UgwKQKhdT-Cjp1e8fAV4AaABAg,boring! why video?,heat_pump_heating_retrofit,training_educational,practical_advice_explainer,theme_question_request
7,11,2573,0.2111356370022296,0.9459057168325181,ZAZWYBFipmI,Ugxtr4zIDAl1LqOLnyh4AaABAg,Why not concrete?,airtightness_draught_proofing,builder_contractor,how_to_installation_demo,theme_question_request
7,12,39452,0.20091853852475744,0.8777127693219566,wN34zF7e4J8,UgwCH0duQ9zGFRnMANd4AaABAg,Why can't we all just get a president like you?...,whole_house_deep_retrofit,training_educational,practical_advice_explainer,theme_question_request
7,13,14094,0.1855210166424095,0.9814401350062795,UCGpRpKKGV8,UgyXsFDYh2Ii5Av9KiN4AaABAg,Why not screed?,floor_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
7,14,36652,0.18441045109410184,0.924029324022587,l7Ovl2WoDkQ,UgwXJVGeftu_51OsbLJ4AaABAg,Why not put underneath house?,floor_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
7,15,21568,0.18341412273111335,1.0,5d5TRMumuSI,UgycA_v2RxuLvQHUG9R4AaABAg,why is there music? WHY????,damp_condensation_moisture,training_educational,practical_advice_explainer,theme_question_request
7,16,2622,0.18277634088470693,0.8742673073952723,ZAZWYBFipmI,UgyeZ3XMqFJr-UAAfU54AaABAg,Why not just use Rockwood?,airtightness_draught_proofing,builder_contractor,how_to_installation_demo,theme_question_request
7,17,2262,0.1774082769219546,0.9570503067402645,dIPM5yk2u38,Ugz9f_w21qEK7JTABBh4AaABAg,so why to open this if there is nothing ?,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_question_request
7,18,1288,0.17708112741743598,0.956236081570838,cCLM8T1TtMU,UgyXqIKBiWtkdDI3PI14AaABAg,Why not just glue them on?,external_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
7,19,9794,0.17549106207640006,0.9915029314122189,BXPR0NUn5fA,UgygcnETYXdDhL9_O294AaABAg,Why 2x6 instead if f 2x4?,external_wall_insulation,builder_contractor,problem_warning_mistakes,theme_question_request
7,20,5364,0.17477088749493677,0.9361568738225994,AN4_mkEfDPE,UgxA0n9dZSU7lSsUK2V4AaABAg,Why not return the membrane??,windows_doors_glazing,builder_contractor,how_to_installation_demo,theme_question_request
8,1,5542,0.233923644353941,0.7175034303712087,1kz1c-rZsDk,UgwDbEB1_ESMMuKeoYl4AaABAg,How to interconnect 2 solar panels?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,2,5107,0.20047941187746215,0.9216816310211238,jKiXJOX4ol8,UgxYPtpstc23SGFUcm14AaABAg,"I have Tesla solar panels, can I use this system with them?",solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,23436,0.1792764611839599,0.7281952306008329,Gw8lLhMzLho,UgwLCmYhVOqjGki2WfN4AaABAg,Where can I get these solar generators to buy and do they come with solar panels?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,10028,0.1748739785667763,0.733926104378744,WBrL9153zJQ,Ugw3HV2ANsGnpTlVfZ94AaABAg,What solar panels are these?,solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,5,19230,0.1720337206238541,1.0,H8Ms_siUiCk,UgyTYKcLmSRGzGOeXRZ4AaABAg,Yeah the solar panels leak. Always!,solar_renewable_integration,installer_tradesperson,problem_warning_mistakes,theme_practical_advice
8,6,12678,0.17189986308593727,0.8033468182326281,1N_ZsLrfUJM,UgzgrDdoWtR3yHbylJp4AaABAg,"Hi Finn, I have a 6.65kw solar system inc.14 panels on the roof, with a Goodwe inverter. I have been told about fitting a 7.68kw Jinko battery to our system, as we have Jinko panels on the roof. Do you have any thoughts on this battery and fitment please?",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,7,37928,0.16790238177387343,1.0,gLFH0GvBLlA,UgxwnzECFUtF371lFcZ4AaABAg,"I’m upgrading my setup with additional solar panels and a 9.4kWh battery. I already have a 10-year-old 4kW solar system, so this will be an add-on. The full package, 8.5kW of solar panels, a 6kW inverter, a 9.4kWh battery, installation, anti-bird protection, and scaffolding, costs £8,650 all in. There’s also the option to expand the battery storage at a later date with extra 9.4kWh batteries at £2,000 each.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_cost_finance
8,8,13640,0.1673383400026065,0.7327293305610815,Kz5JbXTo4rM,UgxxFzKqBm2rr6azUN94AaABAg,"What is the use of the Powmr brand 4.2kw, 24v battery system for 200watt 18.6v solar panels?",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,9,30319,0.16629697985053568,1.0,5ftY0QMe2qY,UgzXNkZYv2aBOB5u3AB4AaABAg,So all the solar panels with battery and install all for 4 grand thats cheap,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_cost_finance
8,10,6972,0.16598613102413845,0.7013734541200619,zg9IM061rbU,UgyGWAxBf1hXQLAPRS54AaABAg,What kind of solar panels are those?,solar_renewable_integration,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
8,11,39097,0.16583679830280507,0.9639884456626608,5sqw7vHwhGU,UgwiVTC34cbOegGbi8R4AaABAg,"Since you have switched to a string inverter, all your solar panels are now operating as one solar panel. It's recommended that you now orient your solar panels in the same direction. This is because right now you are not getting the full potential out of the panels. Panels in a string are always all as efficient as the least efficient panel in the string.",solar_renewable_integration,diy_renovator_homeowner,project_walkthrough,theme_practical_advice
8,12,447,0.16031071051173437,0.5049401054663778,LVYSz1CuuDw,Ugz2wZEEn4gifQRh84R4AaABAg,Solar ?? Where ??,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,13,36277,0.1602053176241852,0.9828407907694549,HW4iyMnblZ8,UgzQf3ZPVbyy1mm0AmV4AaABAg,"*Solar panels had a price decline of more than 50% since 2022!* *Today, solar panels generate at least 10 times more green electricity with the same investment in time & money.*",solar_renewable_integration,training_educational,practical_advice_explainer,theme_cost_finance
8,14,13624,0.15874655783678873,1.0,Kz5JbXTo4rM,UgznRzH2ckR9J2jQgfN4AaABAg,Parallel connection of solar panels is lot safe & beneficial since in series connection if any solar panel had issue all panels power will be disrupted # from Karachi Pakistan 🇵🇰 DR Mohammed Ziauddin,solar_renewable_integration,training_educational,practical_advice_explainer,theme_safety_risk_warning
8,15,41117,0.15873237905397647,0.8709459673892037,9GLHP_fm-vU,UgzhLKnWoScX9Pf0xQB4AaABAg,Can't you run this ASHP off your solar panels?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
8,16,27481,0.15528225688700675,0.8185847830521653,7IXJnc4nWCg,UgwomVlV8NdK89-7tf14AaABAg,"Why is it you need more solar panels for an inverter then you need for a generator that is a solar generator I mean nature generator has a good one it is 7200 watts 120/240 volts cost a couple thousand dollars almost $3,000 I think it comes with two solar panels I think is 410 watts or more and they come with battery packs that are 4800 w each and you can add as many battery packs as you want even if you want to add four battery packs or 20 batteries or 1000 battery packs you can. But it is cheaper and they come with solar panels if you want them that way and let's solar panels and what inverter needs reenergy has them.",solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_cost_finance
8,17,30287,0.15493867269584138,0.8483959245109939,5ftY0QMe2qY,UgylpJp1vS2vc9SGUkV4AaABAg,Are you allowed have plastic vents under solar panels?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,18,6913,0.1536002695755,1.0,zg9IM061rbU,Ugx5pC1jOIJ06gf70bl4AaABAg,And the recycling process for these solar panels is?,solar_renewable_integration,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
8,19,19686,0.1518754364025468,1.0,pWicJ2PYQF8,Ugyn8zpWLy45BNbuP-J4AaABAg,Those panels are now only £82 each :),solar_renewable_integration,diy_renovator_homeowner,project_walkthrough,theme_cost_finance
8,20,19682,0.15168881591039027,0.9290888562381271,pWicJ2PYQF8,UgxDwvCLB1KXuGxxBg14AaABAg,"Ive been off grid since Feb 2023 my system is 48v I have 9kw solar panels , 5kw inverter and 40kw battery storage all work well",solar_renewable_integration,diy_renovator_homeowner,project_walkthrough,theme_personal_experience
9,1,22003,0.23600813992377684,0.9834662674809721,U-hVUczzlL4,UgwQN_WLDXlT3g4YY8l4AaABAg,"So, it doesn’t work.",ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_skepticism_critique
9,2,13816,0.19189023639102484,0.9531114374277329,NoEnHZ8OyCM,Ugyb8hR6FCYARmZt_Pt4AaABAg,Don’t fck with me. Does this work?,smart_heating_controls,installer_tradesperson,problem_warning_mistakes,theme_question_request
9,3,14600,0.18530439547384578,0.9495077573042184,Oz8WcD385cY,UgynE4pLLFZTk9oKPwl4AaABAg,That cheap plastic doesn't work.,airtightness_draught_proofing,diy_renovator_homeowner,problem_warning_mistakes,theme_cost_finance
9,4,40123,0.17616987150358554,0.8558414388945325,3zUMOblSJ60,UgzTBo7QROLBLVbwmu14AaABAg,No loft or flat this doesn't work.,airtightness_draught_proofing,training_educational,how_to_installation_demo,theme_skepticism_critique
9,5,24986,0.17538535176282694,0.7679065439986358,GZAce6iz2gg,UgxeG2WIRsiQPT4fX0l4AaABAg,this video doesn't work,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_skepticism_critique
9,6,22687,0.1753735574968274,0.9643100937778288,ZMp5ofZpPWo,UgwmX-0xVGN_jNQ0imB4AaABAg,Doesn't work. My garage is still freezing,airtightness_draught_proofing,diy_renovator_homeowner,practical_advice_explainer,theme_skepticism_critique
9,7,22690,0.17203596314895706,0.9723609577695185,ZMp5ofZpPWo,UgyCaHxEmzr8tf0v-dh4AaABAg,Does it work??,airtightness_draught_proofing,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
9,8,14282,0.17203596314895706,0.9723609577695185,ABjqoJ0eXYo,UgyYVcOMgpmx6jnLvuV4AaABAg,Does this work for a 830?,smart_heating_controls,training_educational,how_to_installation_demo,theme_question_request
9,9,29685,0.1655178523131033,0.7907925175543629,CWYKUAb-Acg,UgyQbLSKkO0LDdSFBkV4AaABAg,Mine does move like that and I bleed the reditoar but one that doesn't heat up?,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
9,10,30591,0.16355830665175453,0.9002693938379898,UFQrJ_okXBg,UgxBrYxBAk25APPcTJN4AaABAg,I have two of these old thermostats actually. The one upstairs doesn't work. The light comes on to say it's on but it doesn't seem to have any effect on the radiators.,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_skepticism_critique
9,11,19840,0.1603711652648005,0.984416138735955,CXebZiR5TYc,Ugx0HT7EvfZaReCPSo14AaABAg,Sorry but this is incorrect it doesn't work as on/off,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_skepticism_critique
9,12,12476,0.15832190235930063,0.9798944019423237,fSR6BY701PU,UgwSaCKbIXetEflc38B4AaABAg,This does not work right ?,damp_condensation_moisture,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
9,13,23999,0.15750656940378388,0.6389411525158859,AXamAjE0juw,UgzvmUmgJPL2aLEgyE14AaABAg,How does it work in wintertime with -10C. ?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
9,14,31469,0.15705754273756625,0.9562632692885746,QIDy3VgVGs0,UgwpDHXOB6wq-6nZuVt4AaABAg,The 50% off code doesn't work with Tado X products 😢,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_regulation_standards_policy
9,15,10605,0.14976574986538127,0.7939582260739778,R9BfhFEv8fg,Ugxr9jyz0ml6-ecXx3Z4AaABAg,It only works with heat doesn't work in the winter.,ventilation_mvhr,installer_tradesperson,practical_advice_explainer,theme_skepticism_critique
9,16,4299,0.14884010901938674,0.7439033377548842,5dCCntGj1wM,Ugz0nDff73aXMAV-ysl4AaABAg,"I did the same as you. My outside temp light does not work, does yours?",heat_pump_heating_retrofit,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
9,17,4353,0.1430221725966716,0.8607111301690102,5dCCntGj1wM,UgxASNKQ7onIsUVAttN4AaABAg,Does this work with nest?,heat_pump_heating_retrofit,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
9,18,23107,0.13928935532644962,0.9478058051122412,AGgixk6jaew,UgxRw5hZJ8Cv21XceUd4AaABAg,@paulhibbert Does this work with a Hubitat hub?,smart_heating_controls,installer_tradesperson,problem_warning_mistakes,theme_question_request
9,19,30574,0.1367422855484107,0.9523363080745868,A5qlBbd5xwY,UgyAUKr5PbIO-_XqFbF4AaABAg,Does it work with Grant Aerona3?,smart_heating_controls,training_educational,how_to_installation_demo,theme_question_request
9,20,13666,0.13542755898225725,0.593159379460322,Kz5JbXTo4rM,UgwnOJnkiFkmXrXaPC94AaABAg,So how does the watts work then??,solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
10,1,374,0.24996126313425718,1.0,qNQafR_5ALk,Ugx2TTTnlei_qCdzsnd4AaABAg,I did that.,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_personal_experience
10,2,32168,0.24996126313425718,1.0,IH7pXvIhHHE,UgyBoVn2fnYv3_-h9Gd4AaABAg,"I get it, but did you have to crumble it on yourself 😆 🤣",damp_condensation_moisture,diy_renovator_homeowner,problem_warning_mistakes,theme_practical_advice
10,3,19180,0.24996126313425718,1.0,o93IFuUkPhs,UgxKfjiuAzUDc3Ff6n54AaABAg,"Also, did you have to readjust the tensioner?",airtightness_draught_proofing,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
10,4,25559,0.1440492618908543,0.7508145535245365,K_GmdyM8WVQ,UgxP9eaELKGnsJVhB5R4AaABAg,I did this and it didn't work,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_personal_experience
10,5,27396,0.14306616530319605,0.6371184856617682,YsVCTGRR7fc,Ugw9yp-_LnPZFXZOclh4AaABAg,You didn't show the slant ceiling area. How did you insulate that?,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_question_request
10,6,14597,0.13680037486388652,0.801601435685913,Oz8WcD385cY,Ugw6zfwmn207Sd3bbT54AaABAg,🔵 *u didn't show product name or brand* 👎,airtightness_draught_proofing,diy_renovator_homeowner,problem_warning_mistakes,theme_product_material_tool
10,7,35988,0.13511530915430398,0.6128293425279617,2Apa2WcG9z0,UgxiKMF26yySUQSWTol4AaABAg,"Hi, did you do earthing with it? Thanks!",solar_renewable_integration,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
10,8,27117,0.1307792975112587,0.4800907049916525,JcTgSwtljcY,Ugwa47ITJKyHlpsR0454AaABAg,How much did your power bill go up?,ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
10,9,631,0.13073801064354648,0.714719743866283,ZInm0mt0pXQ,UgyxVh3w2Zsu09Xt8Dl4AaABAg,It said on the can use gloves ?????? didn't see them,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
10,10,20457,0.1300403825379083,0.5189950946204183,B5wwIv7ZhGI,UgyzLcdhIOOml0-roYV4AaABAg,How much did your electric bill go down by ?,loft_roof_insulation,installer_tradesperson,project_walkthrough,theme_question_request
10,11,10405,0.12923066918268544,0.5547618978793134,QnFoiUXr4h4,UgxvWt1swCW4Qw2HtWl4AaABAg,"That’s what I did, all of it",damp_condensation_moisture,training_educational,practical_advice_explainer,theme_personal_experience
10,12,2359,0.12923066918268544,0.5547618978793134,kGXwcm6_ZMU,Ugxn-X7cGL7Rucqkyox4AaABAg,And what did we do about it?,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
10,13,22032,0.12614582250664935,0.5497839032868899,0RQFr4QRb2s,Ugzak64bLOVtbKarGq54AaABAg,"How did this turn out for you? Didn't spot any followup (may have missed it). Did you end up building a lattice, and use some kind of rigid foam or rockwool?",internal_wall_insulation,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
10,14,26440,0.12534007174687872,0.5461574590226108,hpEKLDp6DsA,UgzLwU__DzDxe29xWdJ4AaABAg,How much did you pay?,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
10,15,14637,0.1223459310827217,0.5261635987798032,Rw5np777JDc,UgzeQNSMZNMrhAe3n-94AaABAg,Why didn't they shave it flush?!,loft_roof_insulation,training_educational,problem_warning_mistakes,theme_question_request
10,16,9186,0.11836209090200879,0.4946080381963895,xc_BbbMi1cg,UgxP8jH2Bv2KXKqw7AV4AaABAg,where did you get it from?,heat_pump_heating_retrofit,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
10,17,459,0.11836209090200879,0.4946080381963895,LVYSz1CuuDw,UgwwrM58_rRRT8IwpJ94AaABAg,Where did he get that haircut?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
10,18,16514,0.11795255901788193,0.47299067903556996,RN1Te0AKCLs,UgxYlAVmcn-g74CyTwt4AaABAg,how much did the rental cost and where did you rent it,loft_roof_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_cost_finance
10,19,9713,0.11749082428405785,0.5459361233254709,BXPR0NUn5fA,UgyBR1S9KQc0bl7T_eB4AaABAg,How did you get so much knowledge on everything you do?,external_wall_insulation,builder_contractor,problem_warning_mistakes,theme_question_request
10,20,11354,0.11563079825302833,0.4881074108878367,LXVmZhiyUQc,UgzVpEbZW2ZGTTzGNR14AaABAg,How much did all of the material cost,loft_roof_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_cost_finance
