candidate_topic_count,topic_number,topic_npmi_top_10,dominant_comment_count,dominant_comment_share,median_relative_dominant_loading,mean_relative_dominant_loading,unique_videos,largest_single_video_share,channel_column_used,largest_single_channel_share,top_10_terms,top_20_terms,generic_social_terms_in_top_10,retrofit_topic_distribution,creator_type_distribution,video_type_distribution,primary_theme_distribution,leading_channels,provisional_topic_label,coherence_rating_1_to_5,distinctiveness_rating_1_to_5,research_relevance_rating_1_to_5,possible_overlap_with_topic,retain_merge_or_reject,reviewer_notes
20,3,-0.1646745234926762,2653,0.06250736281601206,0.5272674728355244,0.5577836713989733,643,0.015077271013946476,,,what | what happens | happens | what brand | know what | what would | using | what kind | what did | brand,what | what happens | happens | what brand | know what | what would | using | what kind | what did | brand | kind | what cost | what size | size | called | cost | know | doing | what type | type,,heat_pump_heating_retrofit (553; 20.8%) | solar_renewable_integration (367; 13.8%) | smart_heating_controls (319; 12.0%),installer_tradesperson (837; 31.5%) | diy_renovator_homeowner (747; 28.2%) | training_educational (628; 23.7%),"how_to_installation_demo (1,486; 56.0%) | practical_advice_explainer (553; 20.8%) | problem_warning_mistakes (414; 15.6%)","theme_question_request (2,007; 75.7%) | theme_practical_advice (139; 5.2%) | theme_energy_performance (111; 4.2%)",,,,,,,,
20,4,0.1020004855753277,2201,0.05185778573616379,0.48876761326299684,0.5264755917786775,622,0.01226715129486597,,,how | how did | cost | did | how does | how long | know | long | how would | know how,how | how did | cost | did | how does | how long | know | long | how would | know how | how cost | how know | video how | how fix | did cost | fix | how install | not how | insulate | how connect,,heat_pump_heating_retrofit (508; 23.1%) | solar_renewable_integration (331; 15.0%) | smart_heating_controls (320; 14.5%),installer_tradesperson (734; 33.3%) | diy_renovator_homeowner (699; 31.8%) | training_educational (457; 20.8%),"how_to_installation_demo (1,314; 59.7%) | practical_advice_explainer (393; 17.9%) | problem_warning_mistakes (313; 14.2%)","theme_question_request (1,624; 73.8%) | theme_practical_advice (149; 6.8%) | theme_cost_finance (114; 5.2%)",,,,,,,,
20,5,0.0831666990203826,1788,0.04212708809462102,0.4066561591084263,0.43942103742745786,484,0.03747203579418344,,,use | not use | tape | did use | just use | just | would use | could use | used | instead,use | not use | tape | did use | just use | just | would use | could use | used | instead | window | should use | rockwool | never use | tool | plastic | what use | could | use foam | better,,heat_pump_heating_retrofit (269; 15.0%) | airtightness_draught_proofing (267; 14.9%) | smart_heating_controls (232; 13.0%),diy_renovator_homeowner (558; 31.2%) | installer_tradesperson (475; 26.6%) | builder_contractor (423; 23.7%),"how_to_installation_demo (1,086; 60.7%) | practical_advice_explainer (300; 16.8%) | problem_warning_mistakes (274; 15.3%)",theme_question_request (706; 39.5%) | theme_practical_advice (309; 17.3%) | theme_product_material_tool (291; 16.3%),,,,,,,,
20,6,0.2062807007457136,3428,0.0807671465259289,0.4388519162989444,0.4770127800915664,568,0.01808634772462077,,,video | great | great video | thanks | thank | video thanks | hi | thanks video | videos | question,video | great | great video | thanks | thank | video thanks | hi | thanks video | videos | question | informative | thanks great | job | video what | helpful | nice | excellent | really | sharing | good,great | thank | thanks | video | videos,heat_pump_heating_retrofit (719; 21.0%) | smart_heating_controls (715; 20.9%) | airtightness_draught_proofing (376; 11.0%),"diy_renovator_homeowner (1,155; 33.7%) | installer_tradesperson (939; 27.4%) | training_educational (857; 25.0%)","how_to_installation_demo (1,931; 56.3%) | practical_advice_explainer (649; 18.9%) | problem_warning_mistakes (581; 16.9%)","theme_question_request (1,501; 43.8%) | theme_practical_advice (535; 15.6%) | theme_personal_experience (331; 9.7%)",,,,,,,,
20,7,0.039973654393217,1457,0.03432839337464364,0.47191213746256083,0.49985892219425787,484,0.028140013726835965,,,why | why not | why would | why did | not just | just | why does | instead | illegal | know why,why | why not | why would | why did | not just | just | why does | instead | illegal | know why | why no | not use | why use | understand why | not | reason why | question why | understand | explain | question,,heat_pump_heating_retrofit (303; 20.8%) | solar_renewable_integration (222; 15.2%) | smart_heating_controls (186; 12.8%),installer_tradesperson (515; 35.3%) | diy_renovator_homeowner (379; 26.0%) | training_educational (346; 23.7%),how_to_installation_demo (827; 56.8%) | practical_advice_explainer (332; 22.8%) | problem_warning_mistakes (211; 14.5%),"theme_question_request (1,146; 78.7%) | theme_practical_advice (116; 8.0%) | theme_energy_performance (60; 4.1%)",,,,,,,,
20,8,0.3122726669809401,1643,0.03871074146502368,0.398800513965735,0.4313786561423532,253,0.07242848447961046,,,heat | pump | heat pump | pumps | heat pumps | gas | furnace | air | electric | loss,heat | pump | heat pump | pumps | heat pumps | gas | furnace | air | electric | loss | heat loss | unit | cost | source | source heat | electricity | run | gas furnace | expensive | gas boiler,,"heat_pump_heating_retrofit (1,350; 82.2%) | smart_heating_controls (71; 4.3%) | solar_renewable_integration (43; 2.6%)",installer_tradesperson (707; 43.0%) | training_educational (480; 29.2%) | diy_renovator_homeowner (295; 18.0%),practical_advice_explainer (766; 46.6%) | how_to_installation_demo (711; 43.3%) | project_walkthrough (85; 5.2%),theme_question_request (609; 37.1%) | theme_practical_advice (282; 17.2%) | theme_cost_finance (248; 15.1%),,,,,,,,
20,9,0.1126170779129513,1643,0.03871074146502368,0.4198077356600535,0.44912317107845035,522,0.01278149726110773,,,does | does not | work | how does | does work | not work | mean | what does | matter | not,does | does not | work | how does | does work | not work | mean | what does | matter | not | does cost | why does | does mean | where does | does know | does need | does matter | does heat | foam does | window,,smart_heating_controls (350; 21.3%) | heat_pump_heating_retrofit (331; 20.1%) | airtightness_draught_proofing (174; 10.6%),installer_tradesperson (561; 34.1%) | diy_renovator_homeowner (473; 28.8%) | training_educational (362; 22.0%),how_to_installation_demo (955; 58.1%) | practical_advice_explainer (340; 20.7%) | problem_warning_mistakes (255; 15.5%),theme_question_request (987; 60.1%) | theme_practical_advice (161; 9.8%) | theme_energy_performance (111; 6.8%),,,,,,,,
20,10,-0.0719129980320281,1202,0.02832033550880004,0.43336922416376134,0.49668967654015006,457,0.018302828618968387,,,where | buy | where did | where buy | did | where does | live | know where | link | located,where | buy | where did | where buy | did | where does | live | know where | link | located | where live | video where | based | where would | tool | where not | uk | door | goes | purchase,,heat_pump_heating_retrofit (241; 20.0%) | airtightness_draught_proofing (147; 12.2%) | solar_renewable_integration (138; 11.5%),diy_renovator_homeowner (385; 32.0%) | installer_tradesperson (359; 29.9%) | training_educational (257; 21.4%),how_to_installation_demo (713; 59.3%) | practical_advice_explainer (243; 20.2%) | problem_warning_mistakes (181; 15.1%),theme_question_request (765; 63.6%) | theme_practical_advice (98; 8.2%) | theme_energy_performance (79; 6.6%),,,,,,,,
20,11,0.3441331814724633,2335,0.05501496124213651,0.42910484578656233,0.4714759982977331,333,0.04068522483940043,,,solar | panels | battery | solar panels | power | panel | cost | batteries | inverter | grid,solar | panels | battery | solar panels | power | panel | cost | batteries | inverter | grid | energy | charge | more | solar panel | electric | kwh | electricity | need | day | price,,"solar_renewable_integration (1,633; 69.9%) | heat_pump_heating_retrofit (300; 12.8%) | smart_heating_controls (160; 6.9%)",training_educational (876; 37.5%) | installer_tradesperson (722; 30.9%) | diy_renovator_homeowner (650; 27.8%),"how_to_installation_demo (1,105; 47.3%) | practical_advice_explainer (732; 31.3%) | project_walkthrough (293; 12.5%)",theme_question_request (788; 33.7%) | theme_cost_finance (635; 27.2%) | theme_practical_advice (359; 15.4%),,,,,,,,
20,12,0.2831162092668909,3599,0.08479607944772989,0.4044338641851016,0.43760411001837884,459,0.041956098916365654,,,roof | air | vents | attic | cold | vent | warm | ridge | ventilation | soffit,roof | air | vents | attic | cold | vent | warm | ridge | ventilation | soffit | gap | space | warm roof | ceiling | fan | through | condensation | between | cold air | flat,,loft_roof_insulation (998; 27.7%) | ventilation_mvhr (744; 20.7%) | damp_condensation_moisture (657; 18.3%),"builder_contractor (1,012; 28.1%) | diy_renovator_homeowner (946; 26.3%) | installer_tradesperson (854; 23.7%)","how_to_installation_demo (1,345; 37.4%) | practical_advice_explainer (1,209; 33.6%) | problem_warning_mistakes (861; 23.9%)","theme_question_request (1,215; 33.8%) | theme_practical_advice (647; 18.0%) | theme_energy_performance (624; 17.3%)",,,,,,,,
20,13,0.259789622993454,2436,0.05739462337723535,0.4179853044509397,0.4611913742874208,394,0.05213464696223317,,,insulation | wall | cavity | floor | wall insulation | walls | cavity wall | between | board | loft,insulation | wall | cavity | floor | wall insulation | walls | cavity wall | between | board | loft | brick | boards | should | under | concrete | external | gap | no insulation | plaster | no,,loft_roof_insulation (414; 17.0%) | damp_condensation_moisture (322; 13.2%) | internal_wall_insulation (317; 13.0%),diy_renovator_homeowner (716; 29.4%) | builder_contractor (688; 28.2%) | training_educational (589; 24.2%),"how_to_installation_demo (1,213; 49.8%) | problem_warning_mistakes (511; 21.0%) | practical_advice_explainer (486; 20.0%)",theme_energy_performance (860; 35.3%) | theme_question_request (746; 30.6%) | theme_practical_advice (280; 11.5%),,,,,,,,
20,14,0.3879607326127356,1486,0.035011662700563106,0.45944886262514384,0.48864825142020707,261,0.07537012113055182,,,wire | thermostat | wires | nest | blue | red | connected | connect | white | furnace,wire | thermostat | wires | nest | blue | red | connected | connect | white | furnace | need | old | smart | boiler | honeywell | no | common | blue wire | terminal | ac,,"smart_heating_controls (1,153; 77.6%) | heat_pump_heating_retrofit (148; 10.0%) | solar_renewable_integration (95; 6.4%)",installer_tradesperson (656; 44.1%) | diy_renovator_homeowner (439; 29.5%) | training_educational (337; 22.7%),"how_to_installation_demo (1,120; 75.4%) | practical_advice_explainer (243; 16.4%) | problem_warning_mistakes (100; 6.7%)",theme_question_request (917; 61.7%) | theme_practical_advice (199; 13.4%) | theme_personal_experience (151; 10.2%),,,,,,,,
20,15,0.2744868984727176,1359,0.03201941427326061,0.44179601618977826,0.4768004270687261,222,0.05003679175864607,,,barrier | vapour | vapour barrier | vapor | vapor barrier | moisture | inside | no vapour | no | joists,barrier | vapour | vapour barrier | vapor | vapor barrier | moisture | inside | no vapour | no | joists | drywall | radiant | between | radiant barrier | foil | osb | concrete | plasterboard | exterior | walls,,damp_condensation_moisture (380; 28.0%) | loft_roof_insulation (326; 24.0%) | airtightness_draught_proofing (165; 12.1%),builder_contractor (438; 32.2%) | training_educational (431; 31.7%) | diy_renovator_homeowner (275; 20.2%),how_to_installation_demo (489; 36.0%) | practical_advice_explainer (487; 35.8%) | problem_warning_mistakes (273; 20.1%),theme_question_request (572; 42.1%) | theme_damp_moisture_condensation (450; 33.1%) | theme_practical_advice (181; 13.3%),,,,,,,,
20,16,0.1630847554486049,2180,0.051363004500153145,0.3820364586317335,0.40784692868739986,525,0.016972477064220184,,,would | would not | recommend | work | why would | what would | how would | would recommend | love | would need,would | would not | recommend | work | why would | what would | how would | would recommend | love | would need | would like | would love | think | better | would work | could | would use | say | would never | would better,love,heat_pump_heating_retrofit (531; 24.4%) | solar_renewable_integration (268; 12.3%) | smart_heating_controls (211; 9.7%),diy_renovator_homeowner (653; 30.0%) | installer_tradesperson (600; 27.5%) | training_educational (592; 27.2%),"how_to_installation_demo (1,147; 52.6%) | practical_advice_explainer (510; 23.4%) | problem_warning_mistakes (328; 15.0%)","theme_question_request (1,096; 50.3%) | theme_practical_advice (245; 11.2%) | theme_cost_finance (193; 8.9%)",,,,,,,,
20,17,0.1282301010440441,1361,0.032066536295737816,0.48422365399570505,0.525331909369851,418,0.036737692872887584,,,never | seen | never seen | never knew | knew | thank | heard | never heard | years | would never,never | seen | never seen | never knew | knew | thank | heard | never heard | years | would never | before | never use | way | work | years never | people | never thought | thought | seen before | lol,thank,heat_pump_heating_retrofit (252; 18.5%) | airtightness_draught_proofing (199; 14.6%) | smart_heating_controls (170; 12.5%),installer_tradesperson (394; 28.9%) | diy_renovator_homeowner (332; 24.4%) | training_educational (331; 24.3%),how_to_installation_demo (695; 51.1%) | problem_warning_mistakes (324; 23.8%) | practical_advice_explainer (255; 18.7%),"theme_practical_advice (1,115; 81.9%) | theme_question_request (171; 12.6%) | theme_trust_credibility_quality (16; 1.2%)",,,,,,,,
20,18,0.2873768070484747,3730,0.0878825719199868,0.4007587161385302,0.4374523288562403,489,0.05120643431635389,,,heating | water | boiler | hot | temperature | room | hot water | when | radiators | radiator,heating | water | boiler | hot | temperature | room | hot water | when | radiators | radiator | set | flow | turn | temp | cold | gas | valve | more | underfloor | day,,"heat_pump_heating_retrofit (1,913; 51.3%) | smart_heating_controls (987; 26.5%) | airtightness_draught_proofing (127; 3.4%)","training_educational (1,371; 36.8%) | installer_tradesperson (1,275; 34.2%) | diy_renovator_homeowner (883; 23.7%)","how_to_installation_demo (1,612; 43.2%) | practical_advice_explainer (1,510; 40.5%) | problem_warning_mistakes (390; 10.5%)","theme_question_request (1,470; 39.4%) | theme_practical_advice (612; 16.4%) | theme_energy_performance (517; 13.9%)",,,,,,,,
20,19,0.1420785601890333,2143,0.05049124708432486,0.36614257718350735,0.4086191912548239,528,0.02006532897806813,,,like | looks | looks like | good | just | job | would like | more | look | really,like | looks | looks like | good | just | job | would like | more | look | really | product | stuff | not like | tape | people | idea | look like | nice | way | make,good,heat_pump_heating_retrofit (482; 22.5%) | airtightness_draught_proofing (271; 12.6%) | solar_renewable_integration (230; 10.7%),diy_renovator_homeowner (643; 30.0%) | installer_tradesperson (599; 28.0%) | training_educational (482; 22.5%),"how_to_installation_demo (1,205; 56.2%) | practical_advice_explainer (413; 19.3%) | problem_warning_mistakes (367; 17.1%)",theme_question_request (607; 28.3%) | theme_practical_advice (340; 15.9%) | theme_cost_finance (225; 10.5%),,,,,,,,
20,20,0.1863141277126132,3037,0.07155479113163538,0.36796169973042314,0.41720728500965487,526,0.038854132367467896,,,house | old | years | damp | no | walls | windows | built | new | year,house | old | years | damp | no | walls | windows | built | new | year | ago | old house | problem | live | years ago | houses | winter | humidity | when | build,,damp_condensation_moisture (662; 21.8%) | airtightness_draught_proofing (514; 16.9%) | heat_pump_heating_retrofit (429; 14.1%),"diy_renovator_homeowner (1,044; 34.4%) | training_educational (871; 28.7%) | builder_contractor (620; 20.4%)","how_to_installation_demo (1,293; 42.6%) | practical_advice_explainer (863; 28.4%) | problem_warning_mistakes (580; 19.1%)",theme_question_request (680; 22.4%) | theme_personal_experience (536; 17.6%) | theme_damp_moisture_condensation (506; 16.7%),,,,,,,,
