topic_number,representative_rank,topic_weight,relative_topic_loading,video_id,comment_id,comment_text,retrofit_topic,creator_type,video_type,primary_theme
13,4,0.1350241761490199,1.0,pd926OwKAiA,UgzQDO412tTr2i-XAZZ4AaABAg,"Great video. I have both the blue and green wire connected to the C on my old iComfort thermostat. Trying to upgrade to the Nest 4th gen thermostat , can I connect green and blue wire to the C slot in the Nest thermostat or do I separate them?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
13,5,0.1350241761490199,1.0,pd926OwKAiA,UgyJpvsYKrDui29hx3R4AaABAg,"Great video. I have both the blue and green wire connected to the C on my old iComfort thermostat. Trying to upgrade to the Nest 4th gen thermostat , can I connect green and blue wire to the C slot in the Nest thermostat or do I separate them?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
13,6,0.13474696234766825,0.8777029264569058,ge6pQeFlj3k,UgyE7OzAYyoRFlZmtAl4AaABAg,"I'm trying to connect the C wire from thermostat at the furnace end to the correct wire. There is no terminal block or control board with marking, just bunch of wires.I have the brown from condenser with two leads.1. White wire connecting to Yellow on Thermostat wire (Y). 2. Red wire connecting to a blue wire that goes to the steel frame of furnace board. My guess is red wire is the C wire in my case and need to connect thermostat C wire with that. Did I identify C wire correctly since it goes to the frame?",smart_heating_controls,training_educational,practical_advice_explainer,theme_question_request
13,7,0.13452295985924187,0.9834722522483289,zi1Mkt1Nc8s,UgxuHCGZ8-U-PXWx0FV4AaABAg,I am replacing my honeywell thermostat with nest. But nest requires a c wire. When I remove the old thermostat it is connected on R and W wire. There are 2 extra wires sitting in the box (not connected). So I went to boiler and see that 3 wires connected to the zone terminal. I am wondering if the 3rd wire is a C wire? Any suggestions?,smart_heating_controls,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
13,8,0.1341073968326108,1.0,sSDytAtzk0U,UgyJFJZj__ZQ40TzGDt4AaABAg,"If I have a previous thermostat with a ""G"" wire, Can I connect the ""G"" wire to the C at this thermostat model? Do you think that will be enough?",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
14,1,0.2518896367506118,0.7445490845307352,ejubOh5tegY,UgxV7p4zaoB6Ky2bm8l4AaABAg,Where is the vapour barrier ?,loft_roof_insulation,installer_tradesperson,project_walkthrough,theme_question_request
14,2,0.23983161953774956,0.9955531079872861,tufzI-1xTJQ,Ugz9zW3Nh-KVQeR8z2F4AaABAg,Can you give the name of the vapour barrier and who stocks this product thanks,damp_condensation_moisture,installer_tradesperson,problem_warning_mistakes,theme_damp_moisture_condensation
14,3,0.21042033648687172,1.0,35kJvNW81pU,UgzlgFRE18j-JvYr06t4AaABAg,No vapour barrier,floor_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
14,4,0.21042033648687172,1.0,KJava-6Slu8,UgzNieLkm6sjVKQl6D94AaABAg,No vapour barrier?,internal_wall_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
14,5,0.21042033648687172,1.0,AlVATirl5ac,UgyDtMU-EVGyUgMPHlt4AaABAg,No vapour barrier?,internal_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_damp_moisture_condensation
14,6,0.21042033648687172,1.0,MzSCf_LkyNw,Ugx2woGFrJo9sGbHP2R4AaABAg,No vapour barrier too!,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_damp_moisture_condensation
14,7,0.21042033648687172,1.0,63bv_a9jOBs,UgwO1xvkkn45-2mVLHd4AaABAg,No vapour barrier on top?,damp_condensation_moisture,installer_tradesperson,how_to_installation_demo,theme_damp_moisture_condensation
14,8,0.2058130884801992,1.0,YS6NzCAG4l8,Ugx8GiwZiYXJIZpQ1FF4AaABAg,Any links to the vapour barrier,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_damp_moisture_condensation
15,1,0.18459529827643398,0.6746076288275584,1kz1c-rZsDk,UgwDbEB1_ESMMuKeoYl4AaABAg,How to interconnect 2 solar panels?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
15,2,0.15775199991193536,0.9207206869653944,jKiXJOX4ol8,UgxYPtpstc23SGFUcm14AaABAg,"I have Tesla solar panels, can I use this system with them?",solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
15,3,0.14229842613456573,0.695946627653064,Gw8lLhMzLho,UgwLCmYhVOqjGki2WfN4AaABAg,Where can I get these solar generators to buy and do they come with solar panels?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
15,4,0.13821697252353043,0.6920403121250995,WBrL9153zJQ,Ugw3HV2ANsGnpTlVfZ94AaABAg,What solar panels are these?,solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
15,5,0.1362779302498097,0.7618267903658267,1N_ZsLrfUJM,UgzgrDdoWtR3yHbylJp4AaABAg,"Hi Finn, I have a 6.65kw solar system inc.14 panels on the roof, with a Goodwe inverter. I have been told about fitting a 7.68kw Jinko battery to our system, as we have Jinko panels on the roof. Do you have any thoughts on this battery and fitment please?",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
15,6,0.13625391828954092,1.0,H8Ms_siUiCk,UgyTYKcLmSRGzGOeXRZ4AaABAg,Yeah the solar panels leak. Always!,solar_renewable_integration,installer_tradesperson,problem_warning_mistakes,theme_practical_advice
15,7,0.13489088010889916,1.0,gLFH0GvBLlA,UgxwnzECFUtF371lFcZ4AaABAg,"I’m upgrading my setup with additional solar panels and a 9.4kWh battery. I already have a 10-year-old 4kW solar system, so this will be an add-on. The full package, 8.5kW of solar panels, a 6kW inverter, a 9.4kWh battery, installation, anti-bird protection, and scaffolding, costs £8,650 all in. There’s also the option to expand the battery storage at a later date with extra 9.4kWh batteries at £2,000 each.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_cost_finance
15,8,0.1334039084205876,1.0,5ftY0QMe2qY,UgzXNkZYv2aBOB5u3AB4AaABAg,So all the solar panels with battery and install all for 4 grand thats cheap,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_cost_finance
16,1,0.30490147025950415,1.0,n2c5VtzwalY,UgxB-BRgNBZo9EA7DbV4AaABAg,Never do this!,cavity_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_practical_advice
16,2,0.2372946182016868,0.7208535345578968,ZAPNCBbhoqE,UgyRLPEMKYz_b0OvpEd4AaABAg,Heat never go down 😂,heat_pump_heating_retrofit,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
16,3,0.23494090450938585,1.0,dIPM5yk2u38,UgyqNu06KDOjOyPATmx4AaABAg,Never seen it??,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_practical_advice
16,4,0.23494090450938585,1.0,KxHcu7JvZwk,UgwbTPRn1kEQoFpHjfx4AaABAg,Never seen an atheist on his deathbed.,heat_pump_heating_retrofit,training_educational,practical_advice_explainer,theme_practical_advice
16,5,0.23494090450938585,1.0,qNQafR_5ALk,UgzG2ETAUsDyaa8haqF4AaABAg,I have never seen such a masterpiece,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_practical_advice
16,6,0.228053940627315,0.989643030177383,kwVleBvWH64,UgwhHBVEaoqmnVVyb8l4AaABAg,Never do it this way! Ever,ventilation_mvhr,builder_contractor,how_to_installation_demo,theme_practical_advice
16,7,0.22713948601476866,0.9604170800127985,QWkP4P7lUMA,UgygliB-qsiQagzClCd4AaABAg,Never new that thank you.,airtightness_draught_proofing,training_educational,problem_warning_mistakes,theme_practical_advice
16,8,0.22713948601476866,0.9604170800127985,QWkP4P7lUMA,UgzriMBOk_yGlqPlfwR4AaABAg,I never new that thank you.,airtightness_draught_proofing,training_educational,problem_warning_mistakes,theme_practical_advice
